"aou","year","bcr","n_diverg","rhat_high","mcse_high","n_eff_low","n_routes","n_bcr","gamma_mean","gamma_se"
"07250",2010,9,0,0,0,0,279,17,0.0271378366867442,0.0405422615222872
"07250",2010,10,0,0,0,0,279,17,0.0440220585817502,0.0706983488284719
"07250",2010,11,0,0,0,0,279,17,-0.142067135240105,0.057053658507953
"07250",2010,12,0,0,0,0,279,17,0.130380667859529,0.091800830108837
"07250",2010,13,0,0,0,0,279,17,-0.127740544870231,0.229942866722431
"07250",2010,14,0,0,0,0,279,17,-0.615115124647727,0.631554813206052
"07250",2010,16,0,0,0,0,279,17,-0.312280492164444,0.344995483151921
"07250",2010,17,0,0,0,0,279,17,0.130450957196088,0.422799814120446
"07250",2010,18,0,0,0,0,279,17,0.119048282739058,0.209400159595967
"07250",2010,19,0,0,0,0,279,17,0.031824885872124,0.0918583748098805
"07250",2010,22,0,0,0,0,279,17,-0.168055347388171,0.162487909486773
"07250",2010,23,0,0,0,0,279,17,-0.0697771666059675,0.0946368309773743
"07250",2010,30,0,0,0,0,279,17,0.0121783283007848,0.0681297314647647
"07250",2010,32,0,0,0,0,279,17,0.0536418244391332,0.0766047422113686
"07250",2010,33,0,0,0,0,279,17,0.0161330328474342,0.155049793233249
"07250",2010,37,0,0,0,0,279,17,0.0696465840566168,0.147201477468314
"07660",2010,11,0,0,0,0,1755,20,0.0420821621647541,0.0412909387581782
"07660",2010,12,0,0,0,0,1755,20,0.00569889738533383,0.0230198848020529
"07660",2010,13,0,0,0,0,1755,20,0.0370002068142181,0.0268954941871717
"07660",2010,14,0,0,0,0,1755,20,-0.0486258466942196,0.0673757655733504
"07660",2010,17,0,0,0,0,1755,20,0.0094858653138341,0.0452060061212422
"07660",2010,18,0,0,0,0,1755,20,-0.0347639871703235,0.159581277908823
"07660",2010,19,0,0,0,0,1755,20,-0.0423893264006046,0.021344592528142
"07660",2010,20,0,0,0,0,1755,20,-0.298903443715561,0.115324603899962
"07660",2010,21,0,0,0,0,1755,20,0.0217443157366208,0.0247371775398602
"07660",2010,22,0,0,0,0,1755,20,-0.000671001923253904,0.0105729869666923
"07660",2010,23,0,0,0,0,1755,20,0.0374008601527687,0.0234200887376826
"07660",2010,24,0,0,0,0,1755,20,0.00631368955254942,0.0085935883443177
"07660",2010,25,0,0,0,0,1755,20,-0.00341068248661453,0.0222446809424961
"07660",2010,26,0,0,0,0,1755,20,0.0235467759359927,0.0197796463630353
"07660",2010,27,0,0,0,0,1755,20,-0.00737503430008325,0.00927368265328299
"07660",2010,28,0,0,0,0,1755,20,0.00105382370880978,0.0111129979368498
"07660",2010,29,0,0,0,0,1755,20,0.0170326412642647,0.0108799535128772
"07660",2010,30,0,0,0,0,1755,20,-0.000544869436685816,0.0147927981420637
"07660",2010,31,0,0,0,0,1755,20,-0.0606323040483493,0.0345547962529616
"07660",2010,37,0,0,0,0,1755,20,0.0257324417893135,0.0540484100063299
