"aou","year","comp_med","comp_low","comp_upp","n_diverg","rhat_high"
"05840",2006,1.22765593350068,0.977244047981403,1.63489480611767,0,2
"05840",2007,1.48702041883434,1.1223981488319,2.28984541931072,0,2
"05840",2008,1.1059595709073,0.879205649315956,1.50837085850227,0,2
"05840",2009,1.05297357011739,0.856676109328253,1.34668556865093,0,2
"05840",2010,1.25617530567909,1.00238687156177,1.69994560157829,0,2
"05840",2011,1.182866555811,0.925147032656839,1.66937297393712,0,2
"05840",2012,1.209855170421,0.96799570100447,1.61922071694188,0,2
"05840",2013,1.34676212473824,1.01574308488937,2.13531572397314,0,2
"05840",2014,1.02910322434372,0.817952619340236,1.39499028268734,0,2
"06050",1985,92.7678592479385,56.4467289798103,155.700373431652,0,0
"06050",1986,112.233170143275,69.7416412194802,190.146907071148,0,0
"06050",1987,179.549949720858,112.118799247055,296.374678352316,0,0
"06050",1988,287.749593873864,184.177962532856,478.123847438696,0,0
"06050",1989,360.157906692329,217.805614778574,645.320929057215,0,0
"06050",1990,185.323284978055,117.65665033093,301.086451666438,0,0
"06050",1991,141.750948368022,93.1137916019304,212.759536973203,0,0
"06050",1992,146.87856571217,101.969748128641,217.151996624642,0,0
"06050",1993,209.613568304984,136.389037712704,315.562972326049,0,0
"06050",1994,117.577224893573,78.6799856624351,176.212478780545,0,0
"06050",1995,140.870973909749,93.6394291949883,219.13465048972,0,0
"06050",1996,129.567085777419,83.4845087654935,193.984512090024,0,0
"06050",1997,126.826371955599,86.0575163422151,194.99639467705,0,0
"06050",1998,126.540879190597,81.6555750354955,198.344607356574,0,0
"06050",1999,125.797817216196,83.2181728769546,193.214266598601,0,0
"06050",2000,120.08223047316,76.8516470654038,188.545568681974,0,0
"06050",2001,86.8453638673246,58.3275768427212,136.623161712017,0,0
"06050",2002,77.3657112057104,50.1692523889697,121.093749525825,0,0
"06050",2003,67.5497119103737,45.2115396127362,100.725548774098,0,0
"06050",2004,97.2735588628474,64.4756626172162,149.005688716584,0,0
"06050",2005,74.0027996150995,47.2969580607597,117.669278662653,0,0
"06050",2006,80.770108040375,51.5791850691931,128.283908260044,0,0
"06050",2007,69.9235763179341,47.2445352930668,106.6830217017,0,0
"06050",2008,37.2104142165525,22.6028986060016,59.7036364900399,0,0
"06050",2009,35.3135745868145,22.4521816888483,54.1194463693552,0,0
"06050",2010,46.3266904367561,28.7128384423009,74.9632900555421,0,0
"06050",2011,63.2110090173808,41.2495036746504,100.608563315126,0,0
"06050",2012,63.1822496438877,41.7413277431619,95.1488973994926,0,0
"06050",2013,65.7392816202353,43.8183961790007,102.295915867294,0,0
"06050",2014,52.2202094013443,34.0652255730682,83.9696121996903,0,0
"06110",1985,8.01274201893859,6.76360737098969,9.65024214404638,0,0
"06110",1986,7.90669961716938,6.81641384455798,9.19240645673286,0,0
"06110",1987,7.43561656268225,6.45996226158292,8.67084720283397,0,0
"06110",1988,7.87218387156169,6.88681976524957,9.28262682398266,0,0
"06110",1989,7.63225921519022,6.66630183024931,8.78853539200881,0,0
"06110",1990,7.82007103171451,6.86924868157712,9.04745711709045,0,0
"06110",1991,7.79060192817195,6.75683687158262,8.98613408306069,0,0
"06110",1992,6.94131790319209,6.06547426078509,8.24125336882397,0,0
"06110",1993,6.22665091066407,5.40363473109227,7.17949112781427,0,0
"06110",1994,5.9012906546062,5.19268024159652,6.71844412039177,0,0
"06110",1995,6.59160714415439,5.74595224986705,7.61425177252997,0,0
"06110",1996,7.10089314082366,6.06273346047203,9.99248866853705,0,0
"06110",1997,6.24724938513771,5.42526318224417,7.77966396917693,0,0
"06110",1998,6.78012563320064,5.91517477855141,8.05133120780747,0,0
"06110",1999,8.18721175769057,7.18339805278569,9.31968465177318,0,0
"06110",2000,8.02776094435071,7.05756292021524,9.15432893121259,0,0
"06110",2001,7.14455792833505,6.33138136305433,8.14572628739005,0,0
"06110",2002,8.37723078072472,7.3400510099417,9.62307421679096,0,0
"06110",2003,6.62104142091395,5.83829966803563,7.54036395542354,0,0
"06110",2004,7.62931353836434,6.72644224547374,8.84303047410789,0,0
"06110",2005,7.4802815197816,6.50208422165528,8.8295870255941,0,0
"06110",2006,7.55848269833759,6.62996621662302,8.64028563281063,0,0
"06110",2007,7.00288736711298,6.15688474369661,7.96212522910448,0,0
"06110",2008,7.27190385850826,6.37512748833263,8.37650018469778,0,0
"06110",2009,5.89834112425009,5.20617230334518,6.69550500210979,0,0
"06110",2010,6.69393465314929,5.94265473694664,7.59968206808169,0,0
"06110",2011,7.0302002372168,6.21687720278452,7.98596084718681,0,0
"06110",2012,7.11293334797187,6.28804666199049,8.10641414553609,0,0
"06110",2013,5.17782784516194,4.57299621716668,5.86250556456782,0,0
"06110",2014,4.4915919119046,3.9197039856383,5.13525327464883,0,0
"06120",1985,417.113472838953,165.863457340734,2147.81306152202,0,0
"06120",1986,511.213244894493,206.273307881458,2375.91520087581,0,0
"06120",1987,541.36727207915,190.66111570576,3068.07214640757,0,0
"06120",1988,851.196116002306,234.74961508936,4859.22349802069,0,0
"06120",1989,488.131479804557,171.418871500657,2519.2504402546,0,0
"06120",1990,362.831570604101,150.002264958673,1249.45463522538,0,0
"06120",1991,370.761762546287,147.721325370335,1516.33665389165,0,0
"06120",1992,408.651180058558,162.663109288099,1687.38176015295,0,0
"06120",1993,314.325101971042,167.129056106392,896.150210500762,0,0
"06120",1994,257.917308985518,143.018486853851,717.099068882262,0,0
"06120",1995,376.213979399825,178.182477178604,1202.31666562039,0,0
"06120",1996,357.221354356919,185.138296952037,1073.13389095817,0,0
"06120",1997,391.242405998944,201.593016357279,1124.44460873455,0,0
"06120",1998,380.49801679407,197.875694269038,1158.40774034582,0,0
"06120",1999,312.611164970901,175.52233117963,875.627454940882,0,0
"06120",2000,340.549486896721,194.003027142891,947.839337484464,0,0
"06120",2001,304.496133648564,168.808621755852,835.190886686288,0,0
"06120",2002,326.568618001561,173.697344967261,1355.35784747398,0,0
"06120",2003,238.675012219521,152.135722908351,549.106215719155,0,0
"06120",2004,509.748786565012,229.864751829447,1789.32460951029,0,0
"06120",2005,273.508169976506,155.310846603332,817.682637085338,0,0
"06120",2006,227.764195044291,146.757179289528,790.493197586655,0,0
"06120",2007,182.896479278122,128.093550168886,321.053759852066,0,0
"06120",2008,234.412673318384,154.854352548677,460.659573511015,0,0
"06120",2009,250.015636944787,157.813070505155,555.168509799224,0,0
"06120",2010,262.07042121055,165.872049642972,630.66714957234,0,0
"06120",2011,185.39726206782,132.738302067857,318.525038851352,0,0
"06120",2012,218.888654959862,149.33427362814,393.235055121499,0,0
