"aou","year_start","year_end","beta_mean","beta_se","beta_med","beta_low90","beta_upp90","beta_low99","beta_upp99"
"02640",1994,2000,-1.88103564162033,4.236134905761,-1.7695722132275,-8.59001016611926,4.44274271239454,-17.1804550765011,10.2340384084355
"02640",1995,2001,-3.48688761329859,5.01525723774953,-3.3803733580108,-10.7342046307868,3.23383378780592,-25.5679363657601,14.7872086993992
"02640",1996,2002,-0.6102382666705,3.46932494074579,-0.659029916132142,-6.10475040765413,4.86628993853356,-10.3427460239657,9.45699256975451
"02640",1997,2003,-1.79805283515385,4.34829027295826,-1.79259593044872,-8.42256879597365,4.55604022573541,-13.2601005923279,13.9642659264219
"02640",1998,2004,-0.91716171982003,4.16161293878059,-1.03132460076258,-7.34028935460051,5.54062696776275,-12.4392992389644,13.6369981471605
"02640",1999,2005,3.52229702631176,3.85469233324847,3.57882800143241,-2.50198318505746,9.42198767870311,-9.71978263572809,15.9397791196932
"02640",2000,2006,5.66009926642413,3.71586910063446,5.69117858426249,-0.00883500242270349,11.2278546264252,-7.53006041293897,16.0306615295224
"02640",2001,2007,-0.174138494228891,4.3264500241113,0.241482552426109,-6.74484843313104,5.5499980637215,-19.7925767168199,9.42465737882182
"02640",2002,2008,0.162570522968112,3.78119188860851,0.249562292799843,-5.77138433365,5.95949094303471,-11.9039565261439,9.72321048358205
"02640",2003,2009,3.76777067518631,4.40720230971311,4.18605961607682,-3.1678374294311,9.9329784696837,-14.9440818516325,14.2083052462235
"02640",2004,2010,1.68513113347819,3.97708569118708,1.54087533298366,-4.06519089884751,7.55880698899215,-9.34283438816068,16.0625179319332
"02640",2005,2011,-3.39977099488983,4.00009331189351,-3.66392226494003,-8.70781746138338,2.53850172549045,-12.9181025154085,14.7790369648491
"02640",2006,2012,-0.536654155186135,3.51552396983528,-0.768567236918416,-5.62510663220925,5.00929624657626,-8.38719290184343,10.278069577157
"02640",2007,2013,4.73249996939887,3.88220870764551,4.62403328949793,-0.974853878500104,10.9212232137988,-5.06792924651009,17.188525712422
"02640",2008,2014,-0.159756395563633,4.25352247304712,-0.398713757267583,-6.21314650287093,6.30641048979183,-9.69080989949468,17.2910933567642
"02730",1985,1991,-5.85272987483047,0.758011945013741,-5.81425509987363,-7.14587587385455,-4.66066965581554,-8.00765308009348,-4.11116871562594
"02730",1986,1992,-6.81117726737592,0.668901707169914,-6.78089661264765,-7.94338133185208,-5.77422345885013,-8.7645768452949,-5.20493629307081
"02730",1987,1993,-6.37813454877729,0.703430517947795,-6.35841347582737,-7.55703528603047,-5.28805807322255,-8.33543683538896,-4.67868739442921
"02730",1988,1994,-2.36306145438176,0.709476434757058,-2.32458518095857,-3.58347198227876,-1.2275211416111,-4.34972374559472,-0.686984785870584
"02730",1989,1995,0.26076015685437,0.618775586211975,0.27094822956969,-0.801445338888708,1.21487041220781,-1.52505429943038,1.72735748548486
"02730",1990,1996,1.85863586524746,0.547374301202749,1.87921118170428,0.951652846912107,2.73646411763742,0.407868000194009,3.21920766302494
"02730",1991,1997,1.94332953097415,0.550661203904137,1.95728075124112,1.02566416722452,2.8189104880092,0.517681655085145,3.40874593909736
"02730",1992,1998,1.59552646110653,0.56748999854486,1.59438294056508,0.657138181496568,2.50498283327895,0.0501781969918389,3.04416625998522
"02730",1993,1999,1.03021658186717,0.566670426837982,1.02576229849037,0.116718588753315,1.99961922819964,-0.270206048221493,2.60265446749401
"02730",1994,2000,0.378865866705489,0.596826674350428,0.360366557676439,-0.586675201170377,1.38094414467314,-1.10501589218427,2.02323133296265
"02730",1995,2001,-0.860114725046573,0.57992442420296,-0.873212781091959,-1.7827995402616,0.127781490157774,-2.19271441249878,0.828071597148378
"02730",1996,2002,-1.09204328421907,0.646165773228058,-1.12583321468888,-2.10515116588513,0.00366397989042912,-2.51873104616639,0.728172896894029
"02730",1997,2003,-1.68352850188764,0.624127575015699,-1.70059686562292,-2.6590114706709,-0.647687033810419,-3.15561482541216,0.158354403843151
"02730",1998,2004,-2.07923832101359,0.618467607707675,-2.10175755955619,-3.05795303407946,-1.05582432362922,-3.59310376559328,-0.331020541492878
"02730",1999,2005,-1.34194893147981,0.607856280456642,-1.358663791371,-2.29822233527381,-0.317111710986873,-2.79258254578765,0.365969747319182
"02730",2000,2006,-0.305269044514629,0.690594824881475,-0.312564070304044,-1.39539256631404,0.843412336551073,-1.94014523773274,1.7093117537992
"02730",2001,2007,0.471845328018961,0.665712361040801,0.467985409913529,-0.639833334905563,1.57275954966432,-1.23433006790973,2.14876751557045
"02730",2002,2008,-0.124948149378343,0.75029266969614,-0.118464444048821,-1.30771192001723,1.04826439832285,-2.17379751817209,2.01712961998667
"02730",2003,2009,-0.582603592552409,0.680085619774946,-0.599648726315888,-1.68175784071112,0.520063452358825,-2.47516186198887,1.24488469698862
"02730",2004,2010,-0.0279893108894644,0.631893764124454,-0.0290931124312777,-1.06927050484343,0.992744631829353,-1.79863504344546,1.55301658569015
"02730",2005,2011,-1.0918132419004,0.62844818986834,-1.06574892515454,-2.1595525427489,-0.114443360653008,-2.75074043636224,0.510518711056786
"02730",2006,2012,-0.866231700457671,0.645811885137986,-0.854153302646898,-1.94929728100376,0.190466533074467,-2.63788589035399,0.685147411384254
"02730",2007,2013,-1.67244551437677,0.551428636908647,-1.68267478651628,-2.54840388724316,-0.776277825706959,-3.04015856545825,-0.273149527217769
"02730",2008,2014,-3.33767700867727,0.580586795370864,-3.34737327721782,-4.29126555443055,-2.39201756948091,-4.91942849193685,-1.78773351015163
"04200",1985,1991,-5.81185265285843,1.82310031082924,-5.83342876670866,-8.71650195452554,-3.02236729910344,-10.717194884268,-0.621037660873331
"04200",1986,1992,-6.02715953972746,1.63377617698549,-5.96539005260132,-8.81150070392574,-3.45097883224596,-10.3355092439274,-1.66610973199978
"04200",1987,1993,-3.89514205910382,1.30429207808457,-3.89587594980308,-6.06846425998952,-1.76300797298076,-7.17888151332312,-0.412445944932214
"04200",1988,1994,-3.45810745145052,1.22118363988562,-3.46215399631675,-5.50313897724727,-1.53368679837371,-6.78954812540153,-0.266148422002888
"04200",1989,1995,-3.47582099292892,1.25768117197565,-3.47526412127523,-5.4895319864407,-1.39831008675121,-6.88150647171791,-0.330141505262429
"04200",1990,1996,-4.60532090490515,1.21148398297629,-4.59327342657477,-6.50280964241508,-2.67236262976371,-8.05683391228823,-1.55500131059565
"04200",1991,1997,-5.20816581947569,1.57934414206574,-5.25387341493908,-7.32725664333276,-3.09032700755657,-9.54789996208789,0.503459738711873
"04200",1992,1998,-6.68884720880246,1.2049921244609,-6.72660130043919,-8.49670462864898,-4.80763760772941,-9.58044381102403,-3.44981948957798
"04200",1993,1999,-5.05729128928511,1.05858249189464,-5.04834788575038,-6.80372269632766,-3.34186951341994,-7.71860362623932,-2.27599965726644
"04200",1994,2000,-3.8117443997448,0.989678424401934,-3.83289063977998,-5.4025437265064,-2.1650719775617,-6.16560407501466,-1.09682999545874
"04200",1995,2001,-1.856324844048,1.04626063706752,-1.85808241452544,-3.51332851318761,-0.176151164506189,-4.5064709834591,0.996327725705954
"04200",1996,2002,-2.14932843323732,1.11675026797204,-2.09413544123834,-3.90001586389484,-0.440757292653352,-6.20772673332836,0.442736012908876
"04200",1997,2003,-0.454367435286143,1.28518047488134,-0.385070102588897,-2.31660887616268,1.38395557502023,-6.53750548274969,2.01965977316025
"04200",1998,2004,1.01949975176985,1.03354776428057,1.01540674918884,-0.685232098152056,2.69342117808655,-1.47200072519851,3.64053960353374
"04200",1999,2005,-1.98797972118576,1.01501562945037,-1.98796538706012,-3.66742373559309,-0.337605422590391,-4.61262244881332,0.516286735777232
"04200",2000,2006,-1.36751857571636,1.04364638498989,-1.34486943597102,-3.11726691816503,0.352303416845275,-4.11929680394082,1.21843469804513
"04200",2001,2007,-0.549742213889128,1.06694968562308,-0.552282969814566,-2.32847270553104,1.22831726347584,-3.28522003794865,2.15779847491727
"04200",2002,2008,-1.99901990304065,0.996744677851834,-2.03219999931354,-3.59942482313711,-0.315440843517323,-4.49902701664217,0.607926662725124
"04200",2003,2009,-3.63060973895323,0.947632980021707,-3.66503645474592,-5.11286311199501,-2.09663796080089,-5.9570000026476,-1.26441993267252
"04200",2004,2010,-3.56998394656244,0.997390597320333,-3.59243040335093,-5.17300225390766,-1.87529488475883,-6.0522962966752,-0.951529912189147
"04200",2005,2011,-4.20252326479812,1.02776904282737,-4.22881859754464,-5.82563923592997,-2.54645525815732,-6.66473247990602,-1.35208171027714
"04200",2006,2012,-4.75559926545324,1.02228298697568,-4.75049346407589,-6.4051208580697,-3.079513069748,-7.34004195404436,-1.99123716628445
"04200",2007,2013,-2.42918188382153,1.05849927786141,-2.43831676178868,-4.15821710234738,-0.740030773556253,-5.2762319859532,0.19508625189601
"04200",2008,2014,-0.257816642302628,1.1675101244514,-0.25064953632169,-2.11146996294308,1.66676891218084,-3.29161220410602,2.85063031930654
"04230",1985,1991,-2.43049679713975,0.528259691285879,-2.4540279324222,-3.29776354402309,-1.53774229265668,-3.77613902496487,-1.08504461542863
"04230",1986,1992,-1.93246862263986,0.503330290236997,-1.9288440205054,-2.74928408348409,-1.10279850362136,-3.21097554281535,-0.655798506437591
"04230",1987,1993,-2.28751410695899,0.494871034371925,-2.28886230506209,-3.08264736626039,-1.49299549854307,-3.58433883816356,-1.00941278647382
"04230",1988,1994,-1.83226783899992,0.496852642382632,-1.84385073961277,-2.66807632998234,-0.987580587894618,-3.16471987909329,-0.635942523689708
"04230",1989,1995,-0.969406951743248,0.479877157060507,-0.977602398368987,-1.73801076719623,-0.175549263524239,-2.22698596225245,0.203274459673437
"04230",1990,1996,-2.06590952915739,0.488384129590575,-2.04584197773485,-2.88977500744847,-1.29028851031743,-3.37452123992172,-0.893484621956702
"04230",1991,1997,-2.94710910432871,0.461313415209129,-2.93836626826289,-3.71032049604622,-2.18960871419578,-4.08110089596799,-1.72912683218342
"04230",1992,1998,-3.75619166410689,0.457058106144709,-3.75576787381736,-4.50683983058106,-3.01174660592855,-4.99192806383099,-2.6273482052932
"04230",1993,1999,-4.40978424618959,0.507969404863077,-4.43466490219351,-5.21146952265967,-3.54809517527971,-5.66234123358255,-3.05284046594888
"04230",1994,2000,-4.58081352786142,0.489092114739695,-4.58448331949401,-5.37449265072248,-3.79401901849499,-5.86800779711603,-3.28061506670888
"04230",1995,2001,-4.38123470658481,0.480801348158716,-4.3908594085806,-5.15492169869642,-3.57036278710409,-5.59477656877266,-3.13166224997177
"04230",1996,2002,-2.58192549590972,0.47306614609426,-2.59181893802045,-3.33299292837443,-1.78390747652453,-3.74556084126713,-1.33731586495818
"04230",1997,2003,-2.64989920641685,0.46707845448811,-2.66214560955667,-3.36625149259088,-1.8733528072332,-3.91577425972011,-1.45460551179258
"04230",1998,2004,-2.55830086795896,0.544587012102913,-2.58904113556599,-3.36078850270918,-1.632427261581,-3.81613329605477,-0.853918673752641
"04230",1999,2005,-2.71910654033669,0.523289707333899,-2.74688201703173,-3.51754027825258,-1.85633751090013,-3.99345706284975,-1.27160057563725
"04230",2000,2006,-6.14519645700872,0.49010593607562,-6.11725333989608,-6.9670150456227,-5.35123839151753,-7.44974707089684,-4.90384202087826
"04230",2001,2007,-7.49429320748249,0.449695924062986,-7.49395562584131,-8.24346463396089,-6.78796352970223,-8.74688707875851,-6.34304415174197
"04230",2002,2008,-7.42583906271495,0.453128740255409,-7.42523432100391,-8.13814201945113,-6.67180573799978,-8.57261684483195,-6.261585557009
"04230",2003,2009,-5.80125904279724,0.483916007351357,-5.80471897387486,-6.58265992491249,-5.0025221766524,-7.11134345738537,-4.52015396047839
"04230",2004,2010,-4.93863373174206,0.54736204133856,-4.92138782124068,-5.85752892665915,-4.06966253241347,-6.58323483585575,-3.63483159472355
"04230",2005,2011,-3.45664106361068,0.484804823956563,-3.44993373871575,-4.24498262208296,-2.65894056897125,-4.68718266661851,-2.20212034265566
"04230",2006,2012,-1.4305061627047,0.512874334765522,-1.44288442127387,-2.24823760334839,-0.592005804917983,-2.66905289933529,0.0056628497704948
"04230",2007,2013,-3.19750874788825,0.506720490057637,-3.19823979486545,-4.02845279489466,-2.37659587875492,-4.57638269550607,-1.9400182427767
"04230",2008,2014,-3.35350224897411,0.562507703755468,-3.37940815450211,-4.19236638626936,-2.44386485315009,-4.65262660497736,-1.6285247678482
"04430",1985,1991,-1.97206077323035,1.10088947172486,-2.00530353802749,-3.7374468543635,-0.136776428306934,-4.69581037718751,0.948209849049736
"04430",1986,1992,-2.08297470169247,1.00796118915572,-2.11250742940059,-3.74317618947181,-0.421764601334725,-4.62612763537345,0.502920581968252
"04430",1987,1993,-1.24425448925897,0.97597402914632,-1.2318049413403,-2.90192762362216,0.31388518725519,-3.6282703558191,1.38889692835436
"04430",1988,1994,-0.773785008974335,0.983184139698037,-0.782491749466263,-2.38801537619767,0.883446689291919,-3.19007194449345,1.71989455338047
"04430",1989,1995,-0.476259649752069,1.01769512763776,-0.464858006393776,-2.13735241442449,1.19554544940445,-3.08913238504439,2.11296597557323
"04430",1990,1996,-1.56676741693338,1.01192692180169,-1.56622447945565,-3.2923038375083,0.0365478696713417,-4.09369025338104,1.11811223293864
"04430",1991,1997,-1.89806594614362,0.963659632573923,-1.8803719452967,-3.51225279543452,-0.39437307252834,-4.38029630201268,0.526009159520044
"04430",1992,1998,-0.784190876114577,0.887079791768214,-0.775142959961139,-2.29094425591718,0.621848450178459,-3.0875828447474,1.42460842335902
"04430",1993,1999,-0.347379639780289,0.840391429682836,-0.333557591055461,-1.75762216968528,1.00543455128144,-2.6984821424765,1.74209528139284
"04430",1994,2000,0.246453551430144,0.815964520331949,0.261997844170581,-1.09431435574834,1.54600731882608,-1.97552557515674,2.43463280733092
"04430",1995,2001,0.831587058805418,0.836125256814662,0.82924330855908,-0.500727089799248,2.20345150254264,-1.37707961826645,2.86768599910656
"04430",1996,2002,1.27834917370759,0.834197332755023,1.28065176781602,-0.0662338375792259,2.6668669831657,-0.791730221683818,3.42361254986655
"04430",1997,2003,0.6304491159385,0.815788365372284,0.62530915061042,-0.687323331379792,1.96360875090172,-1.44492130186569,2.76819217336981
"04430",1998,2004,1.21731651826781,0.835577807949161,1.18872010321143,-0.128327964746415,2.58782057401295,-0.844783866773031,3.42735789465108
"04430",1999,2005,2.48131592959875,0.856130434895226,2.4815446147509,1.06986026269737,3.90924521912653,0.30966855411058,4.71193626849045
"04430",2000,2006,1.57227411043431,0.838394117128783,1.58000517563773,0.225611039021181,3.00373805107338,-0.49192379094283,3.76041563586016
"04430",2001,2007,0.454767500341916,0.750233229474687,0.43494559522419,-0.772686942525649,1.70474275734464,-1.441069077206,2.39182465724866
"04430",2002,2008,-2.49764534359091,0.733045904466187,-2.52145684491764,-3.69431831505706,-1.27774679500691,-4.3199270964141,-0.526877934556641
"04430",2003,2009,-3.56735118735761,0.703845403691041,-3.56340582431222,-4.71371942443381,-2.43059941147589,-5.39592481007371,-1.73548269846153
"04430",2004,2010,-4.48732816404965,0.688864742345124,-4.47753674865364,-5.62069905441595,-3.3891370800441,-6.29847288358744,-2.7569455654482
"04430",2005,2011,-4.08180100889101,0.703871395418338,-4.09891051453474,-5.18876403831749,-2.91648195686788,-5.89782467815506,-2.13387272984111
"04430",2006,2012,-3.06894609047272,0.715262824414382,-3.05267780297313,-4.20836370529403,-1.88337096851498,-4.92253498794244,-1.19060167518162
"04430",2007,2013,-1.41480983723571,0.740863367964311,-1.41483891663445,-2.61726302001731,-0.17690091675355,-3.48427770476663,0.524138877437839
"04430",2008,2014,1.02810936106619,0.76746757379999,1.05593230715481,-0.215846453839739,2.26929941605124,-1.18888451461613,2.87865063429172
"04440",1985,1991,1.45817806552838,0.82193208600695,1.47395347270224,0.108308215241307,2.76539214049234,-0.863181262848534,3.61005084777788
"04440",1986,1992,1.78885095384361,0.751437193474537,1.76908127324369,0.589730274615902,3.04582234396449,-0.214123345206341,3.86130771693388
"04440",1987,1993,1.34765881917036,0.720969894452542,1.33846532191021,0.204686963880389,2.53075697568845,-0.53556736507596,3.28545588584374
"04440",1988,1994,-2.95707957873479,0.635521335592696,-2.97030940876038,-3.97291820230174,-1.92269751242152,-4.62542906755946,-1.18196421976305
"04440",1989,1995,-4.36119955394297,0.620048679950454,-4.35301259292915,-5.35786966396553,-3.34888861542313,-5.95789535263865,-2.66204443603036
"04440",1990,1996,-6.00110171179171,0.62084442366908,-5.99612996722331,-7.02720619390929,-5.03353779380893,-7.61810633802776,-4.45571552687593
"04440",1991,1997,-6.20916800251625,0.651018584508102,-6.19322085854064,-7.24884600899569,-5.14133027246483,-7.89429178382025,-4.53108919564936
"04440",1992,1998,-5.01530887574976,0.639524752603772,-5.00154626481462,-6.05257406751206,-3.97829440281803,-6.72967172613848,-3.36693416717742
"04440",1993,1999,-2.98181223564705,0.62224305448381,-2.97416963346714,-4.01822291028529,-1.98278625326735,-4.65911725774782,-1.34726671798719
"04440",1994,2000,-0.670781441245624,0.616293066675948,-0.682034931685049,-1.66007933744094,0.351349562367891,-2.25651603432585,0.931222667230558
"04440",1995,2001,-1.21766166451216,0.646386049700494,-1.22155384590432,-2.28386046899173,-0.13175948967719,-2.90778639695632,0.380011452647569
"04440",1996,2002,-0.298124563148449,0.681749376177631,-0.294332006777936,-1.43124965079703,0.82474018764824,-2.04917652391068,1.48984989056159
"04440",1997,2003,0.153580032042522,0.638484840465157,0.15974113399122,-0.864004200898595,1.20338205841826,-1.5789834946094,1.78042308676009
"04440",1998,2004,0.773717051549174,0.61434017548246,0.777973536396881,-0.265839415169279,1.76876541850922,-0.844423353535239,2.41878319272879
"04440",1999,2005,-1.14524626403767,0.588975388380444,-1.14361545688784,-2.13046717311202,-0.158381389599028,-2.655214816442,0.444055389368152
"04440",2000,2006,-2.63804338984988,0.579300352469755,-2.64459969417364,-3.57438510870105,-1.66807158895892,-4.11511916133647,-1.24477734195507
"04440",2001,2007,-2.05395936697108,0.619382718141107,-2.0553793052882,-3.04707299667183,-1.02579982873603,-3.59429641883595,-0.344035885140617
"04440",2002,2008,-2.12162424364472,0.699981457607277,-2.12199470630792,-3.26389089940438,-0.967742734047908,-3.9319502927125,-0.34072011108315
"04440",2003,2009,-2.90722020612619,0.638414815510661,-2.92938838530444,-3.87320297742008,-1.83837389461958,-4.50306957624761,-1.04711484531095
"04440",2004,2010,-3.3949494084926,0.616085152881072,-3.41514131819624,-4.3776846290789,-2.36744947036767,-4.87505866955382,-1.64934174364332
"04440",2005,2011,-2.76362346382212,0.596830864510312,-2.75728051817706,-3.72565501643045,-1.75778720397376,-4.24534709735085,-1.15089303391136
"04440",2006,2012,-3.25395357598621,0.573787786862534,-3.27247256952105,-4.17632930012635,-2.3121770465909,-4.61177699800942,-1.77760617911716
"04440",2007,2013,-2.52212511247029,0.599628940879706,-2.51353996398992,-3.51175272349817,-1.55097267471564,-4.03341995283222,-0.989702638761088
"04440",2008,2014,-1.47150067282088,0.66953085402979,-1.48657239687023,-2.52981402674619,-0.350592193817779,-3.13560573465488,0.19652873219451
"04470",1985,1991,-1.87611362924325,1.09276598006628,-1.887834414232,-3.72877991998306,-0.081348039670493,-4.64696102642924,0.799137085449078
"04470",1986,1992,0.437448036047965,1.00244439441694,0.430381966172877,-1.21697381711311,2.12163228477996,-2.14545349985563,2.94717884752902
"04470",1987,1993,1.86958351703711,0.897150949465305,1.85504995051901,0.41782892608365,3.30191490788212,-0.398005786720987,4.10327275348087
"04470",1988,1994,1.71118213346698,0.796008934690006,1.7234034422999,0.435923160516772,3.05939980603544,-0.297572972124707,3.69683891409881
"04470",1989,1995,-1.38247804930262,0.741993060045229,-1.39041077853216,-2.61729562080089,-0.114155959249154,-3.22181692208251,0.429842347858717
"04470",1990,1996,-3.0405991013921,0.789439505443409,-3.03905974890603,-4.35482425299058,-1.75846283217753,-5.12660866942026,-1.10164893327812
"04470",1991,1997,-4.46242985055929,0.818977047101468,-4.45520509519792,-5.77798536989909,-3.09585108986255,-6.74887894252588,-2.26016915273531
"04470",1992,1998,-3.79094769457767,0.731882932107981,-3.7880925963373,-4.99211428634258,-2.56064296330125,-5.79526849040712,-1.97400363986855
"04470",1993,1999,-1.52888201706916,0.682053719578592,-1.53821995643928,-2.65788615107216,-0.392043601021233,-3.21534868229297,0.202873360850538
"04470",1994,2000,1.12622125917562,0.664174794005722,1.11280319315326,0.0451449844326679,2.24778307894372,-0.581038638077282,2.90242081100948
"04470",1995,2001,2.91858991955773,0.662002195213625,2.9069627453012,1.85757193970977,4.00805653165424,1.22154164544163,4.64671329935098
"04470",1996,2002,3.71454789281348,0.696688587363748,3.70454085935444,2.56583800857511,4.88097350520751,2.01953356847963,5.62337228109492
"04470",1997,2003,4.94387784088059,0.694773081267174,4.93963780902357,3.82018388818726,6.06167080687022,3.2072185882486,6.72974946213544
"04470",1998,2004,4.68760792276897,0.705380621861067,4.68708067213726,3.51881716334403,5.82744325815832,2.87588479650574,6.5396711720666
"04470",1999,2005,2.47041186097431,0.684416843969275,2.45452256144749,1.37748330134925,3.62980719407621,0.772821571518967,4.15786152989879
"04470",2000,2006,2.32156554740045,0.671090671482577,2.29012704163177,1.25118743000106,3.41961116899695,0.598106087140821,4.17573902369619
"04470",2001,2007,1.47993392697177,0.643866479393506,1.48742980237484,0.432619723446321,2.50026850711492,-0.260174432380922,3.06212493771987
"04470",2002,2008,0.620956598748027,0.651376643880388,0.611776900922323,-0.48893617664969,1.68574266412439,-1.06045201803758,2.17229288063015
"04470",2003,2009,-0.73561280472003,0.618500009109774,-0.732244955652561,-1.76921253409894,0.309100118581737,-2.28582014772579,0.890543917270844
"04470",2004,2010,-1.46112795880175,0.624868778833031,-1.45285792866753,-2.49978264639986,-0.451804858372203,-3.13759605757408,0.0467216065663325
"04470",2005,2011,-1.74574822981792,0.632465642517053,-1.74253441803,-2.75257813225911,-0.703003107605495,-3.38493997950555,-0.145615603473281
"04470",2006,2012,-3.90357338800731,0.622471132988117,-3.92030192114358,-4.91110562445435,-2.87129583946371,-5.50113621947288,-2.38012120636885
"04470",2007,2013,-2.85583311410703,0.629912863826334,-2.85977968885378,-3.88913406701883,-1.81816266533072,-4.53577451981811,-1.21739657137753
"04470",2008,2014,-2.64320847677495,0.640671983392542,-2.63955134601247,-3.71714729394768,-1.63227704704157,-4.33028568110825,-1.10368537894126
"04660",1985,1991,-2.44265603130535,1.89754727541613,-2.25526504381175,-5.67522799598153,0.186971961192656,-9.84104753364888,1.45772462734272
"04660",1986,1992,-1.62329989902188,1.26368596309849,-1.59568243644214,-3.72664940275575,0.403827709680563,-5.07387066857388,1.69566257617166
"04660",1987,1993,-2.02385630463701,1.52101019228153,-2.07583612282399,-4.2751352157891,0.238227829215227,-5.64539002569209,3.66359376696356
"04660",1988,1994,-3.34195076550744,1.54319492231115,-3.3282670249229,-5.86812380596265,-0.938821008518329,-8.16169082759582,1.35096021296419
"04660",1989,1995,-3.86030785506657,1.11956324713142,-3.89991205777232,-5.54276050070774,-2.02423604441108,-6.51836124594734,0.0357100644910981
"04660",1990,1996,-3.79416049045901,1.09862218313642,-3.83223210689673,-5.45687595862796,-1.9916278914825,-6.37225773082802,0.0267757395225807
