"aou","year_start","year_end","beta_mean","beta_se","beta_med","beta_low90","beta_upp90","beta_low99","beta_upp99"
"02610",1985,1991,4.6349736976627,2.31262997773105,4.62980020495762,0.879676349561652,8.4228288259222,-1.64408725393264,10.4184352323773
"02610",1986,1992,2.51616012602592,2.65504696312949,2.67578783061622,-2.02391806442392,6.50818914424003,-6.35690926710732,8.46910220207082
"02610",1987,1993,1.10019063945977,2.28106236644557,1.11642566074731,-2.61301953195082,4.72070925574302,-5.54645127083602,6.94884407590474
"02610",1988,1994,-0.0967662904858426,1.96961735071775,-0.121860296792869,-3.37168847699849,3.03178558737927,-5.20256081547372,5.22213982031654
"02610",1989,1995,-6.26316157584048,1.94434630561854,-6.21449311785302,-9.56628207196091,-3.15278580387322,-11.7591569651229,-1.17220826834706
"02610",1990,1996,-9.22700198140127,1.88597637277717,-9.16448050869645,-12.2980620658869,-6.11567639825409,-14.9130348174352,-4.71979018003359
"02610",1991,1997,-9.78933738625548,1.74002083232425,-9.75054571892791,-12.685856905623,-6.98612735304352,-14.581910393916,-5.61075225366582
"02610",1992,1998,-3.98233761462138,1.74298241619039,-3.97018952442895,-6.88904928041376,-1.10042503764077,-8.38233828860549,0.155047272141876
"02610",1993,1999,-0.42191737460755,1.8815567405889,-0.46037328379705,-3.50511112165376,2.72789684077202,-5.1809805467546,4.65153615247588
"02610",1994,2000,2.57551088843051,2.02039777539657,2.57034240963855,-0.628940100568535,5.89617298935134,-2.48813515858327,7.86466244565307
"02610",1995,2001,2.95218671726178,1.83477400652817,2.92220285733985,-0.0260483497236191,5.86412819187713,-1.93232001021473,7.920512427425
"02610",1996,2002,1.70270137755612,1.76942910420968,1.64869610255866,-1.16342633657579,4.57088112967204,-2.85757772557697,6.39618816998002
"02610",1997,2003,2.33945524359837,1.67985726422706,2.31950801093965,-0.351551879785044,5.113214208479,-1.8425021627581,6.67772614789497
"02610",1998,2004,-0.898298470218668,1.71106620366479,-0.938860220769672,-3.63546975526852,1.91085794828747,-5.04362492290209,3.71899339420219
"02610",1999,2005,-1.6049869872831,1.85570195139368,-1.64319839411347,-4.48834232810787,1.35915812433927,-6.03619807772891,3.37465323303773
"02610",2000,2006,-2.04722146350829,1.71243034224714,-2.11424245820086,-4.72723488964047,0.686109400076621,-6.07854476245301,2.9728705820956
"02610",2001,2007,-1.45473072325768,1.68135113350122,-1.49380356048434,-4.08076388397378,1.28204876185562,-5.5225123893423,3.6421283724553
"02610",2002,2008,-0.38335977751913,1.76231769689682,-0.40930222090575,-3.16847729698935,2.49970852017047,-5.0938152095865,4.38548372137963
"02610",2003,2009,-0.84873772585183,1.70855364958141,-0.87573859447726,-3.58414820392508,2.07597027041298,-5.03544753319214,3.81976677597298
"02610",2004,2010,1.42130237464559,1.85797740446252,1.44030619699149,-1.51574296827517,4.42948011182826,-3.24740546391372,6.24489107633813
"02610",2005,2011,2.14952262198583,1.98173188043944,2.15493261194961,-0.845205489418226,5.33781669103012,-2.79755450901613,7.40368418887781
"02610",2006,2012,0.531443089428493,1.69490870233978,0.525358957022382,-2.19488636473077,3.2360345900278,-3.87698980770322,5.11097180221681
"02610",2007,2013,-0.931469332552105,1.70055167576544,-0.916729993352039,-3.66959185327782,1.84968832623357,-5.66435183573853,3.45289179153382
"02610",2008,2014,-3.6723259856188,1.69431103322937,-3.60058370545716,-6.46347824201955,-0.96092852744942,-7.91665976450257,0.72970274474594
"02640",1985,1991,4.7575660925508,10.695868374622,2.86246631752869,-8.90475898596383,25.734328217514,-13.4270453770921,42.7993450170648
"02640",1986,1992,-0.979304381801221,8.62369009114508,-2.5108351959291,-11.7618593730916,15.1027965278197,-16.8750777411758,33.8924011454463
"02640",1987,1993,11.4061752088871,15.6458229282712,7.72123867195918,-6.79180479803049,43.7394094034544,-13.9235563526557,66.9579438061507
"02640",1988,1994,-1.28807994963457,9.08978285459675,-2.08574030579724,-14.2029546792537,14.9997236350223,-21.6833419345868,28.0368828977489
"02640",1989,1995,-2.21057855056755,7.2761747872488,-2.32871978419171,-12.925131443049,8.69589397321878,-22.166604354991,26.2596584157836
"02640",1990,1996,-9.36513924451812,8.3005796923967,-8.53007403235682,-24.665429257921,2.08856301110393,-35.1431174488359,12.2837450315989
"02640",1991,1997,-9.85443556154586,9.90264160090713,-8.47054946733201,-28.1275113901268,3.38097336032287,-40.0864954454349,12.7834921315783
"02640",1992,1998,-7.88711053763175,8.38177090878964,-7.02817369778012,-23.6138465866661,4.40970576324462,-32.2758618556523,13.1170849239851
"02640",1993,1999,-10.7731333870961,9.3626897596483,-9.74070546571163,-28.5404347481535,2.75148620144676,-37.5368572216817,12.2338319447835
