"aou","year","bcr","n_diverg","rhat_high","mcse_high","n_eff_low","n_counties","n_bcr","gamma_mean","gamma_se"
"02610",1995,17,0,0,0,1,327,13,-0.00306386482719182,0.0474833479912
"02610",1995,18,0,0,0,1,327,13,-0.0510782288508497,0.0734069692152357
"02610",1995,19,0,0,0,1,327,13,0.0153148155979704,0.0277582814458882
"02610",1995,21,0,0,0,1,327,13,-0.413310691986034,0.639477087032113
"02610",1995,22,0,0,0,1,327,13,0.0222978384095001,0.0206152851306836
"02610",1995,23,0,0,0,1,327,13,-0.0691900965385917,0.0880061187088038
"02610",1995,24,0,0,0,1,327,13,0.675855941867952,0.297780279080369
"02610",1995,28,0,0,0,1,327,13,-0.183813966043083,0.399577919576642
"02610",2000,10,0,0,0,0,320,12,-0.723662118951114,0.703199627733969
"02610",2000,11,0,0,0,0,320,12,-0.00336630745237926,0.0222676017273451
"02610",2000,12,0,0,0,0,320,12,0.0476332626175205,0.0769437836163311
"02610",2000,13,0,0,0,0,320,12,-0.123785573317496,0.13762709717956
"02610",2000,14,0,0,0,0,320,12,0.18799398747741,0.224562948652454
"02610",2000,17,0,0,0,0,320,12,-0.052905094192953,0.0545828816833075
"02610",2000,18,0,0,0,0,320,12,-0.0663072717760363,0.0812263393921277
"02610",2000,19,0,0,0,0,320,12,0.0474709484323088,0.0278396790795908
"02610",2000,21,0,0,0,0,320,12,1.33792957951545,1.39118122870688
"02610",2000,22,0,0,0,0,320,12,0.00926259610687958,0.0231800904430679
"02610",2000,23,0,0,0,0,320,12,0.292029349040669,0.109532196888374
"02610",2000,24,0,0,0,0,320,12,-0.0287522082157265,0.160040158329406
"02610",2005,10,0,0,0,1,322,10,0.0356244086404714,0.681374670940949
"02610",2005,11,0,0,0,1,322,10,0.0182734123489096,0.0218248907508215
"02610",2005,12,0,0,0,1,322,10,0.00907714752122853,0.0706508500517735
"02610",2005,13,0,0,0,1,322,10,0.0166376859087835,0.244635383823185
"02610",2005,17,0,0,0,1,322,10,0.0358319589206585,0.0465580160227478
"02610",2005,18,0,0,0,1,322,10,-0.00769632916091027,0.0772934495606758
"02610",2005,19,0,0,0,1,322,10,0.00763170927794066,0.0243724619990754
"02610",2005,22,0,0,0,1,322,10,0.0346027755911759,0.0202221485998062
"02610",2005,23,0,0,0,1,322,10,-0.139537612918267,0.104781864041272
"02610",2005,24,0,0,0,1,322,10,-0.383639315870822,0.210331067541361
"02610",2010,10,3,0,0,0,302,9,0.882468960521132,0.519703238206401
"02610",2010,11,3,0,0,0,302,9,0.0150927175789983,0.0182063110533233
"02610",2010,12,3,0,0,0,302,9,0.0575247120141395,0.0788884145297237
"02610",2010,17,3,0,0,0,302,9,-0.0403266098574256,0.040400856703564
"02610",2010,18,3,0,0,0,302,9,-0.0545319086271651,0.0699954211072076
"02610",2010,19,3,0,0,0,302,9,0.0215637946142661,0.0263213179096366
"02610",2010,22,3,0,0,0,302,9,0.047949988960151,0.0174729916027309
"02610",2010,23,3,0,0,0,302,9,-0.00156547038759028,0.121924650193156
"02610",2010,24,3,0,0,0,302,9,-0.655498240146246,0.501231085838076
"02640",1980,9,20,0,0,0,84,6,-0.0881217754415832,0.0700242497882744
"02640",1980,10,20,0,0,0,84,6,-0.127034987330053,0.163199384304514
"02640",1980,11,20,0,0,0,84,6,0.296503086710605,1.41535222688539
"02640",1980,17,20,0,0,0,84,6,-0.293390685130702,0.384259749770869
"02640",1980,18,20,0,0,0,84,6,0.0503919989228339,0.109717142659113
"02640",1980,19,20,0,0,0,84,6,0.20633151044107,0.204187308253477
"02640",1985,9,14,0,0,0,97,6,-0.00647977949129776,0.0586463724724793
"02640",1985,10,14,0,0,0,97,6,-0.133965767470741,0.161103672012062
"02640",1985,11,14,0,0,0,97,6,0.994934558387189,0.972046993546901
"02640",1985,17,14,0,0,0,97,6,0.109350576224293,0.363265648031485
"02640",1985,18,14,0,0,0,97,6,0.0916998270989985,0.104862406994582
"02640",1985,19,14,0,0,0,97,6,0.128692141398465,0.25589646326033
"02640",1990,9,0,0,0,0,136,8,0.0263076882880943,0.0350657933127704
"02640",1990,10,0,0,0,0,136,8,0.0755892009889253,0.121384209071583
"02640",1990,11,0,0,0,0,136,8,0.111871207844408,0.481905179098694
"02640",1990,16,0,0,0,0,136,8,-0.077883829953638,0.506176247226261
"02640",1990,17,0,0,0,0,136,8,0.383523151378289,0.233089812736207
"02640",1990,18,0,0,0,0,136,8,-0.170730271323145,0.0762377722164647
"02640",1990,19,0,0,0,0,136,8,0.471645356278645,0.392388668153094
"02640",1990,32,0,0,0,0,136,8,-0.351852594122026,0.206751340594859
"02640",1995,9,0,0,0,0,146,8,-0.107654160131554,0.0355885106562209
"02640",1995,10,0,0,0,0,146,8,0.072362848963929,0.0876717231362613
"02640",1995,11,0,0,0,0,146,8,0.272722757665776,0.466357570988988
"02640",1995,16,0,0,0,0,146,8,-0.274334839738404,0.237094826638738
"02640",1995,17,0,0,0,0,146,8,0.207332345096769,0.18988042020132
"02640",1995,18,0,0,0,0,146,8,0.0276847008453906,0.0590475382953585
"02640",1995,19,0,0,0,0,146,8,-0.14457319696522,0.249582824210536
"02640",1995,37,0,0,0,0,146,8,-0.00964911978713597,0.432841547233503
"02640",2000,9,1,0,0,0,148,9,-0.0733002368646655,0.0370490486428991
"02640",2000,10,1,0,0,0,148,9,-0.125846047149221,0.111263813449781
"02640",2000,11,1,0,0,0,148,9,-0.431177891930252,0.435586534372298
"02640",2000,16,1,0,0,0,148,9,-0.219918705748155,0.209529962719796
"02640",2000,17,1,0,0,0,148,9,-0.100026523215158,0.206305794590352
"02640",2000,18,1,0,0,0,148,9,-0.0271349404593179,0.0536191280284624
"02640",2000,19,1,0,0,0,148,9,-0.0886676652967134,0.245219488753973
"02640",2000,32,1,0,0,0,148,9,-0.142758154413436,0.265048429561232
"02640",2000,37,1,0,0,0,148,9,-0.0656805795335607,0.166691334866218
"02640",2005,9,0,0,0,0,149,10,-0.0797399508543414,0.0417467801192797
"02640",2005,10,0,0,0,0,149,10,-0.0330253214551713,0.104939068691654
"02640",2005,11,0,0,0,0,149,10,-0.65654507263896,0.427887158374761
"02640",2005,16,0,0,0,0,149,10,-0.0939787875925709,0.22446920657937
"02640",2005,17,0,0,0,0,149,10,0.0895576506384769,0.165259201114136
"02640",2005,18,0,0,0,0,149,10,0.0297394918559424,0.0543990567258677
"02640",2005,19,0,0,0,0,149,10,-0.0907783737803553,0.274623067917917
"02640",2005,32,0,0,0,0,149,10,0.0870881726561922,0.220020788691723
"02640",2005,36,0,0,0,0,149,10,-1.39140962517819,1.41063851078857
"02640",2005,37,0,0,0,0,149,10,0.164952828602152,0.246450013001126
"02640",2010,9,17,0,0,0,156,9,-0.0556864018816381,0.0370617531316733
"02640",2010,10,17,0,0,0,156,9,-0.103670167726842,0.091864554286435
"02640",2010,11,17,0,0,0,156,9,-0.00896184545381104,0.332472199141113
"02640",2010,16,17,0,0,0,156,9,-0.545940044513781,0.282155108760039
"02640",2010,17,17,0,0,0,156,9,0.0594678007953653,0.134331589219729
"02640",2010,18,17,0,0,0,156,9,-0.0378187727515697,0.0451931373834113
"02640",2010,19,17,0,0,0,156,9,-0.0929332056763359,0.209539751203099
"02640",2010,36,17,0,0,0,156,9,-0.0460909908945766,0.355499730675418
"02640",2010,37,17,0,0,0,156,9,0.196414509995791,0.167123343156658
"02730",1980,5,0,0,0,0,1312,30,-0.00915828807426431,0.0452689042598736
"02730",1980,9,0,0,0,0,1312,30,0.0116047779130802,0.0189723432976483
"02730",1980,10,0,0,0,0,1312,30,-0.131032180918613,0.0548313399523819
"02730",1980,11,0,0,0,0,1312,30,0.0175055501493103,0.0152105628483293
"02730",1980,12,0,0,0,0,1312,30,0.0107118805310303,0.020939269461767
"02730",1980,13,0,0,0,0,1312,30,0.0175091976928163,0.0252242451836824
"02730",1980,14,0,0,0,0,1312,30,0.0187483113742927,0.0399445930638933
"02730",1980,15,0,0,0,0,1312,30,-0.0190658904472994,0.0453369274432404
"02730",1980,16,0,0,0,0,1312,30,-0.0289758242797711,0.109932083268357
"02730",1980,17,0,0,0,0,1312,30,0.00791459701523997,0.038438590334099
"02730",1980,18,0,0,0,0,1312,30,-0.00735615094460333,0.0291157442094569
"02730",1980,19,0,0,0,0,1312,30,0.0517351202414466,0.0174231459730929
"02730",1980,20,0,0,0,0,1312,30,-0.110819713354165,0.0515574814281505
"02730",1980,21,0,0,0,0,1312,30,-0.0329695584662485,0.0340712672530781
"02730",1980,22,0,0,0,0,1312,30,0.0393683487239125,0.0107639886376317
"02730",1980,23,0,0,0,0,1312,30,0.0127625610997159,0.020846430874173
"02730",1980,24,0,0,0,0,1312,30,0.0349681087747018,0.014163157240949
"02730",1980,25,0,0,0,0,1312,30,0.00665003346326926,0.026019758026146
"02730",1980,26,0,0,0,0,1312,30,0.0245071393045595,0.0283462277102799
"02730",1980,27,0,0,0,0,1312,30,0.0405218680815558,0.0153375925440699
"02730",1980,28,0,0,0,0,1312,30,-0.0220843509985175,0.0151508400565577
"02730",1980,29,0,0,0,0,1312,30,-0.0414235690726211,0.0210264472451006
"02730",1980,30,0,0,0,0,1312,30,-0.00401458680921765,0.0215972471430189
"02730",1980,31,0,0,0,0,1312,30,0.0479070557812439,0.0291584479875359
"02730",1980,32,0,0,0,0,1312,30,0.0138003892740551,0.0145447981320088
"02730",1980,33,0,0,0,0,1312,30,0.0375162547848515,0.039385339518991
"02730",1980,34,0,0,0,0,1312,30,-0.358665915522244,0.164432130808483
"02730",1980,35,0,0,0,0,1312,30,0.01177179474443,0.115580777732953
"02730",1980,36,0,0,0,0,1312,30,-0.090627063425465,0.0374884017516
"02730",1980,37,0,0,0,0,1312,30,-0.0756750148141725,0.053272296105509
"02730",1985,5,0,0,0,0,1375,30,0.0510121247858107,0.0513535509232054
"02730",1985,9,0,0,0,0,1375,30,-0.00925151673741564,0.0145520552342416
"02730",1985,10,0,0,0,0,1375,30,0.0357759437645946,0.0465093531057962
"02730",1985,11,0,0,0,0,1375,30,0.0171248393864848,0.0109841833025281
"02730",1985,12,0,0,0,0,1375,30,0.0245706654884874,0.0197341100708951
"02730",1985,13,0,0,0,0,1375,30,0.0175340374347074,0.0234797633707049
"02730",1985,14,0,0,0,0,1375,30,0.00695381342912696,0.0374437173391937
"02730",1985,15,0,0,0,0,1375,30,0.00946974912500024,0.0506200722455573
"02730",1985,16,0,0,0,0,1375,30,-0.0697066188180865,0.0990791672032355
"02730",1985,17,0,0,0,0,1375,30,-0.0116657713526393,0.0390807731727623
"02730",1985,18,0,0,0,0,1375,30,0.0252877534961575,0.0245218928518939
"02730",1985,19,0,0,0,0,1375,30,0.00568103296737038,0.0182373534281542
"02730",1985,20,0,0,0,0,1375,30,-0.0667728077925624,0.0670087604227268
"02730",1985,21,0,0,0,0,1375,30,-0.0489600667718869,0.0296243729944463
"02730",1985,22,0,0,0,0,1375,30,0.0262616183819624,0.00942955071460186
"02730",1985,23,0,0,0,0,1375,30,-0.0169123671311414,0.0182209085790607
"02730",1985,24,0,0,0,0,1375,30,0.0142749191913482,0.0124929928621247
"02730",1985,25,0,0,0,0,1375,30,-0.0291643483704684,0.0285248990978242
"02730",1985,26,0,0,0,0,1375,30,0.0369328776354045,0.0233666343112381
"02730",1985,27,0,0,0,0,1375,30,0.0358381624548102,0.014889317851727
"02730",1985,28,0,0,0,0,1375,30,-0.0407176231968579,0.0146081425905175
"02730",1985,29,0,0,0,0,1375,30,-0.0203307646647087,0.0232378827904936
"02730",1985,30,0,0,0,0,1375,30,0.0388473077015909,0.0220582183454845
"02730",1985,31,0,0,0,0,1375,30,-0.0391960340339008,0.0254903078174535
"02730",1985,32,0,0,0,0,1375,30,-0.0121845036461841,0.0123538567265984
"02730",1985,33,0,0,0,0,1375,30,0.0108256189217247,0.0313360232241561
"02730",1985,34,0,0,0,0,1375,30,0.0350196690452926,0.157254205655541
"02730",1985,35,0,0,0,0,1375,30,-0.133525859423123,0.0943114567762546
"02730",1985,36,0,0,0,0,1375,30,-0.00959229249610057,0.0347844434560594
"02730",1985,37,0,0,0,0,1375,30,-0.0349962545036953,0.0496584879070193
"02730",1990,5,0,0,0,0,1517,30,-0.125619829577769,0.0607227114996885
"02730",1990,9,0,0,0,0,1517,30,-0.0101345225404221,0.0127053942110439
"02730",1990,10,0,0,0,0,1517,30,-0.064078514300053,0.0418495168061562
"02730",1990,11,0,0,0,0,1517,30,0.0301305421542289,0.0113222290456377
"02730",1990,12,0,0,0,0,1517,30,0.0402260754321148,0.020691214496991
"02730",1990,13,0,0,0,0,1517,30,0.0277062642202891,0.0236556258870521
"02730",1990,14,0,0,0,0,1517,30,-0.00370979868973531,0.0335336638981859
"02730",1990,15,0,0,0,0,1517,30,0.0760988497859425,0.0634134123290442
"02730",1990,16,0,0,0,0,1517,30,0.105375826503162,0.0735158040027872
"02730",1990,17,0,0,0,0,1517,30,-0.0406886429797784,0.0357974049574695
"02730",1990,18,0,0,0,0,1517,30,0.0371136341158783,0.0208165625409434
"02730",1990,19,0,0,0,0,1517,30,0.0327636251399431,0.0183786769857552
"02730",1990,20,0,0,0,0,1517,30,-0.0168794151075577,0.0729412791705146
"02730",1990,21,0,0,0,0,1517,30,0.120058065081248,0.0386647856701543
"02730",1990,22,0,0,0,0,1517,30,0.0396654239262854,0.0100159910343634
"02730",1990,23,0,0,0,0,1517,30,0.015678442568302,0.0179945397493398
"02730",1990,24,0,0,0,0,1517,30,0.000675556968797723,0.0123780405717208
"02730",1990,25,0,0,0,0,1517,30,-0.0194266525108629,0.0331339601918736
"02730",1990,26,0,0,0,0,1517,30,-0.00821503606759137,0.0178111932530195
"02730",1990,27,0,0,0,0,1517,30,0.0127619670627332,0.0134132907311954
"02730",1990,28,0,0,0,0,1517,30,-0.0142699944333095,0.0151391572694779
"02730",1990,29,0,0,0,0,1517,30,0.00576091353964191,0.0199153200645842
"02730",1990,30,0,0,0,0,1517,30,0.039397397688436,0.0185392005048354
"02730",1990,31,0,0,0,0,1517,30,0.00758599880363871,0.0191267710914753
"02730",1990,32,0,0,0,0,1517,30,0.00936921722933068,0.0141726945444877
"02730",1990,33,0,0,0,0,1517,30,0.033491034751656,0.0305551797932157
"02730",1990,34,0,0,0,0,1517,30,-0.227513717035987,0.14571682374708
"02730",1990,35,0,0,0,0,1517,30,0.250951228900062,0.0895767209584551
"02730",1990,36,0,0,0,0,1517,30,0.142382641898764,0.0407186741598612
"02730",1990,37,0,0,0,0,1517,30,0.0933769931378469,0.0538171159519373
"02730",1995,5,0,0,0,0,1650,30,-0.00607346640278053,0.0503339974534524
"02730",1995,9,0,0,0,0,1650,30,-0.0189569197398021,0.0119558826716032
"02730",1995,10,0,0,0,0,1650,30,0.0301264539498666,0.0321268923414398
"02730",1995,11,0,0,0,0,1650,30,0.000292779206122999,0.0106251713254776
"02730",1995,12,0,0,0,0,1650,30,0.00861082389870658,0.0203296110705233
"02730",1995,13,0,0,0,0,1650,30,0.0116513440632995,0.0241062714298243
"02730",1995,14,0,0,0,0,1650,30,-0.00260895345481364,0.0350144060107029
"02730",1995,15,0,0,0,0,1650,30,0.049635450466749,0.0850743060041714
"02730",1995,16,0,0,0,0,1650,30,-0.118954316720859,0.0508285081839092
"02730",1995,17,0,0,0,0,1650,30,0.0055619517581366,0.0335442109135325
"02730",1995,18,0,0,0,0,1650,30,-0.0425725678643039,0.0173842110890832
"02730",1995,19,0,0,0,0,1650,30,0.0518829054712823,0.0171035688603924
"02730",1995,20,0,0,0,0,1650,30,0.0278338562063215,0.0845887701830456
"02730",1995,21,0,0,0,0,1650,30,0.0304573043306126,0.036347256516002
"02730",1995,22,0,0,0,0,1650,30,0.0343562213653085,0.0093518712269446
"02730",1995,23,0,0,0,0,1650,30,0.00913229241960708,0.0180374737080863
"02730",1995,24,0,0,0,0,1650,30,0.000318270502645399,0.0114075832624184
"02730",1995,25,0,0,0,0,1650,30,-0.0152997109697075,0.022920889439346
"02730",1995,26,0,0,0,0,1650,30,0.0167195999241628,0.0150439811936408
"02730",1995,27,0,0,0,0,1650,30,0.0332463061702009,0.0127731734094423
"02730",1995,28,0,0,0,0,1650,30,-0.00216869061012946,0.0138982131011836
"02730",1995,29,0,0,0,0,1650,30,-0.0163526467103544,0.0173591565730287
"02730",1995,30,0,0,0,0,1650,30,0.0295101554196932,0.0183048253492077
"02730",1995,31,0,0,0,0,1650,30,-0.004901202706035,0.0169789657311163
"02730",1995,32,0,0,0,0,1650,30,-0.0186526510116242,0.0161729547449871
"02730",1995,33,0,0,0,0,1650,30,-0.00373928646012016,0.0326614048242187
"02730",1995,34,0,0,0,0,1650,30,-0.0208251508783998,0.150286363115463
"02730",1995,35,0,0,0,0,1650,30,0.0405083531464121,0.0629142023023234
"02730",1995,36,0,0,0,0,1650,30,-0.00175804832652322,0.0393980289572817
"02730",1995,37,0,0,0,0,1650,30,0.00868510939846337,0.0363826727621136
"02730",2000,5,0,0,0,0,1705,30,0.000554564531672947,0.0402147527669898
"02730",2000,9,0,0,0,0,1705,30,-0.000915308769889617,0.0116650794467578
"02730",2000,10,0,0,0,0,1705,30,0.0653651183230355,0.0335612957868907
"02730",2000,11,0,0,0,0,1705,30,0.00710977128735328,0.0105218858217716
"02730",2000,12,0,0,0,0,1705,30,0.0276753909047198,0.0214171034420236
"02730",2000,13,0,0,0,0,1705,30,-0.0280257063892849,0.0249975822142382
"02730",2000,14,0,0,0,0,1705,30,0.0204550321577257,0.0382337178898155
"02730",2000,15,0,0,0,0,1705,30,0.0278249875708572,0.0769259942236479
"02730",2000,16,0,0,0,0,1705,30,0.0132385750238817,0.0504987149730712
"02730",2000,17,0,0,0,0,1705,30,0.0114510715754744,0.035992713923564
"02730",2000,18,0,0,0,0,1705,30,0.0219969400434759,0.0153490211528677
"02730",2000,19,0,0,0,0,1705,30,-0.014218605617917,0.0167709051053922
"02730",2000,20,0,0,0,0,1705,30,0.0699277903319436,0.0652732522373546
"02730",2000,21,0,0,0,0,1705,30,0.0246338839691031,0.0295107770568399
"02730",2000,22,0,0,0,0,1705,30,0.0276159907236533,0.009345895275145
"02730",2000,23,0,0,0,0,1705,30,0.0340328376698887,0.017798679682437
"02730",2000,24,0,0,0,0,1705,30,0.0262186590231609,0.0111837696158572
"02730",2000,25,0,0,0,0,1705,30,-0.0123469093444855,0.0242873885939715
"02730",2000,26,0,0,0,0,1705,30,0.0294531005810606,0.0152544653884428
"02730",2000,27,0,0,0,0,1705,30,0.0192709696208691,0.0131874557288534
"02730",2000,28,0,0,0,0,1705,30,0.0118613854477715,0.012879153188774
"02730",2000,29,0,0,0,0,1705,30,-0.0206052944577876,0.0195068522022111
"02730",2000,30,0,0,0,0,1705,30,-0.0394949632480265,0.019812267393183
"02730",2000,31,0,0,0,0,1705,30,0.0476938426277838,0.0176706743290207
"02730",2000,32,0,0,0,0,1705,30,-0.0253656420565929,0.0145134885955089
"02730",2000,33,0,0,0,0,1705,30,-0.0145492112658385,0.0277220449209581
"02730",2000,34,0,0,0,0,1705,30,0.180045672186044,0.203941351076086
"02730",2000,35,0,0,0,0,1705,30,-0.046806841363225,0.0516563538986472
"02730",2000,36,0,0,0,0,1705,30,-0.0236758152424061,0.0382935461816176
"02730",2000,37,0,0,0,0,1705,30,0.014363614694743,0.0271490460497721
"02730",2005,5,0,0,0,0,1712,30,0.015726545903725,0.0446164540409575
"02730",2005,9,0,0,0,0,1712,30,0.0052899743144632,0.0124992008974904
"02730",2005,10,0,0,0,0,1712,30,-0.0400598024590026,0.0350887697476298
"02730",2005,11,0,0,0,0,1712,30,0.0015507858624242,0.0112200916974895
"02730",2005,12,0,0,0,0,1712,30,0.00444671285708487,0.0230958755758811
"02730",2005,13,0,0,0,0,1712,30,-0.0218104324569349,0.0278193944695371
"02730",2005,14,0,0,0,0,1712,30,0.0550229047449693,0.0490646085674407
"02730",2005,15,0,0,0,0,1712,30,0.0153302332653545,0.0668407885652942
"02730",2005,16,0,0,0,0,1712,30,0.0305048162201773,0.0530677050038705
"02730",2005,17,0,0,0,0,1712,30,-0.0527889457577802,0.0347420247164986
"02730",2005,18,0,0,0,0,1712,30,0.0167734826379833,0.015803061265039
"02730",2005,19,0,0,0,0,1712,30,0.0318951793069322,0.0151456518316876
"02730",2005,20,0,0,0,0,1712,30,0.0823143784820702,0.0896558577763713
"02730",2005,21,0,0,0,0,1712,30,0.0303163867694412,0.028422444263481
"02730",2005,22,0,0,0,0,1712,30,0.0179872026707381,0.00863027849740725
"02730",2005,23,0,0,0,0,1712,30,0.0211827430002013,0.0186958097980885
"02730",2005,24,0,0,0,0,1712,30,0.0137858274798182,0.0112303683746512
"02730",2005,25,0,0,0,0,1712,30,-0.0725024317895739,0.0272956567587092
"02730",2005,26,0,0,0,0,1712,30,-0.00963857646094569,0.0144769852697997
"02730",2005,27,0,0,0,0,1712,30,0.0202150302362865,0.0122257237284807
"02730",2005,28,0,0,0,0,1712,30,-0.00630277554325467,0.0137602443715389
"02730",2005,29,0,0,0,0,1712,30,0.0122909365870496,0.0189829318807611
"02730",2005,30,0,0,0,0,1712,30,0.0116212610432865,0.0220252845869707
"02730",2005,31,0,0,0,0,1712,30,-0.0109561184144343,0.018456474740211
"02730",2005,32,0,0,0,0,1712,30,-0.00122535822969951,0.0168926764060037
"02730",2005,33,0,0,0,0,1712,30,0.0250835480245692,0.0361819770834585
"02730",2005,34,0,0,0,0,1712,30,-0.180853606262915,0.207093972693937
"02730",2005,35,0,0,0,0,1712,30,-0.0123388257472636,0.0592462248665997
"02730",2005,36,0,0,0,0,1712,30,-0.00249136839386818,0.0385966087910072
"02730",2005,37,0,0,0,0,1712,30,-0.0579129085787413,0.0302579097792567
"02730",2010,5,0,0,0,0,1715,30,-0.0869203538596874,0.0469473768777411
"02730",2010,9,0,0,0,0,1715,30,-0.0120872795374384,0.0123251881697671
"02730",2010,10,0,0,0,0,1715,30,-0.0163612380993122,0.0381492078346333
"02730",2010,11,0,0,0,0,1715,30,-0.0111408374046722,0.0101184790647207
"02730",2010,12,0,0,0,0,1715,30,0.0307723480716851,0.0217368338545491
"02730",2010,13,0,0,0,0,1715,30,0.0084324788679088,0.0241480877363662
"02730",2010,14,0,0,0,0,1715,30,-0.0467573477371222,0.0592845232488721
"02730",2010,15,0,0,0,0,1715,30,0.167422096148121,0.109637731293281
"02730",2010,16,0,0,0,0,1715,30,0.00724377908805193,0.0749602127377604
"02730",2010,17,0,0,0,0,1715,30,0.0465138707693585,0.0310388575578126
"02730",2010,18,0,0,0,0,1715,30,-0.0135840692560901,0.014478877575929
"02730",2010,19,0,0,0,0,1715,30,0.0121466458934796,0.0149980328571723
"02730",2010,20,0,0,0,0,1715,30,0.0896273194714342,0.13487972955051
"02730",2010,21,0,0,0,0,1715,30,-0.0207279475342577,0.0274882721244088
"02730",2010,22,0,0,0,0,1715,30,0.0161174207814216,0.00851241245115626
"02730",2010,23,0,0,0,0,1715,30,0.0291960334025502,0.0184245210240939
"02730",2010,24,0,0,0,0,1715,30,0.0118908476546706,0.0113865804298539
"02730",2010,25,0,0,0,0,1715,30,0.00231856710164635,0.0298334361016226
"02730",2010,26,0,0,0,0,1715,30,0.0127251506176145,0.0126964607343731
"02730",2010,27,0,0,0,0,1715,30,-0.00332997499230342,0.0128166927071953
"02730",2010,28,0,0,0,0,1715,30,0.0100999432710027,0.0144112738275299
"02730",2010,29,0,0,0,0,1715,30,-0.015384969060238,0.0203435425622773
"02730",2010,30,0,0,0,0,1715,30,0.000770898645718594,0.0215727063369083
"02730",2010,31,0,0,0,0,1715,30,-0.0331287854892407,0.0202246915771907
"02730",2010,32,0,0,0,0,1715,30,0.0036180090560028,0.0171309398916488
"02730",2010,33,0,0,0,0,1715,30,-0.00167610642201667,0.0349807421925683
"02730",2010,34,0,0,0,0,1715,30,0.316479836054316,0.203115531066607
"02730",2010,35,0,0,0,0,1715,30,-0.0590792338997586,0.0644244426223555
"02730",2010,36,0,0,0,0,1715,30,-0.0396385925017081,0.0363175753210986
"02730",2010,37,0,0,0,0,1715,30,-0.0217921926232826,0.0330361105760342
"04200",1980,5,0,0,0,0,724,29,0.239445821057032,0.116350495984963
"04200",1980,9,0,0,0,0,724,29,0.0413583572857772,0.0386631552289701
"04200",1980,10,0,0,0,0,724,29,0.0447432338893091,0.106494090913194
"04200",1980,11,0,0,0,0,724,29,-0.0564786822833145,0.0722343093346956
