"route_uniq","pct_crop","pct_past","have_cent"
"C840S18R005",0.398,7.777,TRUE
"C840S18R006",0.413,3.766,TRUE
"C840S18R007",0.933,7.432,TRUE
"C840S18R008",0.627,11.24,TRUE
"C840S18R009",1.096,13.488,TRUE
"C840S18R010",0.037,2.04,TRUE
"C840S18R011",0.196,6.398,TRUE
"C840S18R012",0.674,11.494,TRUE
"C840S18R013",0.274,5.414,TRUE
"C840S18R014",0.332,5.376,TRUE
"C840S18R015",0.37,4.44,TRUE
"C840S18R016",2.055,7.221,TRUE
"C840S18R102",0.644,5.339,TRUE
"C840S18R105",0.302,6.819,FALSE
"C840S18R112",1.231,12.258,FALSE
"C840S18R116",2.052,7.224,TRUE
"C840S21R001",42.802,10.507,TRUE
"C840S21R002",13.472,8.957,TRUE
"C840S21R003",35.725,13.074,TRUE
"C840S21R004",40.347,11.822,TRUE
"C840S21R005",34.966,10.205,TRUE
"C840S21R006",37.708,8.971,TRUE
"C840S21R007",37.395,8.12,TRUE
"C840S21R008",32.825,7.509,TRUE
"C840S21R009",29.019,4.706,TRUE
"C840S21R010",35.451,11.934,TRUE
"C840S21R105",33.632,6.022,TRUE
"C840S21R107",37.221,8.189,TRUE
"C840S21R108",35.611,8.565,TRUE
"C840S21R109",34.439,7.365,TRUE
"C840S21R900",34.54,12.967,FALSE
"C840S21R901",34.54,12.967,FALSE
"C840S21R921",34.54,12.967,FALSE
"C840S25R001",14.47,3.404,TRUE
"C840S25R002",1.443,0.141,TRUE
"C840S25R003",2.148,1.244,TRUE
"C840S25R004",2.524,2.646,TRUE
"C840S25R005",0.559,1.397,TRUE
"C840S25R006",2.346,4.23,TRUE
"C840S25R007",2.718,2.181,TRUE
"C840S25R008",1.898,1.909,TRUE
"C840S25R009",0.026,0.012,TRUE
"C840S25R010",4.413,5.677,TRUE
"C840S25R011",0.559,0.365,TRUE
"C840S25R012",1.591,6.273,TRUE
"C840S25R013",1.663,14.009,TRUE
"C840S25R014",8.426,16.132,TRUE
"C840S25R015",0.008,0.028,TRUE
"C840S25R016",0.183,6.108,TRUE
"C840S25R017",16.606,26.454,TRUE
"C840S25R018",6.318,3.062,TRUE
"C840S25R019",0.476,2.184,TRUE
"C840S25R020",3.35,20.961,TRUE
"C840S25R021",0.913,3.91,TRUE
"C840S25R022",1.365,23.013,TRUE
"C840S25R023",6.006,31.483,TRUE
"C840S25R024",19.651,33.741,TRUE
"C840S25R025",1.503,1.062,TRUE
"C840S25R026",20.953,5.349,TRUE
"C840S25R027",14.474,22.166,TRUE
"C840S25R028",0,0,TRUE
"C840S25R029",20.483,20.767,TRUE
"C840S25R030",3.169,40.674,TRUE
"C840S25R031",35.181,17.249,TRUE
"C840S25R032",1.239,7.606,TRUE
"C840S25R033",0.287,0.791,TRUE
"C840S25R035",0,0.004,TRUE
"C840S25R036",0,0,TRUE
"C840S25R037",0.946,5.318,TRUE
"C840S25R038",0.216,2.119,TRUE
"C840S25R039",4.531,0.034,TRUE
"C840S25R040",0.022,0.582,TRUE
"C840S25R051",0.101,0.36,TRUE
"C840S25R052",5.678,1.81,TRUE
"C840S25R053",4.711,7.947,TRUE
"C840S25R054",5.685,5.141,TRUE
"C840S25R055",11.092,5.787,TRUE
"C840S25R056",4.091,4.752,TRUE
"C840S25R057",0.587,0.347,TRUE
"C840S25R058",10.776,12.522,TRUE
"C840S25R059",7.793,12.161,TRUE
"C840S25R060",0.583,3.228,TRUE
"C840S25R061",17.164,5.979,TRUE
"C840S25R062",1.3,0.392,TRUE
"C840S25R063",1.386,8.739,TRUE
"C840S25R064",2.808,8.752,TRUE
"C840S25R065",2.592,30.426,TRUE
"C840S25R066",0.225,15.511,TRUE
"C840S25R067",3.383,32.165,TRUE
"C840S25R068",9.234,6.085,TRUE
"C840S25R069",3.418,22.808,TRUE
"C840S25R070",10.44,11.689,TRUE
"C840S25R071",7.432,26.78,TRUE
"C840S25R072",24.295,40.676,TRUE
"C840S25R073",14.653,14.945,TRUE
"C840S25R074",40.822,16.77,TRUE
"C840S25R075",26.332,3.978,TRUE
"C840S25R076",52.334,0.006,TRUE
"C840S25R077",0.286,0.658,TRUE
"C840S25R078",16.261,0.142,TRUE
"C840S25R079",10.689,0.09,TRUE
"C840S25R080",0,0,TRUE
"C840S25R081",26.722,20.408,TRUE
"C840S25R082",11.204,25.23,TRUE
"C840S25R083",0,0,TRUE
"C840S25R084",1.262,1.43,TRUE
"C840S25R085",0,3.779,TRUE
"C840S25R086",6.708,12.772,TRUE
"C840S25R087",3.068,0,TRUE
"C840S25R088",61.11,6.839,FALSE
"C840S25R105",0.513,1.069,TRUE
"C840S25R107",2.667,2.065,TRUE
"C840S25R108",3.357,2.751,TRUE
"C840S25R113",1.015,10.497,TRUE
"C840S25R116",0.194,5.419,TRUE
"C840S25R117",15.951,31.23,FALSE
"C840S25R123",3.211,26.864,FALSE
"C840S25R129",20.89,20.902,TRUE
"C840S25R132",0.916,3.447,TRUE
"C840S25R135",0,0,TRUE
"C840S25R137",1.265,6.547,TRUE
"C840S25R138",0.217,2.124,TRUE
"C840S25R151",4.964,6.094,TRUE
"C840S25R159",8.557,13.223,TRUE
"C840S25R165",3.495,30.28,TRUE
"C840S25R170",9.945,11.946,TRUE
"C840S25R172",23.797,40.595,TRUE
"C840S25R175",28.259,3.755,TRUE
"C840S25R176",71.807,0.033,TRUE
"C840S25R178",20.643,0.148,TRUE
"C840S25R180",0,0,TRUE
"C840S25R183",0,0,TRUE
"C840S25R207",9.306,5.343,FALSE
"C840S25R283",0,0,TRUE
"C840S25R901",0.107,0.088,TRUE
"C840S25R902",0.271,0.854,TRUE
"C840S25R903",0.105,0.988,TRUE
"C840S25R904",27.001,9.499,TRUE
"C840S25R905",0.772,22.562,TRUE
"C840S25R906",1.065,18.489,TRUE
"C840S25R907",7.369,0.088,TRUE
"C840S25R908",0.136,9.744,TRUE
"C840S25R909",6.47,9.203,TRUE
"C840S25R910",3.032,12.537,TRUE
"C840S25R911",28.325,4.109,TRUE
"C840S25R912",28.656,3.772,TRUE
"C840S25R913",12.057,15.413,FALSE
"C840S25R915",1.811,1.422,TRUE
"C840S25R916",7.159,12.883,TRUE
"C840S25R917",0.508,2.489,TRUE
"C840S25R918",0.497,7.374,TRUE
"C840S25R919",45.042,7.561,TRUE
"C840S25R920",0.581,0.094,TRUE
"C840S25R921",0.025,0.012,TRUE
"C840S25R922",0.161,5.105,TRUE
"C840S25R923",2.003,1.813,FALSE
"C840S25R925",1.798,1.959,FALSE
"C840S27R001",0.056,0.209,TRUE
"C840S27R002",0.395,0.967,TRUE
"C840S27R003",0.048,0.596,TRUE
"C840S27R004",12.691,4.891,TRUE
"C840S27R005",11.931,6.373,TRUE
"C840S27R006",22.601,4.008,TRUE
"C840S27R007",23.753,6.063,TRUE
"C840S27R008",0.047,0.615,TRUE
"C840S27R009",9.869,3.467,TRUE
"C840S27R010",31.21,6.242,TRUE
"C840S27R011",3.288,2.317,TRUE
"C840S27R012",11.303,7.691,TRUE
"C840S27R013",8.421,8.62,TRUE
"C840S27R014",25.285,6.891,TRUE
"C840S27R015",0.219,14.137,TRUE
"C840S27R016",0.068,18.312,TRUE
"C840S27R017",1.917,2.543,TRUE
"C840S27R018",31.401,7.905,TRUE
"C840S27R019",0.021,12.285,TRUE
"C840S27R020",0.191,17.591,TRUE
"C840S27R021",19.194,5.876,TRUE
"C840S27R022",0.063,18.656,TRUE
"C840S27R023",0.011,13.03,TRUE
"C840S27R024",0.07,28.791,TRUE
"C840S27R025",42.641,5.753,TRUE
"C840S27R026",3.401,19.275,TRUE
"C840S27R027",2.327,10.225,TRUE
"C840S27R028",41.503,7.425,TRUE
"C840S27R029",30.146,5.136,TRUE
"C840S27R030",0.005,18.703,TRUE
"C840S27R031",0.156,13.624,TRUE
"C840S27R032",0.631,7.032,TRUE
"C840S27R033",21.198,8.695,TRUE
"C840S27R034",14.098,2.994,TRUE
"C840S27R035",1.543,4.527,TRUE
"C840S27R036",0.039,19.984,TRUE
"C840S27R037",1.822,16.355,TRUE
"C840S27R038",9.959,5.724,TRUE
"C840S27R039",1.921,16.805,TRUE
"C840S27R040",0.198,6.937,TRUE
"C840S27R041",0.13,3.929,TRUE
"C840S27R042",0.005,7.691,TRUE
"C840S27R043",0.006,9.411,TRUE
"C840S27R044",0.061,13.411,TRUE
"C840S27R045",0.358,20.617,TRUE
"C840S27R046",0.015,11.824,TRUE
"C840S27R047",0.008,10.094,TRUE
"C840S27R048",1.911,5.088,TRUE
"C840S27R049",41.89,5.788,TRUE
"C840S27R050",9.556,6.115,TRUE
"C840S27R051",15.386,6.812,TRUE
"C840S27R052",20.368,5.985,TRUE
"C840S27R053",6.499,5.495,TRUE
"C840S27R054",16.913,2.795,TRUE
"C840S27R055",23.317,5.208,TRUE
"C840S27R056",0.156,0.57,TRUE
"C840S27R057",27.837,3.035,TRUE
"C840S27R058",0.143,0.04,TRUE
"C840S27R102",0.383,0.85,TRUE
"C840S27R111",4.812,2.523,TRUE
"C840S27R112",11.477,8.03,TRUE
"C840S27R117",3.232,3.656,TRUE
"C840S27R119",0.039,11.994,TRUE
"C840S27R122",0.067,17.4,TRUE
"C840S27R123",0.011,14.235,TRUE
"C840S27R142",0.606,6.368,FALSE
"C840S27R155",23.194,5.364,TRUE
"C840S27R156",0.306,0.88,TRUE
"C840S27R158",0.521,0.337,TRUE
"C840S27R301",0.165,0.567,TRUE
"C840S27R302",0.009,0.02,TRUE
"C840S27R303",0.217,0.718,TRUE
"C840S27R304",1.496,2.002,TRUE
"C840S27R305",0.088,0.444,TRUE
"C840S27R306",3.063,1.836,TRUE
"C840S27R307",23.368,4.136,TRUE
"C840S27R308",24.237,7.134,TRUE
"C840S27R309",20.393,4.366,TRUE
"C840S27R310",18.412,3.965,TRUE
"C840S27R311",14.415,4.321,TRUE
"C840S27R312",30.536,5.819,TRUE
"C840S27R313",23.467,6.951,TRUE
"C840S27R314",31.973,7.737,TRUE
"C840S27R315",6.176,4.769,TRUE
"C840S27R316",38.837,4.234,TRUE
"C840S27R317",31.155,8.213,TRUE
"C840S27R318",28.841,6.85,TRUE
"C840S27R319",7.261,2.724,TRUE
"C840S27R320",10.573,6.135,TRUE
"C840S27R321",11.62,10.708,TRUE
"C840S27R322",0.008,9.694,TRUE
"C840S27R323",0.02,6.344,TRUE
"C840S27R324",0.06,8.589,TRUE
"C840S27R325",0.012,9.032,TRUE
"C840S27R326",0.202,27.524,TRUE
"C840S27R327",0.094,22.544,TRUE
"C840S27R328",0.011,5.787,TRUE
"C840S27R329",0.009,15.798,TRUE
"C840S27R330",0.017,27,TRUE
"C840S27R331",0.023,17.263,TRUE
"C840S27R332",0.274,28.898,TRUE
"C840S27R333",0.127,32.983,TRUE
"C840S27R334",0.021,4.666,TRUE
"C840S27R335",0.083,4.352,TRUE
"C840S27R336",2.331,20.411,TRUE
"C840S27R337",1.074,18.601,TRUE
"C840S27R430",0.011,22.287,FALSE
"C840S27R900",0.002,5.466,TRUE
"C840S33R001",8.154,0.147,TRUE
"C840S33R002",0.77,0.127,TRUE
"C840S33R003",0.001,0.002,TRUE
"C840S33R004",46.013,0.052,TRUE
"C840S33R005",1.428,0.013,TRUE
"C840S33R006",0,0.007,TRUE
"C840S33R007",6.507,0.098,TRUE
"C840S33R008",0.014,0.07,TRUE
"C840S33R009",0,0.009,FALSE
"C840S33R010",0.167,8.554,TRUE
"C840S33R011",2.816,2.862,TRUE
"C840S33R012",0.014,0.276,TRUE
"C840S33R013",0.063,0.946,TRUE
"C840S33R014",0.37,6.661,TRUE
"C840S33R015",16.846,3.466,TRUE
"C840S33R016",37.989,0.58,TRUE
"C840S33R017",15.393,6.174,TRUE
"C840S33R018",0.001,0.04,TRUE
"C840S33R019",0.021,0.587,TRUE
"C840S33R020",6.26,2.873,TRUE
"C840S33R021",56.855,3.529,TRUE
"C840S33R022",60.815,3.284,TRUE
"C840S33R023",0.845,0.586,TRUE
"C840S33R024",13.595,3.216,TRUE
"C840S33R025",0.694,0.261,TRUE
"C840S33R026",32.788,8.201,TRUE
"C840S33R027",29.295,2.286,TRUE
"C840S33R028",18.016,0.583,TRUE
"C840S33R029",0.269,0.365,TRUE
"C840S33R030",0.017,0.072,FALSE
"C840S33R109",0.017,0.054,TRUE
"C840S33R111",1.602,1.671,TRUE
"C840S33R119",0.022,0.624,TRUE
"C840S33R124",12.555,3.114,TRUE
"C840S33R128",24.719,0.658,TRUE
"C840S33R202",0.001,0.009,TRUE
"C840S33R204",67.121,0.129,TRUE
"C840S33R205",0.012,0.001,TRUE
"C840S33R207",0.024,0.064,TRUE
"C840S33R208",0,0.006,TRUE
"C840S33R209",0.026,0.06,TRUE
"C840S33R211",1.099,1.513,TRUE
"C840S33R212",0.005,0.017,TRUE
"C840S33R213",0,0.017,TRUE
"C840S33R214",1.259,0.5,TRUE
"C840S33R217",1.331,1.274,TRUE
"C840S33R218",0.059,0.08,TRUE
"C840S33R219",6.626,5.245,TRUE
"C840S33R220",1.825,1.744,TRUE
"C840S33R221",31.219,4.301,TRUE
"C840S33R222",24.023,1.59,TRUE
"C840S33R223",0.01,0.021,TRUE
"C840S33R224",0.24,0.033,TRUE
"C840S33R225",44.924,6.643,TRUE
"C840S33R226",6.219,1.944,TRUE
"C840S33R227",21.563,1.257,TRUE
"C840S33R228",33.922,8.795,TRUE
"C840S33R901",12.103,0.641,TRUE
"C840S33R902",1.283,0.407,TRUE
"C840S33R903",6.705,3.115,TRUE
"C840S33R904",1.919,1.428,TRUE
"C840S33R905",1.62,0.113,TRUE
"C840S33R906",0,0.027,TRUE
"C840S33R907",0.014,0.302,TRUE
"C840S34R001",35.278,32.669,TRUE
"C840S34R002",77.405,6.428,TRUE
"C840S34R003",68.055,7.256,TRUE
"C840S34R004",51.659,4.272,TRUE
"C840S34R005",2.823,1.879,TRUE
"C840S34R006",0.034,0.077,TRUE
"C840S34R007",77.089,5.471,TRUE
"C840S34R008",75.663,3.779,TRUE
"C840S34R009",69.804,4.336,TRUE
"C840S34R010",76.732,3.108,TRUE
"C840S34R011",84.002,4.144,TRUE
"C840S34R012",88.427,1.849,TRUE
"C840S34R013",86.124,1.952,TRUE
"C840S34R014",10.536,1.235,TRUE
"C840S34R015",89.705,0.7,TRUE
"C840S34R016",82.201,2.577,TRUE
"C840S34R017",52.849,5.098,TRUE
"C840S34R018",16.755,2.628,TRUE
"C840S34R019",61.517,9.766,TRUE
"C840S34R020",63.846,11.889,TRUE
"C840S34R021",59.117,4.085,TRUE
"C840S34R022",60.813,7.174,TRUE
"C840S34R023",62.325,9.463,TRUE
"C840S34R024",76.326,6.501,TRUE
"C840S34R025",45.707,9.105,TRUE
"C840S34R026",73.47,5.085,TRUE
"C840S34R027",78.565,5.183,TRUE
"C840S34R028",69.282,4.078,TRUE
"C840S34R029",85.142,2.907,TRUE
"C840S34R030",86.202,2.176,TRUE
"C840S34R031",91.402,0.915,TRUE
"C840S34R032",88.178,1.301,TRUE
"C840S34R033",74.38,3.295,TRUE
"C840S34R034",90.906,1.316,TRUE
"C840S34R035",45.183,15.973,TRUE
"C840S34R036",66.864,6.093,TRUE
"C840S34R037",58.899,10.169,TRUE
"C840S34R038",62.106,8.646,TRUE
"C840S34R039",36.679,14.315,TRUE
"C840S34R040",61.657,4.873,TRUE
"C840S34R041",83.835,2.299,TRUE
"C840S34R042",83.319,3.287,TRUE
"C840S34R043",74.608,4.913,TRUE
"C840S34R044",88.911,1.474,TRUE
"C840S34R045",74.611,6.046,TRUE
"C840S34R046",67.347,4.097,TRUE
"C840S34R047",87.538,2.426,TRUE
"C840S34R048",68.254,3.655,TRUE
"C840S34R049",45.107,16.24,TRUE
"C840S34R050",54.326,11.744,TRUE
"C840S34R051",57.612,16.656,TRUE
"C840S34R052",45.978,10.304,TRUE
"C840S34R053",53.89,17.294,TRUE
"C840S34R054",62.085,11.847,TRUE
"C840S34R055",31.514,26.72,TRUE
"C840S34R056",60.551,15.181,TRUE
"C840S34R057",63.591,8.599,TRUE
"C840S34R058",65.651,6.82,TRUE
"C840S34R059",42.682,9.701,TRUE
"C840S34R060",26.424,32.229,TRUE
"C840S34R061",16.473,27.383,TRUE
"C840S34R062",9.695,14.919,TRUE
"C840S34R063",23.716,16.707,TRUE
"C840S34R064",71.374,3.362,TRUE
"C840S34R065",64.258,16.514,TRUE
"C840S34R066",71.453,9.107,TRUE
"C840S34R067",73.532,8.948,TRUE
"C840S34R068",80.728,1.882,TRUE
"C840S34R069",74.836,2.488,TRUE
"C840S34R070",49.024,16.449,TRUE
"C840S34R071",50.976,7.683,TRUE
"C840S34R072",82.673,3.1,TRUE
"C840S34R073",82.657,3.553,TRUE
"C840S34R074",51.033,11.724,TRUE
"C840S34R075",66.479,5.535,TRUE
"C840S34R076",67.057,5.62,TRUE
"C840S34R077",61.986,3.77,TRUE
"C840S34R078",55.023,15.702,TRUE
"C840S34R079",56.518,17.095,TRUE
"C840S34R080",23.462,18.076,TRUE
"C840S34R081",23.642,12.904,TRUE
"C840S34R082",36.359,12.138,FALSE
"C840S34R104",52.3,4.097,TRUE
"C840S34R135",44.947,16.214,TRUE
"C840S34R301",48.894,24.91,TRUE
"C840S34R302",68.036,15.614,TRUE
"C840S34R303",50.457,13.818,TRUE
"C840S34R304",73.649,7.1,TRUE
"C840S34R305",81.197,4.964,TRUE
"C840S34R306",34.062,3.301,TRUE
"C840S34R307",54.581,15.147,TRUE
"C840S34R308",77.329,3.68,TRUE
"C840S34R309",78.516,2.783,TRUE
"C840S34R310",68.871,3.651,TRUE
"C840S34R311",43.386,20.78,TRUE
"C840S34R312",75.007,6.376,TRUE
"C840S34R313",86.055,1.809,TRUE
"C840S34R314",85.071,2.37,TRUE
"C840S34R315",72.341,5.426,TRUE
"C840S34R316",51.597,16.194,TRUE
"C840S34R317",44.025,19.868,TRUE
"C840S34R318",38.281,19.487,TRUE
"C840S34R319",29.397,22.736,TRUE
"C840S34R900",71.569,7.897,TRUE
"C840S35R001",14.061,3.944,TRUE
"C840S35R002",73.326,2.609,TRUE
"C840S35R003",33.99,8.077,TRUE
"C840S35R004",64.53,3.613,TRUE
"C840S35R005",80.133,1.281,TRUE
"C840S35R006",45.654,23.941,TRUE
"C840S35R007",68.359,2.504,TRUE
"C840S35R008",75.558,4.835,TRUE
"C840S35R009",41.192,22.672,TRUE
"C840S35R010",88.91,2.639,TRUE
"C840S35R011",82.643,3.265,TRUE
"C840S35R012",68.292,4.163,TRUE
"C840S35R013",72.675,4.003,TRUE
"C840S35R014",85.348,1.496,TRUE
"C840S35R015",83.168,0.55,TRUE
"C840S35R016",73.503,2.71,TRUE
"C840S35R017",67.748,3.263,TRUE
"C840S35R018",78.455,1.73,TRUE
"C840S35R019",73.485,2.371,TRUE
"C840S35R020",85.065,1.365,TRUE
"C840S35R021",55.834,5.998,TRUE
"C840S35R022",49.887,6.76,TRUE
"C840S35R023",5.188,5.168,TRUE
"C840S35R024",50.649,9.552,TRUE
"C840S35R025",76.752,5.285,TRUE
"C840S35R026",30.498,7.02,TRUE
"C840S35R027",54.441,6.556,TRUE
"C840S35R028",71.416,5.59,TRUE
"C840S35R029",60.586,6.291,TRUE
"C840S35R030",79.96,3.182,TRUE
"C840S35R031",38.31,18.454,TRUE
"C840S35R032",71.276,3.621,TRUE
"C840S35R033",56.242,5.951,TRUE
"C840S35R034",58.266,3.156,TRUE
"C840S35R035",11.328,21.026,TRUE
"C840S35R036",23.83,18.718,TRUE
"C840S35R037",29.219,17.18,TRUE
"C840S35R038",16.175,26.793,TRUE
"C840S35R039",6.614,18.408,TRUE
"C840S35R040",12.959,14.667,TRUE
"C840S35R041",40.756,11.385,TRUE
"C840S35R042",54.572,5.318,TRUE
"C840S35R101",38.754,6.728,TRUE
"C840S35R103",61.71,4.669,TRUE
"C840S35R108",75.538,4.829,TRUE
"C840S35R115",83.193,0.548,TRUE
"C840S35R117",72.66,2.827,TRUE
"C840S35R201",40.838,6.647,TRUE
"C840S35R301",67.938,3.947,TRUE
"C840S35R302",64.345,4.63,TRUE
"C840S35R303",48.687,22.787,TRUE
"C840S35R304",64.306,6.093,TRUE
"C840S35R305",88.181,1.499,TRUE
"C840S35R306",84.582,1.316,TRUE
"C840S35R307",83.832,1.128,TRUE
"C840S35R308",83.411,2.957,TRUE
"C840S35R309",60.892,5.918,TRUE
"C840S35R310",41.237,8.411,TRUE
"C840S35R311",74.12,6.754,TRUE
"C840S35R312",62.499,11.017,TRUE
"C840S35R313",51.289,10.75,TRUE
"C840S35R314",15.453,16.257,TRUE
"C840S35R315",32.182,7.716,TRUE
"C840S35R316",66.054,2.283,TRUE
"C840S35R410",60.32,7.451,TRUE
"C840S35R900",8.068,13.927,TRUE
"C840S35R901",19.756,5.67,TRUE
"C840S35R903",74.492,2.575,TRUE
"C840S36R001",39.783,21.199,TRUE
"C840S36R002",17.839,48.526,TRUE
"C840S36R003",23.261,42.186,TRUE
"C840S36R004",48.098,34.495,TRUE
"C840S36R005",71.876,12.08,TRUE
"C840S36R006",64.649,14.167,TRUE
"C840S36R007",60.448,10.922,TRUE
"C840S36R008",71.247,10.22,TRUE
"C840S36R009",65.098,16.548,TRUE
"C840S36R010",59.616,14.786,TRUE
"C840S36R011",49.201,22.755,TRUE
"C840S36R012",32.265,13.066,TRUE
"C840S36R013",83.156,3.676,TRUE
"C840S36R014",79.371,3.328,TRUE
"C840S36R015",82.343,5.799,TRUE
"C840S36R016",72.111,13.648,TRUE
"C840S36R017",31.534,30.803,TRUE
"C840S36R018",57.945,6.317,TRUE
"C840S36R019",74.206,6.274,TRUE
"C840S36R020",67.446,4.011,TRUE
"C840S36R021",78.388,2.209,TRUE
"C840S36R022",91.112,0.745,TRUE
"C840S36R023",80.439,2.518,TRUE
"C840S36R024",82.198,5.787,TRUE
"C840S36R025",86.152,1.856,TRUE
"C840S36R026",86.778,2.638,TRUE
"C840S36R027",77.814,7.946,TRUE
"C840S36R028",62.453,3.483,TRUE
"C840S36R029",55.34,18.311,TRUE
"C840S36R030",76.222,5.745,TRUE
"C840S36R031",80.725,1.828,TRUE
"C840S36R032",86.659,2.313,TRUE
"C840S36R033",88.772,1.426,TRUE
"C840S36R034",81.344,3.572,TRUE
"C840S36R105",72.671,10.335,TRUE
"C840S36R108",72.196,9.885,TRUE
"C840S36R118",58.631,6.259,TRUE
"C840S36R123",80.422,2.542,TRUE
"C840S36R131",82.794,1.406,TRUE
"C840S38R001",42.471,36.79,TRUE
"C840S38R002",22.673,56.986,TRUE
"C840S38R003",28.548,45.928,TRUE
"C840S38R004",2.83,11.963,TRUE
"C840S38R005",4.627,16.75,TRUE
"C840S38R006",58.781,0.3,TRUE
"C840S38R007",49.414,3.844,TRUE
"C840S38R008",70.998,0,TRUE
"C840S38R009",13.381,0,TRUE
"C840S38R010",19.029,0,TRUE
"C840S38R011",19.969,0,TRUE
"C840S38R012",56.936,10.598,TRUE
"C840S38R013",20.505,29.839,TRUE
"C840S38R014",15.463,29.198,TRUE
"C840S38R015",18.083,19.794,TRUE
"C840S38R016",17.663,3.039,TRUE
"C840S38R017",13.903,8.792,TRUE
"C840S38R018",45.912,3.256,TRUE
"C840S38R019",41.722,3.233,TRUE
"C840S38R020",64.693,0.027,TRUE
"C840S38R021",23.377,1.01,TRUE
"C840S38R022",45.767,0.072,TRUE
"C840S38R023",55.896,0.003,TRUE
"C840S38R024",58.74,2.37,TRUE
"C840S38R025",58.959,0.026,TRUE
"C840S38R026",13.418,47.015,TRUE
"C840S38R027",16.452,49.528,TRUE
"C840S38R028",54.493,1.529,TRUE
"C840S38R029",51.312,8.235,TRUE
"C840S38R030",38.494,1.775,TRUE
"C840S38R031",38.239,0.968,TRUE
"C840S38R032",28.649,0.052,TRUE
"C840S38R033",48.519,0.091,TRUE
"C840S38R034",36.5,0.01,TRUE
"C840S38R035",39.705,0.009,TRUE
"C840S38R036",61.857,0.216,TRUE
"C840S38R037",81.2,4.718,TRUE
"C840S38R038",73.932,0.41,TRUE
"C840S38R105",4.866,17.676,TRUE
"C840S38R118",51.661,3.149,TRUE
"C840S38R133",55.849,0.274,FALSE
"C840S38R301",31.792,42.134,TRUE
"C840S38R302",25.546,50.011,TRUE
"C840S38R303",3.666,22.959,TRUE
"C840S38R304",67.22,1.3,TRUE
"C840S38R305",60.057,0,TRUE
"C840S38R306",62.853,0,TRUE
"C840S38R307",79.142,3.077,TRUE
"C840S38R308",75.344,5.962,TRUE
"C840S38R309",26.52,48.22,TRUE
"C840S38R310",23.096,50.059,TRUE
"C840S38R311",22.033,2.307,TRUE
"C840S38R312",71.49,0.658,TRUE
"C840S38R313",49.347,0.07,TRUE
"C840S38R314",71.655,0,TRUE
"C840S38R315",74.965,6.431,TRUE
"C840S38R316",70.216,10.896,TRUE
"C840S38R317",50.931,26.747,TRUE
"C840S38R318",8.968,4.684,TRUE
"C840S38R319",64.591,1.1,TRUE
"C840S38R320",59.735,0.454,TRUE
"C840S38R321",43.649,0.022,TRUE
"C840S38R322",70.43,0.151,TRUE
"C840S38R323",44.956,1.87,TRUE
"C840S38R420",59.206,0.439,TRUE
"C840S39R001",0.003,6.271,TRUE
"C840S39R002",51.731,14.917,TRUE
"C840S39R003",40.597,14.791,TRUE
"C840S39R004",20.41,11.15,TRUE
"C840S39R005",53.476,18.218,TRUE
"C840S39R006",35.234,31.406,TRUE
"C840S39R007",7.381,46.23,TRUE
"C840S39R008",4.912,41.298,TRUE
"C840S39R009",2.927,14.851,TRUE
"C840S39R010",6.976,14.391,TRUE
"C840S39R011",1.82,7.293,TRUE
"C840S39R012",64.911,3.997,TRUE
"C840S39R013",0.197,0.421,TRUE
"C840S39R014",0.422,2.671,TRUE
"C840S39R015",0.007,0.62,TRUE
"C840S39R016",0.056,11.286,TRUE
"C840S39R017",0.092,7.52,TRUE
"C840S39R018",0.554,9.797,TRUE
"C840S39R019",1.653,30.242,TRUE
"C840S39R020",2.236,46.126,TRUE
"C840S39R021",2.44,33.809,TRUE
"C840S39R022",2.878,30.484,TRUE
"C840S39R023",5.391,52.998,TRUE
"C840S39R024",14.046,21.064,TRUE
"C840S39R025",11.167,32.293,TRUE
"C840S39R026",4.057,33.652,TRUE
"C840S39R027",8.347,17.062,TRUE
"C840S39R028",6.254,27.49,TRUE
"C840S39R029",31.18,14.717,TRUE
"C840S39R030",9.711,30.531,TRUE
"C840S39R031",14.511,27.91,TRUE
"C840S39R032",21.984,10.481,TRUE
"C840S39R033",56.409,9.656,TRUE
"C840S39R034",8.286,13.895,TRUE
"C840S39R035",56.303,9.245,TRUE
"C840S39R036",18.366,17.923,TRUE
"C840S39R037",10.522,42.444,TRUE
"C840S39R038",8.724,31.044,TRUE
"C840S39R039",0.596,36.994,TRUE
"C840S39R040",3.098,53.822,TRUE
"C840S39R041",0.508,33.586,TRUE
"C840S39R042",2.489,59.402,TRUE
"C840S39R043",2.398,58.186,TRUE
"C840S39R044",2.252,51.623,TRUE
"C840S39R045",0.46,13.657,TRUE
"C840S39R046",1.502,13.531,TRUE
"C840S39R107",6.112,46.559,TRUE
"C840S39R112",64.928,3.977,TRUE
"C840S39R113",0.133,0.412,FALSE
"C840S39R114",0.266,4.51,TRUE
"C840S39R117",0.068,8.134,TRUE
"C840S39R118",0.341,7.487,TRUE
"C840S39R119",1.666,31.318,TRUE
"C840S39R120",1.792,46.985,TRUE
"C840S39R124",12.85,21.262,TRUE
"C840S39R127",8.803,26.465,TRUE
"C840S39R132",35.775,6.677,TRUE
"C840S39R133",37.709,9.471,TRUE
"C840S39R134",8.424,13.938,TRUE
"C840S39R137",8.324,47.919,TRUE
"C840S39R145",0.314,13.713,TRUE
"C840S39R146",1.491,13.452,TRUE
"C840S39R214",0.316,4.438,FALSE
