"route_uniq","pct_crop","pct_past","have_cent"
"C840S39R900",5.886,28.851,TRUE
"C840S39R901",3.233,23.047,TRUE
"C840S42R001",2.538,1.292,TRUE
"C840S42R002",3.057,1.148,TRUE
"C840S42R003",23.597,2.087,TRUE
"C840S42R004",2.086,1.55,TRUE
"C840S42R005",3.925,1.434,TRUE
"C840S42R006",0.012,0.998,TRUE
"C840S42R007",0.158,3.194,TRUE
"C840S42R008",0.107,1.205,TRUE
"C840S42R009",3.292,10.22,TRUE
"C840S42R010",5.864,17.789,TRUE
"C840S42R011",44.928,13.663,TRUE
"C840S42R012",5.789,6.6,TRUE
"C840S42R013",51.56,17.462,TRUE
"C840S42R014",9.825,4.889,TRUE
"C840S42R015",9.982,24.286,TRUE
"C840S42R016",1.858,7.812,TRUE
"C840S42R017",36.423,3.99,TRUE
"C840S42R018",62.293,0.01,TRUE
"C840S42R019",3.463,9.36,TRUE
"C840S42R020",5.022,4.128,TRUE
"C840S42R021",8.897,18.332,TRUE
"C840S42R022",0.062,2.289,TRUE
"C840S42R023",39.306,2.626,TRUE
"C840S42R024",64.357,0,TRUE
"C840S42R025",0.331,3.175,TRUE
"C840S42R026",0.064,2.046,TRUE
"C840S42R027",0.272,11.713,TRUE
"C840S42R028",7.136,15.699,TRUE
"C840S42R029",11.325,8.364,TRUE
"C840S42R030",31.413,2.072,TRUE
"C840S42R031",50.635,11.62,TRUE
"C840S42R032",4.388,10.464,TRUE
"C840S42R033",5.708,1.819,TRUE
"C840S42R034",73.314,10.603,TRUE
"C840S42R036",4.087,1.697,TRUE
"C840S42R037",0.096,4.763,TRUE
"C840S42R038",81.12,0.375,TRUE
"C840S42R039",3.257,2.446,TRUE
"C840S42R040",0.086,4.812,TRUE
"C840S42R050",9.511,3.455,TRUE
"C840S42R051",40.416,6.657,TRUE
"C840S42R052",68.118,7.62,TRUE
"C840S42R053",2.46,6.367,TRUE
"C840S42R054",5.199,11.382,TRUE
"C840S42R055",56.334,9.301,TRUE
"C840S42R056",4.397,10.709,TRUE
"C840S42R057",62.077,0.01,TRUE
"C840S42R058",0.148,0.338,TRUE
"C840S42R059",0.042,4.086,TRUE
"C840S42R060",72.641,0.497,TRUE
"C840S42R061",0.352,5.195,TRUE
"C840S42R062",0.146,5.385,TRUE
"C840S42R101",2.432,1.285,TRUE
"C840S42R102",0.017,0.019,TRUE
"C840S42R104",19.088,3.386,TRUE
"C840S42R105",7.714,0.677,TRUE
"C840S42R106",0.512,1.269,TRUE
"C840S42R107",3.097,3.072,TRUE
"C840S42R108",0.224,1.5,TRUE
"C840S42R113",51.509,17.501,TRUE
"C840S42R114",7.642,4.506,TRUE
"C840S42R119",3.33,9.451,TRUE
"C840S42R121",8.816,17.87,TRUE
"C840S42R122",0.033,1.729,TRUE
"C840S42R123",68.966,0.108,TRUE
"C840S42R124",64.412,0,TRUE
"C840S42R125",1.629,3.437,TRUE
"C840S42R128",4.526,14.48,TRUE
"C840S42R137",0.179,6.502,TRUE
"C840S42R139",0.554,2.999,TRUE
"C840S42R140",0.166,4.921,TRUE
"C840S42R206",0.878,1.355,TRUE
"C840S42R207",3.154,3.174,TRUE
"C840S42R208",0.191,1.083,TRUE
"C840S42R214",6.486,4.343,TRUE
"C840S42R221",6.37,12.226,TRUE
"C840S42R240",0.087,4.343,FALSE
"C840S42R301",0.132,3.212,TRUE
"C840S42R302",0.023,0.429,TRUE
"C840S42R303",79.695,0.625,TRUE
"C840S42R304",0.208,4.333,TRUE
"C840S42R305",1.666,6.554,TRUE
"C840S42R306",26.32,0.624,TRUE
"C840S42R307",3.124,10.272,TRUE
"C840S42R308",61.465,9.059,TRUE
"C840S42R309",26.115,8.874,TRUE
"C840S42R310",2.114,8.885,TRUE
"C840S42R311",13.532,7.549,TRUE
"C840S42R312",16.729,0.828,TRUE
"C840S42R313",24.996,2.324,TRUE
"C840S42R314",4.613,4.299,TRUE
"C840S42R405",0.082,1.38,FALSE
"C840S42R407",6.145,18.076,TRUE
"C840S42R410",2.386,11.682,TRUE
"C840S42R411",12.886,7.247,TRUE
"C840S42R414",4.012,4.795,TRUE
"C840S42R901",21.006,5.029,TRUE
"C840S42R902",40.721,15.175,TRUE
"C840S42R903",19.672,5.619,TRUE
"C840S42R904",56.068,0.01,TRUE
"C840S42R905",21.639,5.95,TRUE
"C840S42R906",14.25,6.222,TRUE
"C840S44R001",0.825,6.489,TRUE
"C840S44R002",1.39,8.646,TRUE
"C840S44R003",1.381,6.176,TRUE
"C840S44R004",0.623,4.766,TRUE
"C840S44R005",0.461,2.479,TRUE
"C840S44R006",0,0,TRUE
"C840S44R007",0.8,1.21,TRUE
"C840S44R008",1.608,8.556,TRUE
"C840S44R009",0.74,4.348,TRUE
"C840S44R010",0.38,1.208,TRUE
"C840S44R011",0.615,1.068,TRUE
"C840S44R012",1.104,6.75,TRUE
"C840S44R013",1.239,4.19,TRUE
"C840S44R014",1.418,9.412,TRUE
"C840S44R015",2.32,5.062,TRUE
"C840S44R016",3.267,5.008,TRUE
"C840S44R017",2.609,5.391,TRUE
"C840S44R018",2.562,4.735,TRUE
"C840S44R019",6.278,4.591,TRUE
"C840S44R020",5.242,5.963,TRUE
"C840S44R021",2.553,4.695,TRUE
"C840S44R022",4.869,4.771,TRUE
"C840S44R023",1.077,0.313,TRUE
"C840S44R024",0.83,1.171,TRUE
"C840S44R025",2.046,2.571,TRUE
"C840S44R026",0.729,0.401,TRUE
"C840S44R027",1.013,0.733,TRUE
"C840S44R028",7.015,0.729,TRUE
"C840S44R029",3.929,0.332,TRUE
"C840S44R030",0,0,TRUE
"C840S44R031",0.12,0.619,TRUE
"C840S44R032",0.001,0,TRUE
"C840S44R033",2.941,2.03,TRUE
"C840S44R034",0,0,TRUE
"C840S44R035",0,0,TRUE
"C840S44R036",0,0,TRUE
"C840S44R037",2.159,2.019,TRUE
"C840S44R038",0.709,0.541,TRUE
"C840S44R039",0.582,0.419,TRUE
"C840S44R040",0.654,0.484,TRUE
"C840S44R041",0.096,0.204,TRUE
"C840S44R042",2.857,1.789,TRUE
"C840S44R043",0.535,0.325,TRUE
"C840S44R044",0.439,0.333,TRUE
"C840S44R045",0.439,0.33,TRUE
"C840S44R046",0,0,TRUE
"C840S44R047",0,0,TRUE
"C840S44R048",1.435,0.855,TRUE
"C840S44R049",28.206,5.521,TRUE
"C840S44R050",0.003,0,TRUE
"C840S44R051",4.033,0.898,TRUE
"C840S44R052",22.324,3.506,TRUE
"C840S44R053",31.919,5.065,TRUE
"C840S44R054",13.485,3.578,TRUE
"C840S44R055",0,0,TRUE
"C840S44R056",0,0.005,TRUE
"C840S44R057",0,0,TRUE
"C840S44R058",0,0,TRUE
"C840S44R059",0,0,TRUE
"C840S44R060",0.365,0.116,TRUE
"C840S44R108",1.515,7.937,TRUE
"C840S44R115",2.316,4.932,TRUE
"C840S44R117",2.6,5.55,TRUE
"C840S44R120",5.355,6.016,TRUE
"C840S44R129",3.709,0.629,FALSE
"C840S44R134",0,0,TRUE
"C840S44R144",0.09,0.103,TRUE
"C840S44R146",0,0,TRUE
"C840S44R147",0,0,TRUE
"C840S44R155",0,0,TRUE
"C840S44R159",0,0,TRUE
"C840S44R301",0,0,TRUE
"C840S44R302",0.252,0.144,TRUE
"C840S44R303",15.322,1.561,TRUE
"C840S44R304",0.079,0.173,TRUE
"C840S44R305",2.85,1.531,TRUE
"C840S44R306",0.119,0.271,TRUE
"C840S44R307",5.44,6.877,TRUE
"C840S44R308",3.214,4.186,TRUE
"C840S44R309",5.199,0.643,TRUE
"C840S44R310",0.532,2.345,TRUE
"C840S44R410",0.538,2.372,TRUE
"C840S46R001",1.701,12.626,TRUE
"C840S46R002",1.847,12.999,TRUE
"C840S46R003",1.972,14.155,TRUE
"C840S46R004",0.426,8.887,TRUE
"C840S46R005",0.803,10.691,TRUE
"C840S46R006",29.822,31.067,TRUE
"C840S46R007",23.853,21.691,TRUE
"C840S46R008",23.911,20.096,TRUE
"C840S46R009",39.246,22.875,TRUE
"C840S46R010",2.553,4.019,TRUE
"C840S46R011",17.181,20.058,TRUE
"C840S46R012",3.958,6.574,TRUE
"C840S46R013",24.908,21.305,TRUE
"C840S46R014",34.39,21.635,TRUE
"C840S46R015",34.62,19.194,TRUE
"C840S46R016",30.703,18.023,TRUE
"C840S46R017",31.503,18.974,TRUE
"C840S46R018",16.035,13.618,TRUE
"C840S46R019",5.702,7.629,TRUE
"C840S46R020",12.262,13.368,TRUE
"C840S46R021",1.298,0.563,TRUE
"C840S46R022",4.115,5.513,TRUE
"C840S46R023",1.967,2.145,TRUE
"C840S46R024",9.044,4.465,TRUE
"C840S46R025",15.27,5.033,TRUE
"C840S46R026",14.036,4.764,TRUE
"C840S46R027",17.817,4.819,TRUE
"C840S46R028",13.453,3.498,TRUE
"C840S46R029",12.415,4.274,TRUE
"C840S46R030",9.553,2.419,TRUE
"C840S46R031",8.425,2.203,TRUE
"C840S46R032",17.351,18.55,TRUE
"C840S46R033",16.518,17.282,TRUE
"C840S46R034",25.603,11.542,TRUE
"C840S46R035",51.751,12.055,TRUE
"C840S46R036",49.921,9.715,TRUE
"C840S46R037",51.477,9.425,TRUE
"C840S46R038",44.734,16.247,TRUE
"C840S46R039",43.656,17.12,TRUE
"C840S46R040",44.07,16.804,TRUE
"C840S46R041",28.307,5.832,TRUE
"C840S46R042",18.466,4.176,TRUE
"C840S46R043",16.417,2.376,TRUE
"C840S46R044",42.325,13.636,TRUE
"C840S46R045",22.529,6.834,TRUE
"C840S46R046",31.722,8.717,TRUE
"C840S46R047",20.271,7.181,TRUE
"C840S46R048",22.731,6.212,TRUE
"C840S46R049",30.951,7.214,TRUE
"C840S46R050",22.269,6.952,TRUE
"C840S46R051",2.217,13.861,TRUE
"C840S46R052",2.052,11.694,TRUE
"C840S46R053",1.186,13.407,TRUE
"C840S46R054",0.629,10.061,TRUE
"C840S46R055",1.527,11.97,TRUE
"C840S46R056",12.063,3.017,FALSE
"C840S46R057",1.699,1.288,FALSE
"C840S46R102",1.637,13.259,TRUE
"C840S46R110",3.382,4.461,TRUE
"C840S46R112",28.303,23.607,TRUE
"C840S46R121",2.386,1.282,TRUE
"C840S46R123",11.031,5.565,TRUE
"C840S46R124",12.88,4.982,TRUE
"C840S46R125",12.374,4.252,TRUE
"C840S46R126",14.081,4.87,TRUE
"C840S46R145",22.452,6.837,TRUE
"C840S46R149",27.898,6.55,TRUE
"C840S46R150",22.39,7.57,TRUE
"C840S46R151",27.434,18.897,TRUE
"C840S46R152",13.822,14.974,FALSE
"C840S46R900",41.693,12.244,TRUE
"C840S46R901",22.999,23.122,TRUE
"C840S46R902",15.346,15.445,TRUE
"C840S46R903",49.155,13.219,FALSE
"C840S46R909",49.155,13.219,FALSE
"C840S46R910",49.155,13.219,FALSE
"C840S46R911",20.051,17.684,FALSE
"C840S46R912",49.155,13.219,FALSE
"C840S46R920",49.155,13.219,FALSE
"C840S46R922",49.155,13.219,FALSE
"C840S46R925",25.575,19.356,FALSE
"C840S47R001",1.046,0.386,TRUE
"C840S47R002",0.539,1.125,TRUE
"C840S47R003",7.399,3.746,TRUE
"C840S47R004",0.216,0.242,TRUE
"C840S47R005",1.37,5.103,TRUE
"C840S47R006",4.556,2.225,TRUE
"C840S47R007",0.484,5.921,TRUE
"C840S47R008",0.859,5.608,TRUE
"C840S47R009",0.784,6.297,TRUE
"C840S47R010",0.558,3.915,TRUE
"C840S47R011",0.405,3.178,TRUE
"C840S47R012",0.457,6.72,TRUE
"C840S47R013",0.664,5.198,TRUE
"C840S47R014",0.627,5.307,TRUE
"C840S47R015",0.498,5.925,TRUE
"C840S47R016",0.486,7.595,TRUE
"C840S47R017",0.316,2.816,TRUE
"C840S47R018",0.43,6.14,TRUE
"C840S47R019",0.551,6.406,TRUE
"C840S47R020",0.746,8.028,TRUE
"C840S47R021",0.66,8.107,TRUE
"C840S47R022",2.624,13.798,TRUE
"C840S47R102",0.629,1.164,TRUE
"C840S47R104",0,0.065,FALSE
"C840S47R112",0.445,6.438,TRUE
"C840S47R113",0.428,4.788,TRUE
"C840S47R115",0.486,5.798,TRUE
"C840S47R120",0.618,7.89,TRUE
"C840S47R900",0.439,7.067,TRUE
"C840S47R901",0.074,0.154,TRUE
"C840S49R001",1.207,2.99,TRUE
"C840S49R002",0.809,1.66,TRUE
"C840S49R003",1.193,0.012,TRUE
"C840S49R004",1.86,2.344,TRUE
"C840S49R005",0.356,0.379,TRUE
"C840S49R006",1.261,2.946,TRUE
"C840S49R007",3.337,1.091,TRUE
"C840S49R008",0.207,0.597,TRUE
"C840S49R009",0.999,2.374,TRUE
"C840S49R010",0.08,0.067,TRUE
"C840S49R011",0.127,0.049,TRUE
"C840S49R012",2.452,7.585,TRUE
"C840S49R013",3.224,2.298,TRUE
"C840S49R014",0.128,0.093,TRUE
"C840S49R015",0.034,0.026,TRUE
"C840S49R016",0.925,3.084,TRUE
"C840S49R017",7.753,1.945,TRUE
"C840S49R018",14.337,2.928,TRUE
"C840S49R019",3.852,1.116,TRUE
"C840S49R020",47.893,6.829,TRUE
"C840S49R021",34.634,6.625,TRUE
"C840S49R022",47.279,6.455,TRUE
"C840S49R023",0.063,0,TRUE
"C840S49R024",0.021,0.122,TRUE
"C840S49R025",0.897,4.183,TRUE
"C840S49R026",16.402,4.715,TRUE
"C840S49R027",15.029,11.767,TRUE
"C840S49R028",4.835,0.635,TRUE
"C840S49R029",8.23,1.668,TRUE
"C840S49R030",15.341,3.772,TRUE
"C840S49R031",10.647,8.516,TRUE
"C840S49R032",25.195,19.415,TRUE
"C840S49R033",41.623,9.982,TRUE
"C840S49R034",23.21,12.886,TRUE
"C840S49R035",23.952,14.552,TRUE
"C840S49R036",32.898,8.683,TRUE
"C840S49R037",34.715,10.824,TRUE
"C840S49R038",16.746,13.103,TRUE
"C840S49R039",41.218,11.04,TRUE
"C840S49R040",3.328,4.517,TRUE
"C840S49R041",10.808,11.35,TRUE
"C840S49R042",8.242,2.149,TRUE
"C840S49R043",13.593,1.859,TRUE
"C840S49R044",1.934,0.644,TRUE
"C840S49R045",3.726,4.011,TRUE
"C840S49R046",0.507,0.037,TRUE
"C840S49R047",1.596,1.15,TRUE
"C840S49R048",5.002,5.702,TRUE
"C840S49R049",46.927,7.031,TRUE
"C840S49R050",13.239,5.304,TRUE
"C840S49R051",64.056,8.284,TRUE
"C840S49R052",55.317,16.899,TRUE
"C840S49R053",37.296,23.825,TRUE
"C840S49R054",42.706,17.68,TRUE
"C840S49R055",48.379,13.267,TRUE
"C840S49R056",35.451,24.001,TRUE
"C840S49R057",64.747,11.026,TRUE
"C840S49R058",34.764,25.339,TRUE
"C840S49R059",9.974,10.849,TRUE
"C840S49R060",1.625,2.052,TRUE
"C840S49R061",1.83,4.357,TRUE
"C840S49R062",7.435,9.919,TRUE
"C840S49R063",42.45,21.259,TRUE
"C840S49R064",55.863,14.033,TRUE
"C840S49R065",25.928,23.467,TRUE
"C840S49R066",17.82,15.233,TRUE
"C840S49R067",15.487,17.233,TRUE
"C840S49R068",6.267,11.333,TRUE
"C840S49R069",0.072,0.338,TRUE
"C840S49R070",58.542,13.238,TRUE
"C840S49R071",57.304,16.015,TRUE
"C840S49R072",36.248,13.236,TRUE
"C840S49R073",33.504,13.438,TRUE
"C840S49R116",0.565,2.555,FALSE
"C840S49R126",15.032,4.101,TRUE
"C840S49R128",4.328,0.583,TRUE
"C840S49R130",15.315,3.858,TRUE
"C840S49R131",10.629,8.578,TRUE
"C840S49R134",25.164,13.229,TRUE
"C840S49R143",13.686,1.782,TRUE
"C840S49R146",0.693,0.043,TRUE
"C840S49R162",7.384,9.811,TRUE
"C840S49R165",24.999,23.239,TRUE
"C840S49R166",17.57,20.289,TRUE
"C840S49R167",17.999,18.438,TRUE
"C840S49R168",4.533,9.839,TRUE
"C840S49R172",37.767,14.213,TRUE
"C840S49R230",14.817,3.803,TRUE
"C840S49R267",27.26,20.073,TRUE
"C840S49R900",14.166,15.156,TRUE
"C840S49R901",0.202,0.028,TRUE
"C840S49R902",0.471,0.435,TRUE
"C840S49R903",0.233,0.56,TRUE
"C840S49R904",0.543,0.431,TRUE
"C840S49R905",43.912,6.276,TRUE
"C840S49R906",0.549,1.265,TRUE
"C840S49R907",32.832,6.667,TRUE
"C840S49R908",0.603,1.806,TRUE
"C840S49R909",34.431,8.483,TRUE
"C840S49R910",29.184,19.262,TRUE
"C840S49R911",0.156,0.095,TRUE
"C840S49R912",1.568,1.184,TRUE
"C840S49R913",0.715,1.684,TRUE
"C840S49R914",0.166,0.204,TRUE
"C840S49R915",0.405,1.806,TRUE
"C840S49R916",28.268,19.239,FALSE
"C840S50R001",11.75,25.402,TRUE
"C840S50R002",43.812,21.314,TRUE
"C840S50R003",81.363,1.191,TRUE
"C840S50R004",84.139,0.876,TRUE
"C840S50R005",81.556,3.288,TRUE
"C840S50R006",81.728,5.625,TRUE
"C840S50R007",34.042,16.623,TRUE
"C840S50R008",41.414,13.938,TRUE
"C840S50R009",22.563,23.064,TRUE
"C840S50R010",76.315,4.552,TRUE
"C840S50R011",79.448,2.06,TRUE
"C840S50R012",88.833,0.719,TRUE
"C840S50R013",82.649,2.901,TRUE
"C840S50R014",85.646,1.906,TRUE
"C840S50R015",38.293,21.21,TRUE
"C840S50R016",27.472,23.35,TRUE
"C840S50R017",62.515,13.887,TRUE
"C840S50R018",30.354,25.049,TRUE
"C840S50R019",74.614,3.694,TRUE
"C840S50R020",86.009,2.973,TRUE
"C840S50R021",81.95,2.316,TRUE
"C840S50R022",0.497,6.005,TRUE
"C840S50R023",4.055,13.621,TRUE
"C840S50R024",0.775,7.361,TRUE
"C840S50R025",8.883,8.087,TRUE
"C840S50R026",3.468,13.62,TRUE
"C840S50R027",30.746,18.215,TRUE
"C840S50R028",12.919,19.57,TRUE
"C840S50R029",79.198,4.988,TRUE
"C840S50R030",88.691,1.446,TRUE
"C840S50R031",0.005,0.018,TRUE
"C840S50R032",0.018,0.004,TRUE
"C840S50R033",0.004,0.008,TRUE
"C840S50R034",0.053,0.518,TRUE
"C840S50R035",0.538,5.258,TRUE
"C840S50R036",0.322,2.695,TRUE
"C840S50R037",0.862,4.512,TRUE
"C840S50R038",0.183,1.825,TRUE
"C840S50R039",0.075,0.816,TRUE
"C840S50R040",1.39,13.588,TRUE
"C840S50R041",62.414,11.785,TRUE
"C840S50R042",2.961,18.693,TRUE
"C840S50R043",80.065,4.22,TRUE
"C840S50R044",72.351,6.449,TRUE
"C840S50R045",0.017,0.051,TRUE
"C840S50R046",1.546,0.832,TRUE
"C840S50R047",12.584,7.635,TRUE
"C840S50R048",1.68,1.448,TRUE
"C840S50R049",42.96,7.945,TRUE
"C840S50R050",39.192,6.734,TRUE
"C840S50R051",55.506,10.656,TRUE
"C840S50R052",58.87,2.589,TRUE
"C840S50R053",21.931,27.212,TRUE
"C840S50R054",71.863,6.381,TRUE
"C840S50R055",80.41,1.315,TRUE
"C840S50R056",84.559,0.944,TRUE
"C840S50R057",87.039,0.321,TRUE
"C840S50R058",39.347,18.321,TRUE
"C840S50R059",65.342,13.931,TRUE
"C840S50R060",85.839,1.578,TRUE
"C840S50R061",84.579,2.359,TRUE
"C840S50R062",69.28,7.113,TRUE
"C840S50R063",8.47,25.357,TRUE
"C840S50R064",61.091,18.214,TRUE
"C840S50R065",67.272,12.36,TRUE
"C840S50R066",89.125,1.327,TRUE
"C840S50R067",1.522,12.42,TRUE
"C840S50R068",0.471,7.621,TRUE
"C840S50R069",12.289,21.545,TRUE
"C840S50R070",42.664,18.975,TRUE
"C840S50R071",0.009,0.017,TRUE
"C840S50R072",0.007,0.012,TRUE
"C840S50R073",0.136,1.06,TRUE
"C840S50R074",0.195,2.237,TRUE
"C840S50R075",0.073,2.494,TRUE
"C840S50R076",1.734,16.274,TRUE
"C840S50R077",91.464,0.242,TRUE
"C840S50R078",0.054,0.21,TRUE
"C840S50R079",1.053,0.577,TRUE
"C840S50R080",1.455,1.864,TRUE
"C840S50R081",36.583,13.307,TRUE
"C840S50R082",50.106,1.686,TRUE
"C840S50R102",43.966,21.727,TRUE
"C840S50R139",0.238,1.109,TRUE
"C840S50R140",1.573,14.133,TRUE
"C840S50R153",17.592,22.17,FALSE
"C840S50R179",1.067,0.697,TRUE
"C840S50R900",36.255,14.77,TRUE
"C840S50R902",6.974,5.664,TRUE
"C840S50R903",44.09,16.563,TRUE
"C840S50R904",66.612,9.533,TRUE
"C840S51R001",3.834,5.442,TRUE
"C840S51R002",2.859,2.473,TRUE
"C840S51R003",59.384,0.382,TRUE
"C840S51R004",54.184,5.554,TRUE
"C840S51R005",47.332,1.584,TRUE
"C840S51R006",19.268,24.275,TRUE
"C840S51R007",78.695,0.09,TRUE
"C840S51R008",4.1,21.242,TRUE
"C840S51R009",1.491,16.823,TRUE
"C840S51R010",0.554,3.553,TRUE
"C840S51R011",15.739,19.675,TRUE
"C840S51R012",14.907,28.339,TRUE
"C840S51R013",16.823,8.849,TRUE
"C840S51R014",8.202,13.069,TRUE
"C840S51R015",1.999,13.719,TRUE
"C840S51R016",0.981,19.263,TRUE
"C840S51R017",1.202,16.796,TRUE
"C840S51R018",1.258,9.237,TRUE
"C840S51R019",2.842,11.115,TRUE
"C840S51R020",2.167,11.492,TRUE
"C840S51R021",8.623,14.022,TRUE
"C840S51R022",18.41,19.566,TRUE
"C840S51R023",22.766,26.335,TRUE
"C840S51R024",1.782,9.323,TRUE
"C840S51R025",15.566,28.983,TRUE
"C840S51R026",0.635,8.932,TRUE
"C840S51R027",0.603,3.869,TRUE
"C840S51R028",0.784,8.66,TRUE
"C840S51R029",0.355,2.224,TRUE
"C840S51R030",1.132,3.787,TRUE
"C840S51R031",1.23,15.549,TRUE
"C840S51R032",1.983,14.025,TRUE
"C840S51R033",1.648,10.373,TRUE
"C840S51R034",60.257,0.764,TRUE
"C840S51R035",2.571,6.709,TRUE
"C840S51R036",46.147,0.482,TRUE
"C840S51R037",1.018,3.043,TRUE
"C840S51R038",1.486,7.252,TRUE
"C840S51R039",13.074,15.447,TRUE
"C840S51R040",84.265,1.112,TRUE
"C840S51R041",7.59,15.87,TRUE
"C840S51R042",5.661,8.567,TRUE
"C840S51R043",2.582,10.656,TRUE
"C840S51R101",3.412,5.684,TRUE
"C840S51R104",76.898,0.245,TRUE
"C840S51R105",25.602,4.586,FALSE
"C840S51R111",16.136,21.663,TRUE
"C840S51R113",14.301,9.616,TRUE
"C840S51R119",1.11,10.072,TRUE
"C840S51R124",1.784,13.045,FALSE
"C840S51R129",0.359,2.226,TRUE
"C840S51R205",46.349,1.672,TRUE
"C840S51R224",1.883,9.179,TRUE
"C840S51R229",0.358,2.22,TRUE
"C840S51R900",1.415,1.948,TRUE
"C840S51R901",0.324,8.537,TRUE
"C840S51R902",0.661,9.61,TRUE
"C840S51R903",50.929,0.087,TRUE
"C840S51R904",64.232,0.835,TRUE
"C840S51R905",65.115,1.431,TRUE
"C840S51R906",8.109,10.466,TRUE
"C840S51R907",3.91,3.221,FALSE
"C840S51R908",5.814,17.4,FALSE
"C840S51R909",5.436,16.702,FALSE
"C840S51R910",2.923,12.634,FALSE
"C840S51R911",5.436,9.808,FALSE
"C840S51R912",19.573,23.725,FALSE
"C840S51R913",19.809,20.659,FALSE
"C840S51R914",8.061,10.22,FALSE
"C840S51R915",19.608,2.697,FALSE
"C840S51R916",16.924,3.63,FALSE
"C840S51R917",40.223,2.32,FALSE
"C840S51R918",78.366,0.861,FALSE
"C840S51R919",70.577,0.485,FALSE
"C840S51R920",1.141,11.636,FALSE
"C840S52R001",75.143,1.407,TRUE
"C840S52R002",6.618,22.108,TRUE
"C840S52R003",0.119,25.989,TRUE
"C840S52R004",0.208,37.362,TRUE
"C840S52R005",0.196,47.23,TRUE
"C840S52R006",0.091,36.211,TRUE
"C840S52R007",36.973,23.673,TRUE
"C840S52R008",1.07,15.225,TRUE
"C840S52R009",0.017,12.29,TRUE
"C840S52R010",0.032,17.519,TRUE
"C840S52R011",0.068,18.073,TRUE
"C840S52R012",0.279,13.464,TRUE
"C840S52R013",0.559,47.3,TRUE
"C840S52R014",1.208,51.055,TRUE
"C840S52R015",6.758,38.524,TRUE
"C840S52R016",23.501,55.048,TRUE
"C840S52R017",18.65,19.729,TRUE
"C840S52R018",0.992,33.899,TRUE
"C840S52R019",34.051,20.135,TRUE
"C840S52R020",3.927,30.078,TRUE
"C840S52R021",3.206,45.299,TRUE
"C840S52R022",23.829,43.479,TRUE
"C840S52R023",19.666,36.123,TRUE
"C840S52R024",23.839,41.744,TRUE
"C840S52R025",44.639,20.817,TRUE
"C840S52R026",40.498,24.32,TRUE
"C840S52R027",39.344,32.258,TRUE
"C840S52R028",18.645,36.584,TRUE
"C840S52R029",39.396,34.252,TRUE
"C840S52R030",66.411,16.341,TRUE
"C840S52R031",36.238,43.041,TRUE
"C840S52R032",41.307,39.722,TRUE
"C840S52R033",43.161,23.249,TRUE
"C840S52R034",14.001,42.183,TRUE
"C840S52R035",27.127,51.492,TRUE
"C840S52R036",52.965,30.176,TRUE
"C840S52R037",72.981,9.48,TRUE
"C840S52R052",0.142,9.056,TRUE
"C840S52R053",0.005,5.486,TRUE
"C840S52R054",0.103,24.398,TRUE
"C840S52R055",0.529,51.118,TRUE
"C840S52R056",12.921,44.158,TRUE
"C840S52R057",5.713,33.672,TRUE
"C840S52R058",0.038,5.36,TRUE
"C840S52R059",0.457,45.173,TRUE
"C840S52R061",3.576,28.612,TRUE
"C840S52R062",1.215,24.335,TRUE
"C840S52R064",42.098,21.549,TRUE
"C840S52R066",39.722,38.393,TRUE
"C840S52R067",17.912,49.47,TRUE
"C840S52R068",14.633,52.598,TRUE
"C840S52R070",29.196,45.246,TRUE
"C840S52R071",63.417,7.011,TRUE
"C840S52R109",0.014,10.237,TRUE
"C840S52R112",0.259,12.957,TRUE
"C840S52R117",4.795,20.103,TRUE
"C840S52R122",22.133,43.668,TRUE
"C840S52R124",23.162,43.588,TRUE
"C840S52R126",32.619,21.201,TRUE
"C840S52R130",64.934,17.377,TRUE
"C840S52R131",36.068,43.109,TRUE
"C840S52R133",42.737,23.687,TRUE
"C840S52R136",53.938,29.018,TRUE
"C840S52R137",73.306,9.992,TRUE
"C840S52R138",71.698,8.065,FALSE
"C840S52R139",30.449,41.975,FALSE
"C840S52R140",13.039,61.204,FALSE
"C840S52R141",13.735,49.347,FALSE
"C840S52R142",29.56,28.538,FALSE
"C840S52R143",30.292,28.991,FALSE
"C840S52R144",74.33,10.232,FALSE
"C840S52R145",18.485,31.649,FALSE
"C840S52R146",36.218,30.335,FALSE
"C840S52R147",27.138,25.029,FALSE
"C840S52R148",32.083,43.614,FALSE
"C840S52R149",17.836,35.126,FALSE
"C840S52R150",2.95,34.785,FALSE
"C840S52R151",7.33,28.558,FALSE
"C840S52R152",3.742,8.144,FALSE
"C840S52R153",24.755,44.05,FALSE
"C840S52R154",1.693,59.452,FALSE
"C840S52R155",0.507,33.191,FALSE
"C840S52R156",0.099,16.209,FALSE
"C840S52R157",0.182,18.666,FALSE
"C840S52R158",72.187,7.574,FALSE
"C840S52R159",1.814,49.537,FALSE
"C840S52R160",0.096,16.93,FALSE
"C840S52R161",0.075,17.402,FALSE
"C840S52R162",0.17,43.221,FALSE
"C840S52R163",82.107,2.408,FALSE
"C840S52R164",79.422,0.537,FALSE
"C840S52R212",0.198,10.248,TRUE
"C840S52R217",3.815,19.3,TRUE
"C840S52R317",3.654,18.847,TRUE
"C840S53R001",0.004,0.065,TRUE
"C840S53R002",12.739,12.87,TRUE
"C840S53R003",2.082,0.375,TRUE
"C840S53R004",60.255,0.046,TRUE
"C840S53R005",47.215,0.011,TRUE
"C840S53R006",77.659,0.242,TRUE
