"route_uniq","quad_poly_id"
"C840S42R029",382
"C840S42R030",381
"C840S42R031",381
"C840S42R032",366
"C840S42R033",382
"C840S42R034",381
"C840S42R036",365
"C840S42R037",364
"C840S42R038",350
"C840S42R039",349
"C840S42R040",348
"C840S42R050",382
"C840S42R051",381
"C840S42R052",381
"C840S42R053",382
"C840S42R054",366
"C840S42R055",381
"C840S42R056",380
"C840S42R057",365
"C840S42R058",349
"C840S42R059",364
"C840S42R060",350
"C840S42R061",349
"C840S42R062",348
"C840S42R101",383
"C840S42R102",383
"C840S42R104",382
"C840S42R105",382
"C840S42R106",381
"C840S42R107",380
"C840S42R108",383
"C840S42R113",365
"C840S42R114",365
"C840S42R119",365
"C840S42R121",365
"C840S42R122",364
"C840S42R123",349
"C840S42R124",349
"C840S42R125",349
"C840S42R128",348
"C840S42R137",364
"C840S42R139",349
"C840S42R140",348
"C840S42R206",381
"C840S42R207",380
"C840S42R208",383
"C840S42R214",365
"C840S42R221",364
"C840S42R240",348
"C840S42R301",348
"C840S42R302",349
"C840S42R303",349
"C840S42R304",348
"C840S42R305",349
"C840S42R306",365
"C840S42R307",380
"C840S42R308",381
"C840S42R309",382
"C840S42R310",366
"C840S42R311",381
"C840S42R312",382
"C840S42R313",382
"C840S42R314",365
"C840S42R405",349
"C840S42R407",380
"C840S42R410",366
"C840S42R411",381
"C840S42R414",365
"C840S42R901",365
"C840S42R902",365
"C840S42R903",382
"C840S42R904",350
"C840S42R905",381
"C840S42R906",382
"C840S44R001",81
"C840S44R002",81
"C840S44R003",81
"C840S44R004",81
"C840S44R005",82
"C840S44R006",53
"C840S44R007",53
"C840S44R008",81
"C840S44R009",81
"C840S44R010",53
"C840S44R011",53
"C840S44R012",81
"C840S44R013",53
"C840S44R014",81
"C840S44R015",53
"C840S44R016",54
"C840S44R017",54
"C840S44R018",54
"C840S44R019",53
"C840S44R020",53
"C840S44R021",54
"C840S44R022",54
"C840S44R023",54
"C840S44R024",54
"C840S44R025",54
"C840S44R026",54
"C840S44R027",54
"C840S44R028",54
"C840S44R029",54
"C840S44R030",29
"C840S44R031",53
"C840S44R032",53
"C840S44R033",54
"C840S44R034",29
"C840S44R035",29
"C840S44R036",53
"C840S44R037",53
"C840S44R038",30
"C840S44R039",30
"C840S44R040",30
"C840S44R041",30
"C840S44R042",54
"C840S44R043",30
"C840S44R044",30
"C840S44R045",30
"C840S44R046",29
"C840S44R047",29
"C840S44R048",30
"C840S44R049",11
"C840S44R050",29
"C840S44R051",30
"C840S44R052",30
"C840S44R053",11
"C840S44R054",11
"C840S44R055",10
"C840S44R056",29
"C840S44R057",29
"C840S44R058",29
"C840S44R059",29
"C840S44R060",10
"C840S44R108",81
"C840S44R115",53
"C840S44R117",54
"C840S44R120",53
"C840S44R129",54
"C840S44R134",29
"C840S44R144",30
"C840S44R146",29
"C840S44R147",29
"C840S44R155",10
"C840S44R159",29
"C840S44R301",29
"C840S44R302",10
"C840S44R303",30
"C840S44R304",53
"C840S44R305",30
"C840S44R306",53
"C840S44R307",53
"C840S44R308",54
"C840S44R309",54
"C840S44R310",81
"C840S44R410",81
"C840S46R001",198
"C840S46R002",198
"C840S46R003",198
"C840S46R004",198
"C840S46R005",198
"C840S46R006",199
"C840S46R007",199
"C840S46R008",199
"C840S46R009",199
"C840S46R010",199
"C840S46R011",199
"C840S46R012",199
"C840S46R013",199
"C840S46R014",199
"C840S46R015",199
"C840S46R016",199
"C840S46R017",199
"C840S46R018",200
"C840S46R019",200
"C840S46R020",200
"C840S46R021",200
"C840S46R022",200
"C840S46R023",200
"C840S46R024",200
"C840S46R025",229
"C840S46R026",200
"C840S46R027",229
"C840S46R028",229
"C840S46R029",229
"C840S46R030",199
"C840S46R031",200
"C840S46R032",200
"C840S46R033",200
"C840S46R034",200
"C840S46R035",200
"C840S46R036",200
"C840S46R037",200
"C840S46R038",200
"C840S46R039",200
"C840S46R040",200
"C840S46R041",200
"C840S46R042",229
"C840S46R043",200
"C840S46R044",200
"C840S46R045",229
"C840S46R046",200
"C840S46R047",229
"C840S46R048",230
"C840S46R049",230
"C840S46R050",229
"C840S46R051",198
"C840S46R052",198
"C840S46R053",198
"C840S46R054",199
"C840S46R055",199
"C840S46R056",229
"C840S46R057",200
"C840S46R058",229
"C840S46R059",229
"C840S46R102",198
"C840S46R110",199
"C840S46R112",199
"C840S46R121",200
"C840S46R123",200
"C840S46R124",200
"C840S46R125",229
"C840S46R126",200
"C840S46R145",229
"C840S46R149",201
"C840S46R150",229
"C840S46R151",200
"C840S46R152",200
"C840S46R900",200
"C840S46R901",200
"C840S46R902",200
"C840S46R903",200
"C840S46R909",200
"C840S46R910",200
"C840S46R911",199
"C840S46R912",200
"C840S46R920",200
"C840S46R922",200
"C840S46R925",170
"C840S47R001",112
"C840S47R002",143
"C840S47R003",111
"C840S47R004",112
"C840S47R005",111
"C840S47R006",111
"C840S47R007",111
"C840S47R008",111
"C840S47R009",111
"C840S47R010",111
"C840S47R011",111
"C840S47R012",111
"C840S47R013",111
"C840S47R014",110
"C840S47R015",110
"C840S47R016",111
"C840S47R017",110
"C840S47R018",110
"C840S47R019",110
"C840S47R020",110
"C840S47R021",110
"C840S47R022",110
"C840S47R102",142
"C840S47R104",112
"C840S47R112",111
"C840S47R113",111
"C840S47R115",110
"C840S47R118",110
"C840S47R120",110
"C840S47R900",111
"C840S47R901",112
"C840S49R001",49
"C840S49R002",49
"C840S49R003",74
"C840S49R004",50
"C840S49R005",75
"C840S49R006",50
"C840S49R007",75
"C840S49R008",74
"C840S49R009",75
"C840S49R010",75
"C840S49R011",50
"C840S49R012",75
"C840S49R013",75
"C840S49R014",76
"C840S49R015",76
"C840S49R016",75
"C840S49R017",104
"C840S49R018",104
"C840S49R019",134
"C840S49R020",165
"C840S49R021",134
"C840S49R022",165
"C840S49R023",51
"C840S49R024",51
"C840S49R025",76
"C840S49R026",76
"C840S49R027",104
"C840S49R028",104
"C840S49R029",104
"C840S49R030",104
"C840S49R031",104
"C840S49R032",135
"C840S49R033",134
"C840S49R034",134
"C840S49R035",165
"C840S49R036",165
"C840S49R037",134
"C840S49R038",134
"C840S49R039",165
"C840S49R040",51
"C840S49R041",77
"C840S49R042",77
"C840S49R043",76
"C840S49R044",77
"C840S49R045",105
"C840S49R046",105
"C840S49R047",105
"C840S49R048",105
"C840S49R049",135
"C840S49R050",105
"C840S49R051",135
"C840S49R052",135
"C840S49R053",135
"C840S49R054",135
"C840S49R055",166
"C840S49R056",135
"C840S49R057",166
"C840S49R058",166
"C840S49R059",77
"C840S49R060",77
"C840S49R061",105
"C840S49R062",77
"C840S49R063",135
"C840S49R064",105
"C840S49R065",136
"C840S49R066",135
"C840S49R067",135
"C840S49R068",136
"C840S49R069",136
"C840S49R070",106
"C840S49R071",106
"C840S49R072",136
"C840S49R073",136
"C840S49R116",75
"C840S49R126",104
"C840S49R128",104
"C840S49R130",104
"C840S49R131",104
"C840S49R134",134
"C840S49R143",76
"C840S49R146",104
"C840S49R162",77
"C840S49R165",136
"C840S49R166",136
"C840S49R167",135
"C840S49R168",136
"C840S49R172",136
"C840S49R230",104
"C840S49R267",135
"C840S49R900",104
"C840S49R901",74
"C840S49R902",76
"C840S49R903",51
"C840S49R904",51
"C840S49R905",165
"C840S49R906",76
"C840S49R907",134
"C840S49R908",74
"C840S49R909",134
"C840S49R910",134
"C840S49R911",75
"C840S49R912",75
"C840S49R913",75
"C840S49R914",76
"C840S49R915",76
"C840S49R916",134
"C840S50R001",131
"C840S50R002",131
"C840S50R003",130
"C840S50R004",130
"C840S50R005",129
"C840S50R006",129
"C840S50R007",101
"C840S50R008",100
"C840S50R009",100
"C840S50R010",100
"C840S50R011",100
"C840S50R012",99
"C840S50R013",99
"C840S50R014",99
"C840S50R015",72
"C840S50R016",100
"C840S50R017",100
"C840S50R018",72
"C840S50R019",99
"C840S50R020",99
"C840S50R021",71
"C840S50R022",72
"C840S50R023",72
"C840S50R024",72
"C840S50R025",46
"C840S50R026",72
"C840S50R027",71
"C840S50R028",71
"C840S50R029",45
"C840S50R030",70
"C840S50R031",49
"C840S50R032",48
"C840S50R033",48
"C840S50R034",48
"C840S50R035",47
"C840S50R036",47
"C840S50R037",47
"C840S50R038",47
"C840S50R039",47
"C840S50R040",46
"C840S50R041",46
"C840S50R042",46
"C840S50R043",45
"C840S50R044",46
"C840S50R045",28
"C840S50R046",28
"C840S50R047",27
"C840S50R048",27
"C840S50R049",46
"C840S50R050",27
"C840S50R051",27
"C840S50R052",26
"C840S50R053",131
"C840S50R054",131
"C840S50R055",130
"C840S50R056",130
"C840S50R057",129
"C840S50R058",101
"C840S50R059",100
"C840S50R060",99
"C840S50R061",99
"C840S50R062",99
"C840S50R063",72
"C840S50R064",99
"C840S50R065",71
"C840S50R066",71
"C840S50R067",72
"C840S50R068",72
"C840S50R069",72
"C840S50R070",71
"C840S50R071",48
"C840S50R072",48
"C840S50R073",48
"C840S50R074",47
"C840S50R075",47
"C840S50R076",46
"C840S50R077",45
"C840S50R078",28
"C840S50R079",28
"C840S50R080",27
"C840S50R081",27
"C840S50R082",27
"C840S50R102",131
"C840S50R139",46
"C840S50R140",46
"C840S50R153",131
"C840S50R179",28
"C840S50R900",72
"C840S50R902",46
"C840S50R903",101
"C840S50R904",98
"C840S51R001",366
"C840S51R002",366
"C840S51R003",328
"C840S51R004",303
"C840S51R005",328
"C840S51R006",350
"C840S51R007",328
"C840S51R008",350
"C840S51R009",366
"C840S51R010",366
"C840S51R011",303
"C840S51R012",303
"C840S51R013",329
"C840S51R014",329
"C840S51R015",351
"C840S51R016",351
"C840S51R017",367
"C840S51R018",367
"C840S51R019",367
"C840S51R020",367
"C840S51R021",304
"C840S51R022",329
"C840S51R023",329
"C840S51R024",351
"C840S51R025",329
"C840S51R026",351
"C840S51R027",367
"C840S51R028",367
"C840S51R029",383
"C840S51R030",367
"C840S51R031",367
"C840S51R032",350
"C840S51R033",366
"C840S51R034",328
"C840S51R035",350
"C840S51R036",350
"C840S51R037",367
"C840S51R038",329
"C840S51R039",329
"C840S51R040",328
"C840S51R041",329
"C840S51R042",304
"C840S51R043",366
"C840S51R101",365
"C840S51R104",328
"C840S51R105",328
"C840S51R111",303
"C840S51R113",329
"C840S51R119",367
"C840S51R124",351
"C840S51R129",367
"C840S51R205",328
"C840S51R224",351
"C840S51R229",367
"C840S51R900",366
"C840S51R901",351
"C840S51R902",351
"C840S51R903",350
"C840S51R904",328
"C840S51R905",328
"C840S51R906",329
"C840S51R907",366
"C840S51R908",350
"C840S51R909",350
"C840S51R910",351
"C840S51R911",329
"C840S51R912",329
"C840S51R913",329
"C840S51R914",350
"C840S51R915",350
"C840S51R916",350
"C840S51R917",350
"C840S51R918",328
"C840S51R919",350
"C840S51R920",350
"C840S52R001",278
"C840S52R002",277
"C840S52R003",276
"C840S52R004",276
"C840S52R005",275
"C840S52R006",275
"C840S52R007",249
"C840S52R008",249
"C840S52R009",249
"C840S52R010",248
"C840S52R011",248
"C840S52R012",248
"C840S52R013",247
"C840S52R014",247
"C840S52R015",247
"C840S52R016",275
"C840S52R017",249
"C840S52R018",248
"C840S52R019",220
"C840S52R020",247
"C840S52R021",248
"C840S52R022",247
"C840S52R023",247
"C840S52R024",219
"C840S52R025",220
"C840S52R026",220
"C840S52R027",220
"C840S52R028",220
"C840S52R029",219
"C840S52R030",219
"C840S52R031",219
"C840S52R032",218
"C840S52R033",191
"C840S52R034",191
"C840S52R035",190
"C840S52R036",189
"C840S52R037",189
"C840S52R052",277
"C840S52R053",277
"C840S52R054",275
"C840S52R055",275
"C840S52R056",249
"C840S52R057",249
"C840S52R058",249
"C840S52R059",248
"C840S52R061",248
"C840S52R062",248
"C840S52R064",220
"C840S52R066",219
"C840S52R067",219
"C840S52R068",191
"C840S52R070",190
"C840S52R071",189
"C840S52R109",249
"C840S52R112",248
"C840S52R117",249
"C840S52R122",247
"C840S52R124",247
"C840S52R126",220
"C840S52R130",219
"C840S52R131",219
"C840S52R133",191
"C840S52R136",189
"C840S52R137",189
"C840S52R138",189
"C840S52R139",190
"C840S52R140",190
"C840S52R141",191
"C840S52R142",191
"C840S52R143",218
"C840S52R144",219
"C840S52R145",220
"C840S52R146",220
"C840S52R147",221
"C840S52R148",247
"C840S52R149",247
"C840S52R150",248
"C840S52R151",248
"C840S52R152",249
"C840S52R153",247
"C840S52R154",247
"C840S52R155",248
"C840S52R156",248
"C840S52R157",249
"C840S52R158",277
"C840S52R159",275
"C840S52R160",275
"C840S52R161",276
"C840S52R162",276
"C840S52R163",277
"C840S52R164",277
"C840S52R212",248
"C840S52R217",249
"C840S52R317",249
"C840S53R001",7
"C840S53R002",17
"C840S53R003",8
"C840S53R004",9
"C840S53R005",9
"C840S53R006",20
"C840S53R007",20
"C840S53R008",20
"C840S53R009",21
"C840S53R010",21
"C840S53R011",22
"C840S53R012",22
"C840S53R013",17
"C840S53R014",18
"C840S53R015",18
"C840S53R016",18
"C840S53R017",19
"C840S53R018",19
"C840S53R019",20
"C840S53R020",39
"C840S53R021",40
"C840S53R022",40
"C840S53R023",41
"C840S53R024",42
"C840S53R025",17
"C840S53R026",37
"C840S53R027",37
"C840S53R028",37
"C840S53R029",38
"C840S53R030",39
"C840S53R031",39
"C840S53R032",40
"C840S53R033",65
"C840S53R034",41
"C840S53R035",66
"C840S53R036",36
"C840S53R037",62
"C840S53R038",38
"C840S53R039",63
"C840S53R040",64
"C840S53R041",64
"C840S53R042",65
"C840S53R043",65
"C840S53R044",66
"C840S53R045",66
"C840S53R046",62
"C840S53R047",63
"C840S53R063",17
"C840S53R064",17
"C840S53R074",18
"C840S53R075",17
"C840S53R076",37
"C840S53R086",36
"C840S53R087",62
"C840S53R097",62
"C840S53R101",17
"C840S53R103",8
"C840S53R105",9
"C840S53R131",39
"C840S53R137",62
"C840S53R138",38
"C840S53R176",37
"C840S53R231",39
"C840S53R300",7
"C840S53R301",8
"C840S53R302",8
"C840S53R303",18
"C840S53R304",19
"C840S53R305",20
"C840S53R306",20
"C840S53R307",21
"C840S53R308",21
"C840S53R309",22
"C840S53R310",22
"C840S53R311",23
"C840S53R312",18
"C840S53R313",38
"C840S53R314",19
"C840S53R315",38
"C840S53R316",20
"C840S53R317",40
"C840S53R318",40
"C840S53R319",41
"C840S53R320",41
"C840S53R321",22
"C840S53R322",37
"C840S53R323",37
"C840S53R324",38
"C840S53R325",38
"C840S53R326",39
"C840S53R327",39
"C840S53R328",65
"C840S53R329",40
"C840S53R330",66
"C840S53R331",41
"C840S53R332",62
"C840S53R333",63
"C840S53R334",63
"C840S53R335",64
"C840S53R336",64
"C840S53R337",65
"C840S53R338",65
"C840S53R339",66
"C840S53R340",66
"C840S53R341",63
"C840S53R800",8
"C840S53R900",8
"C840S53R901",36
"C840S53R902",37
"C840S53R903",37
"C840S53R904",37
"C840S53R905",18
"C840S53R906",37
"C840S53R907",64
"C840S53R908",39
"C840S53R955",18
"C840S53R956",18
"C840S54R001",189
"C840S54R002",189
"C840S54R003",188
"C840S54R004",188
"C840S54R005",188
"C840S54R006",187
"C840S54R007",187
"C840S54R008",187
"C840S54R009",186
"C840S54R010",186
"C840S54R011",186
"C840S54R012",189
"C840S54R013",189
"C840S54R014",188
"C840S54R015",159
"C840S54R016",158
"C840S54R017",159
"C840S54R018",158
"C840S54R019",187
"C840S54R020",186
"C840S54R021",156
"C840S54R022",159
"C840S54R023",128
"C840S54R024",159
"C840S54R025",127
"C840S54R026",158
"C840S54R027",158
"C840S54R028",158
"C840S54R029",157
"C840S54R030",155
"C840S54R031",126
"C840S54R032",186
"C840S54R033",155
"C840S54R034",125
"C840S54R035",186
"C840S54R036",186
"C840S54R037",157
"C840S54R038",157
"C840S54R039",156
"C840S54R040",155
"C840S54R041",157
"C840S54R042",157
"C840S54R043",156
"C840S54R044",125
"C840S54R103",188
"C840S54R116",158
"C840S54R119",187
"C840S54R124",159
"C840S54R130",155
"C840S54R203",188
"C840S54R219",187
"C840S54R900",124
"C840S54R901",125
"C840S55R001",116
"C840S55R002",116
"C840S55R003",117
"C840S55R004",117
"C840S55R005",149
"C840S55R006",119
"C840S55R007",146
"C840S55R008",147
"C840S55R009",148
"C840S55R010",148
"C840S55R011",149
"C840S55R012",149
"C840S55R013",146
"C840S55R014",176
"C840S55R015",177
"C840S55R016",177
"C840S55R017",178
"C840S55R018",178
"C840S55R019",175
"C840S55R020",176
"C840S55R021",177
"C840S55R022",177
"C840S55R023",206
"C840S55R024",178
"C840S55R025",205
"C840S55R027",207
"C840S55R028",207
"C840S55R029",234
"C840S55R030",234
"C840S55R031",235
"C840S55R032",262
"C840S55R033",263
"C840S55R037",118
"C840S55R043",149
"C840S55R045",147
"C840S55R101",116
"C840S55R103",117
"C840S55R108",147
"C840S55R114",147
"C840S55R119",175
"C840S55R120",176
"C840S55R121",177
"C840S55R125",205
"C840S55R130",234
"C840S55R143",149
"C840S55R208",147
"C840S55R901",178
"C840S55R902",118
"C840S55R903",116
"C840S55R904",147
"C840S55R905",177
"C840S55R906",234
"C840S55R907",116
"C840S55R908",207
"C840S55R909",147
"C840S58R001",111
"C840S58R002",111
"C840S58R003",110
"C840S58R004",81
"C840S58R005",81
"C840S58R006",81
"C840S58R007",81
"C840S58R008",81
"C840S58R009",81
"C840S58R010",81
"C840S58R011",80
"C840S58R012",81
"C840S58R013",110
"C840S58R014",110
"C840S58R015",80
"C840S58R016",81
"C840S58R017",81
"C840S58R018",80
"C840S58R019",53
"C840S58R020",52
"C840S58R021",53
"C840S58R022",52
"C840S58R023",81
"C840S58R102",111
"C840S58R116",81
"C840S59R001",171
"C840S59R002",200
"C840S59R003",200
"C840S59R004",200
"C840S59R005",172
"C840S59R006",171
"C840S59R007",172
"C840S59R008",172
"C840S59R009",201
"C840S59R010",171
"C840S59R011",172
"C840S59R012",172
"C840S59R013",172
"C840S59R014",171
"C840S59R015",172
"C840S59R016",171
"C840S59R017",141
"C840S59R018",141
"C840S59R019",140
"C840S59R020",171
"C840S59R021",140
"C840S59R022",141
"C840S59R023",171
"C840S59R024",172
"C840S59R025",172
"C840S59R026",172
"C840S59R027",172
"C840S59R028",172
"C840S59R029",201
"C840S59R030",201
"C840S59R031",201
"C840S59R032",172
"C840S59R033",172
"C840S59R104",171
"C840S59R107",172
"C840S59R109",171
"C840S59R111",172
"C840S59R114",171
"C840S59R116",171
"C840S59R131",201
"C840S59R132",172
"C840S59R204",171
"C840S59R231",201
"C840S59R232",172
"C840S60R001",239
"C840S60R002",267
"C840S60R003",268
"C840S60R004",268
"C840S60R005",269
"C840S60R006",269
"C840S60R007",266
"C840S60R008",267
"C840S60R009",294
"C840S60R010",294
"C840S60R011",269
"C840S60R012",295
"C840S60R013",292
"C840S60R014",293
"C840S60R015",293
"C840S60R016",319
"C840S60R017",320
"C840S60R018",320
"C840S60R019",317
"C840S60R020",318
"C840S60R021",318
"C840S60R022",319
"C840S60R023",319
"C840S60R024",320
"C840S60R025",339
"C840S60R026",339
"C840S60R027",340
"C840S60R028",319
"C840S60R029",341
"C840S60R030",342
"C840S60R031",339
"C840S60R051",266
"C840S60R052",267
"C840S60R053",267
"C840S60R054",268
"C840S60R055",269
"C840S60R056",269
"C840S60R057",292
"C840S60R058",293
"C840S60R059",267
"C840S60R060",268
"C840S60R061",295
"C840S60R062",269
"C840S60R063",292
"C840S60R064",318
"C840S60R065",293
"C840S60R066",319
"C840S60R067",294
"C840S60R068",295
"C840S60R069",317
"C840S60R070",318
"C840S60R071",318
"C840S60R072",319
"C840S60R073",319
"C840S60R074",320
"C840S60R075",339
"C840S60R076",317
"C840S60R077",340
"C840S60R078",341
"C840S60R079",341
"C840S60R080",342
"C840S60R081",339
"C840S60R082",339
"C840S60R101",239
"C840S60R107",292
"C840S60R111",295
"C840S60R112",295
"C840S60R114",293
"C840S60R115",318
"C840S60R116",319
"C840S60R121",318
"C840S60R126",340
"C840S60R130",342
"C840S60R153",267
"C840S60R154",268
"C840S60R155",269
"C840S60R158",293
"C840S60R163",292
"C840S60R164",293
"C840S60R166",319
"C840S60R201",239
"C840S60R221",318
"C840S60R263",292
"C840S60R301",239
"C840S60R900",269
"C840S61R001",142
"C840S61R002",141
"C840S61R003",141
"C840S61R004",172
"C840S61R005",141
"C840S61R006",141
"C840S61R007",141
"C840S61R008",141
"C840S61R009",141
"C840S61R010",141
"C840S61R011",141
"C840S61R012",141
"C840S61R013",140
"C840S61R014",140
"C840S61R015",140
"C840S61R016",110
"C840S61R017",110
"C840S61R018",110
"C840S61R019",110
"C840S61R020",110
"C840S61R021",109
"C840S61R022",109
"C840S61R023",109
"C840S61R024",109
"C840S61R025",109
"C840S61R026",109
"C840S61R027",109
"C840S61R028",141
"C840S61R029",109
"C840S61R030",140
"C840S61R031",140
"C840S61R032",109
"C840S61R033",140
"C840S61R034",109
"C840S61R035",109
"C840S61R036",140
"C840S61R037",108
"C840S61R038",140
"C840S61R039",139
"C840S61R040",108
"C840S61R041",139
"C840S61R042",108
"C840S61R043",139
"C840S61R044",140
"C840S61R045",138
"C840S61R046",139
"C840S61R047",108
"C840S61R048",108
"C840S61R049",139
"C840S61R050",139
"C840S61R051",108
"C840S61R052",138
"C840S61R053",138
"C840S61R054",107
"C840S61R055",138
"C840S61R056",138
"C840S61R057",138
"C840S61R058",138
"C840S61R059",138
"C840S61R060",138
"C840S61R061",138
"C840S61R062",138
"C840S61R063",138
"C840S61R064",107
"C840S61R065",107
"C840S61R066",107
"C840S61R067",107
"C840S61R068",108
"C840S61R069",108
"C840S61R070",108
"C840S61R071",78
"C840S61R072",108
"C840S61R073",109
"C840S61R074",109
"C840S61R075",108
"C840S61R076",109
"C840S61R077",109
"C840S61R078",109
"C840S61R079",109
"C840S61R080",109
"C840S61R081",109
"C840S61R082",109
"C840S61R083",79
"C840S61R084",79
"C840S61R085",109
"C840S61R086",109
"C840S61R087",79
"C840S61R088",79
"C840S61R089",110
"C840S61R090",110
"C840S61R091",110
"C840S61R092",79
"C840S61R093",79
"C840S61R094",78
"C840S61R095",79
"C840S61R096",78
"C840S61R097",79
"C840S61R098",79
"C840S61R099",79
"C840S61R100",79
"C840S61R101",79
"C840S61R102",79
"C840S61R103",79
"C840S61R104",79
"C840S61R105",79
"C840S61R106",79
"C840S61R107",79
"C840S61R108",79
"C840S61R109",79
"C840S61R110",139
"C840S61R111",138
"C840S61R112",79
"C840S61R113",78
"C840S61R114",79
"C840S61R120",110
"C840S61R121",140
"C840S61R123",109
"C840S61R127",109
"C840S61R136",140
"C840S61R146",139
"C840S61R154",107
"C840S61R169",108
"C840S61R182",109
"C840S61R199",79
"C840S61R206",79
"C840S61R207",141
"C840S61R210",141
"C840S61R212",141
"C840S61R301",79
"C840S63R001",310
"C840S63R002",285
"C840S63R003",311
"C840S63R004",310
"C840S63R005",310
"C840S63R006",310
"C840S63R007",258
"C840S63R008",285
"C840S63R009",285
"C840S63R010",257
"C840S63R011",285
"C840S63R012",284
"C840S63R013",284
"C840S63R014",283
"C840S63R015",283
"C840S63R016",283
"C840S63R017",283
"C840S63R018",282
"C840S63R019",282
"C840S63R020",282
"C840S63R021",282
"C840S63R022",281
"C840S63R023",257
"C840S63R024",256
"C840S63R025",284
"C840S63R026",255
"C840S63R027",283
"C840S63R028",282
"C840S63R029",258
"C840S63R030",307
"C840S63R031",282
"C840S63R101",310
"C840S63R106",310
"C840S63R107",258
"C840S63R108",285
"C840S63R109",285
"C840S63R116",283
"C840S63R118",282
"C840S63R119",282
"C840S63R121",282
"C840S63R123",257
"C840S63R126",255
"C840S63R129",258
"C840S63R202",285
"C840S63R203",285
"C840S63R204",311
"C840S63R205",311
"C840S63R206",284
"C840S63R207",309
"C840S63R208",285
"C840S63R210",285
"C840S63R211",285
"C840S63R212",284
"C840S63R213",284
"C840S63R214",284
"C840S63R215",283
"C840S63R216",283
"C840S63R217",283
"C840S63R218",282
"C840S63R219",282
"C840S63R220",282
"C840S63R221",282
"C840S63R222",307
"C840S63R223",257
"C840S63R224",256
"C840S63R225",284
"C840S63R226",255
"C840S63R227",283
"C840S63R228",282
"C840S63R229",257
"C840S63R230",257
"C840S63R231",257
"C840S63R232",256
"C840S63R233",255
"C840S63R234",255
"C840S63R301",254
"C840S63R302",283
"C840S63R303",256
"C840S63R304",256
"C840S63R305",256
"C840S63R306",257
"C840S63R307",307
"C840S63R308",308
"C840S63R309",282
"C840S63R310",283
"C840S63R311",285
"C840S63R312",284
"C840S63R313",285
"C840S63R314",284
"C840S63R315",284
"C840S63R316",284
"C840S63R317",285
"C840S63R318",284
"C840S63R319",285
"C840S63R329",257
"C840S63R419",285
"C840S63R900",284
"C840S63R902",285
"C840S63R903",285
"C840S63R904",283
"C840S63R905",257
"C840S63R906",281
"C840S63R907",282
"C840S63R908",282
"C840S63R909",282
"C840S63R910",307
"C840S63R911",307
"C840S63R912",307
"C840S63R913",285
"C840S63R914",310
"C840S63R915",285
"C840S63R916",257
"C840S63R917",281
"C840S64R001",70
"C840S64R002",70
"C840S64R003",44
"C840S64R004",69
"C840S64R005",44
"C840S64R006",69
"C840S64R007",45
"C840S64R008",45
"C840S64R009",45
"C840S64R010",44
"C840S64R011",44
"C840S64R012",44
"C840S64R013",26
"C840S64R014",26
"C840S64R015",44
"C840S64R016",25
"C840S64R017",25
"C840S64R018",25
"C840S64R019",43
"C840S64R020",68
"C840S64R021",42
"C840S64R022",42
"C840S64R023",24
"C840S64R024",24
"C840S64R025",23
"C840S64R026",23
"C840S64R027",70
"C840S64R028",24
"C840S64R029",68
"C840S64R030",67
"C840S64R031",43
"C840S64R032",42
"C840S64R033",42
"C840S64R034",68
"C840S64R035",42
"C840S64R036",68
"C840S64R037",43
"C840S64R038",23
"C840S64R039",23
"C840S64R040",24
"C840S64R041",43
"C840S64R042",44
"C840S64R043",69
"C840S64R044",25
"C840S64R103",44
"C840S64R113",26
"C840S64R115",44
"C840S64R120",68
"C840S64R127",70
"C840S64R129",68
"C840S66R001",166
"C840S66R002",166
"C840S66R003",166
"C840S66R005",167
"C840S66R006",167
"C840S66R007",167
"C840S66R008",166
"C840S66R011",167
"C840S66R012",167
"C840S66R013",167
"C840S66R015",168
"C840S66R016",168
"C840S66R017",168
"C840S66R018",167
"C840S66R021",168
"C840S66R022",168
"C840S66R024",195
"C840S66R025",166
"C840S66R026",195
"C840S66R027",195
"C840S66R031",196
"C840S66R032",196
"C840S66R033",196
"C840S66R034",196
"C840S66R035",196
"C840S66R039",196
"C840S66R040",167
"C840S66R041",196
"C840S66R042",196
"C840S66R043",197
"C840S66R046",168
"C840S66R047",168
"C840S66R048",197
"C840S66R049",197
"C840S66R050",197
"C840S66R051",197
"C840S66R056",197
"C840S66R057",168
"C840S66R058",195
"C840S66R059",224
"C840S66R060",224
"C840S66R061",195
"C840S66R064",225
"C840S66R065",196
"C840S66R066",196
"C840S66R067",196
"C840S66R068",195
"C840S66R072",225
"C840S66R073",197
"C840S66R074",225
"C840S66R075",196
"C840S66R076",225
"C840S66R080",197
"C840S66R081",197
"C840S66R082",197
"C840S66R083",197
"C840S66R085",225
"C840S66R086",225
"C840S66R087",225
"C840S66R088",225
"C840S66R107",167
"C840S66R112",167
"C840S66R113",167
"C840S66R116",168
"C840S66R118",167
"C840S66R126",195
"C840S66R141",196
"C840S66R148",197
"C840S66R150",197
"C840S66R151",197
"C840S66R157",168
"C840S66R159",195
"C840S66R161",195
"C840S66R165",196
"C840S66R166",196
"C840S66R168",195
"C840S66R181",197
"C840S66R188",225
"C840S66R251",197
"C840S66R901",225
"C840S66R902",225
"C840S66R903",196
"C840S66R904",196
"C840S66R905",225
"C840S66R906",197
"C840S66R907",225
"C840S66R908",167
"C840S66R952",225
"C840S67R001",325
"C840S67R002",300
"C840S67R003",300
