"route_uniq","fips","lat","lon","type"
"C840S17R219","08101",38.13336376,-104.30375657,"centroid"
"C840S17R220","08061",38.32127559,-103.18566981,"centroid"
"C840S17R220","08011",38.32127559,-103.18566981,"centroid"
"C840S17R221","08061",38.29708293,-102.56314558,"centroid"
"C840S17R221","08099",38.29708293,-102.56314558,"centroid"
"C840S17R222","08033",37.79840833,-108.21841154,"centroid"
"C840S17R223","08053",37.40766005,-107.18762429,"centroid"
"C840S17R223","08007",37.40766005,-107.18762429,"centroid"
"C840S17R224","08021",37.22257761,-106.42633317,"centroid"
"C840S17R225","08003",37.61621858,-105.80049707,"centroid"
"C840S17R226","08071",37.22257147,-104.74735244,"centroid"
"C840S17R227","08071",37.49731899,-103.24849686,"centroid"
"C840S17R228","08009",37.17550989,-102.48916304,"centroid"
"C840S17R253","08053",37.95779169,-107.27764397,"centroid"
"C840S17R301","08081",40.35666039,-108.77322082,"centroid"
"C840S17R302","08081",40.53241407,-107.88284515,"centroid"
"C840S17R303","08107",40.84263149,-106.94102056,"centroid"
"C840S17R304","08069",40.6217249,-105.58004238,"centroid"
"C840S17R305","08123",40.72896622,-104.68585524,"centroid"
"C840S17R306","08075",40.3686007,-103.58901118,"centroid"
"C840S17R306","08087",40.3686007,-103.58901118,"centroid"
"C840S17R306","08121",40.3686007,-103.58901118,"centroid"
"C840S17R307","08075",40.95324676,-102.52844945,"centroid"
"C840S17R307","08115",40.95324676,-102.52844945,"centroid"
"C840S17R308","08103",39.57065534,-108.95231824,"centroid"
"C840S17R308","08045",39.57065534,-108.95231824,"centroid"
"C840S17R309","08029",39.1541758,-107.5449849,"centroid"
"C840S17R309","08051",39.1541758,-107.5449849,"centroid"
"C840S17R309","08077",39.1541758,-107.5449849,"centroid"
"C840S17R310","08065",39.14482749,-106.22210679,"centroid"
"C840S17R310","08093",39.14482749,-106.22210679,"centroid"
"C840S17R311","08093",39.27661661,-105.85398957,"centroid"
"C840S17R311","08117",39.27661661,-105.85398957,"centroid"
"C840S17R312","08005",39.60140743,-104.4823326,"centroid"
"C840S17R312","08039",39.60140743,-104.4823326,"centroid"
"C840S17R313","08063",39.38722832,-103.04020509,"centroid"
"C840S17R313","08121",39.38722832,-103.04020509,"centroid"
"C840S17R314","08063",39.34747194,-102.11390846,"centroid"
"C840S17R315","08085",38.10270694,-108.64094689,"centroid"
"C840S17R315","08113",38.10270694,-108.64094689,"centroid"
"C840S17R316","08053",38.28606655,-107.13722151,"centroid"
"C840S17R316","08051",38.28606655,-107.13722151,"centroid"
"C840S17R317","08015",38.39756334,-106.26828125,"centroid"
"C840S17R317","08109",38.39756334,-106.26828125,"centroid"
"C840S17R318","08043",38.62747329,-105.55073918,"centroid"
"C840S17R319","08041",38.72815723,-104.46021233,"centroid"
"C840S17R320","08073",38.75353791,-103.56816633,"centroid"
"C840S17R321","08061",38.42325951,-102.20841487,"centroid"
"C840S17R321","08099",38.42325951,-102.20841487,"centroid"
"C840S17R322","08083",37.72577708,-108.60687504,"centroid"
"C840S17R322","08033",37.72577708,-108.60687504,"centroid"
"C840S17R323","08067",37.11205975,-107.81999679,"centroid"
"C840S17R324","08105",37.52603544,-106.60055864,"centroid"
"C840S17R325","08023",37.09613231,-105.72860098,"centroid"
"C840S17R325","08021",37.09613231,-105.72860098,"centroid"
"C840S17R326","08055",37.50578212,-104.76798692,"centroid"
"C840S17R327","08089",37.81471652,-103.81272674,"centroid"
"C840S17R328","08009",37.3808637,-102.85382067,"centroid"
"C840S17R351","08103",40.08076909,-108.5934333,"centroid"
"C840S17R352","08103",40.22504356,-107.69316569,"centroid"
"C840S17R352","08081",40.22504356,-107.69316569,"centroid"
"C840S17R353","08049",40.23737323,-106.03500771,"centroid"
"C840S17R354","08013",40.0640232,-105.43082926,"centroid"
"C840S17R358","08103",39.89098461,-108.32291361,"centroid"
"C840S17R359","08103",39.70623368,-107.80349983,"centroid"
"C840S17R359","08045",39.70623368,-107.80349983,"centroid"
"C840S17R360","08037",39.90729814,-106.46001599,"centroid"
"C840S17R360","08049",39.90729814,-106.46001599,"centroid"
"C840S17R360","08117",39.90729814,-106.46001599,"centroid"
"C840S17R361","08013",39.89312114,-105.60656842,"centroid"
"C840S17R361","08047",39.89312114,-105.60656842,"centroid"
"C840S17R362","08039",39.09708649,-104.64369216,"centroid"
"C840S17R362","08041",39.09708649,-104.64369216,"centroid"
"C840S17R365","08085",38.35921549,-108.40258875,"centroid"
"C840S17R366","08085",38.24167001,-107.58609114,"centroid"
"C840S17R366","08051",38.24167001,-107.58609114,"centroid"
"C840S17R366","08091",38.24167001,-107.58609114,"centroid"
"C840S17R367","08109",38.14768581,-106.68234073,"centroid"
"C840S17R368","08027",38.31510833,-105.46664522,"centroid"
"C840S17R368","08043",38.31510833,-105.46664522,"centroid"
"C840S17R372","08083",37.48680764,-108.27656376,"centroid"
"C840S17R373","08113",37.86245826,-107.90858311,"centroid"
"C840S17R373","08033",37.86245826,-107.90858311,"centroid"
"C840S17R374","08109",37.92803795,-106.45205718,"centroid"
"C840S17R375","08055",37.81080751,-105.22158993,"centroid"
"C840S17R376","08071",37.27126155,-104.67016305,"centroid"
"C840S17R377","08103",39.871749,-108.284991,"start"
"C840S17R378","08037",39.87767,-106.464022,"start"
"C840S17R410","08093",39.14745545,-106.07610244,"centroid"
"C840S17R412","08001",39.94259885,-104.30717301,"centroid"
"C840S17R419","08101",38.1406932,-104.26936811,"centroid"
"C840S17R422","08083",37.38416684,-108.53947512,"centroid"
"C840S17R423","08067",37.1328613,-107.83175857,"centroid"
"C840S17R425","08023",37.12089453,-105.64204053,"centroid"
"C840S17R453","08049",40.32728563,-106.09177564,"centroid"
"C840S17R453","08057",40.32728563,-106.09177564,"centroid"
"C840S17R900","08001",39.83971746,-104.8290678,"centroid"
"C840S17R900","08031",39.83971746,-104.8290678,"centroid"
"C840S17R901","08123",40.86064974,-104.6183505,"centroid"
"C840S17R902","08019",39.6487138,-105.55236503,"centroid"
"C840S17R902","08059",39.6487138,-105.55236503,"centroid"
"C840S17R903","08083",37.27166023,-108.45170064,"centroid"
"C840S17R904","08069",40.3980068,-105.64638678,"centroid"
"C840S18R001","09011",41.47557642,-71.97158613,"centroid"
"C840S18R002","09003",41.84192993,-72.91114727,"centroid"
"C840S18R002","09005",41.84192993,-72.91114727,"centroid"
"C840S18R003","09003",41.67832626,-72.33795275,"centroid"
"C840S18R003","09011",41.67832626,-72.33795275,"centroid"
"C840S18R003","09013",41.67832626,-72.33795275,"centroid"
"C840S18R004","09011",41.55750252,-72.15303613,"centroid"
"C840S18R004","09015",41.55750252,-72.15303613,"centroid"
"C840S18R005","09015",41.90992048,-72.05448423,"centroid"
"C840S18R006","09007",41.32108569,-72.6397324,"centroid"
"C840S18R006","09009",41.32108569,-72.6397324,"centroid"
"C840S18R007","09013",41.80005475,-72.29084046,"centroid"
"C840S18R007","09015",41.80005475,-72.29084046,"centroid"
"C840S18R008","09005",41.68003309,-73.22435453,"centroid"
"C840S18R009","09001",41.69507857,-73.48099245,"centroid"
"C840S18R009","09005",41.69507857,-73.48099245,"centroid"
"C840S18R010","09001",41.14961235,-73.53594507,"centroid"
"C840S18R011","09001",41.42899826,-73.50676434,"centroid"
"C840S18R012","09005",41.72943686,-73.25115492,"centroid"
"C840S18R013","09001",41.40351662,-73.2790351,"centroid"
"C840S18R013","09005",41.40351662,-73.2790351,"centroid"
"C840S18R013","09009",41.40351662,-73.2790351,"centroid"
"C840S18R014","09007",41.5370019,-72.45061517,"centroid"
"C840S18R014","09011",41.5370019,-72.45061517,"centroid"
"C840S18R015","09003",41.72906455,-72.88019703,"centroid"
"C840S18R016","09003",41.95727683,-72.8323172,"centroid"
"C840S18R016","09005",41.95727683,-72.8323172,"centroid"
"C840S18R102","09003",41.87907766,-72.9777996,"centroid"
"C840S18R102","09005",41.87907766,-72.9777996,"centroid"
"C840S18R105","09015",41.9407577,-72.1389149,"start"
"C840S18R112","09005",41.7487967,-73.350226,"start"
"C840S18R116","09003",41.95978356,-72.83067618,"centroid"
"C840S18R116","09005",41.95978356,-72.83067618,"centroid"
"C840S21R001","10001",39.3678089,-75.67835819,"centroid"
"C840S21R001","10003",39.3678089,-75.67835819,"centroid"
"C840S21R002","10003",39.63641042,-75.68452872,"centroid"
"C840S21R003","10001",38.91114271,-75.38195583,"centroid"
"C840S21R003","10005",38.91114271,-75.38195583,"centroid"
"C840S21R004","10001",39.06993507,-75.640266,"centroid"
"C840S21R004","24011",39.06993507,-75.640266,"centroid"
"C840S21R005","10001",39.14992582,-75.48056462,"centroid"
"C840S21R006","10005",38.50251901,-75.35577823,"centroid"
"C840S21R007","10005",38.65710193,-75.4071767,"centroid"
"C840S21R008","10005",38.4728345,-75.24377143,"centroid"
"C840S21R009","10005",38.70765044,-75.11418764,"centroid"
"C840S21R010","10001",38.88855596,-75.36944377,"centroid"
"C840S21R010","10005",38.88855596,-75.36944377,"centroid"
"C840S21R105","10001",39.32313272,-75.54154219,"centroid"
"C840S21R105","10003",39.32313272,-75.54154219,"centroid"
"C840S21R107","10005",38.64168592,-75.41059274,"centroid"
"C840S21R108","10005",38.48724298,-75.31502793,"centroid"
"C840S21R109","10005",38.72980296,-75.32968725,"centroid"
"C840S21R900","10001",39.0295357,-75.459356,"start"
"C840S21R901","10001",39.0295357,-75.459356,"start"
"C840S21R921","10001",39.0295357,-75.459356,"start"
"C840S25R001","12033",30.79141025,-87.34638874,"centroid"
"C840S25R002","12091",30.38926222,-86.48063327,"centroid"
"C840S25R002","12131",30.38926222,-86.48063327,"centroid"
"C840S25R003","12091",30.67315916,-86.38306705,"centroid"
"C840S25R003","12131",30.67315916,-86.38306705,"centroid"
"C840S25R004","12013",30.35778816,-85.15610299,"centroid"
"C840S25R005","12013",30.32917477,-85.42983856,"centroid"
"C840S25R005","12005",30.32917477,-85.42983856,"centroid"
"C840S25R006","12073",30.57902063,-84.19922164,"centroid"
"C840S25R007","12005",30.52100164,-85.85265418,"centroid"
"C840S25R007","12133",30.52100164,-85.85265418,"centroid"
"C840S25R008","12077",30.42984378,-84.91055031,"centroid"
"C840S25R009","12037",29.71512512,-85.21896865,"centroid"
"C840S25R009","12045",29.71512512,-85.21896865,"centroid"
"C840S25R010","12065",30.43094766,-83.79084341,"centroid"
"C840S25R010","12123",30.43094766,-83.79084341,"centroid"
"C840S25R011","12123",29.77994754,-83.51799028,"centroid"
"C840S25R012","12047",30.37237797,-82.75883793,"centroid"
"C840S25R012","12121",30.37237797,-82.75883793,"centroid"
"C840S25R012","12023",30.37237797,-82.75883793,"centroid"
"C840S25R013","12001",29.51808102,-82.35813958,"centroid"
"C840S25R013","12083",29.51808102,-82.35813958,"centroid"
"C840S25R013","12075",29.51808102,-82.35813958,"centroid"
"C840S25R014","12083",29.24520738,-82.53582322,"centroid"
"C840S25R014","12075",29.24520738,-82.53582322,"centroid"
"C840S25R015","12037",29.86131771,-84.9176878,"centroid"
"C840S25R016","12057",28.1420293,-82.54149319,"centroid"
"C840S25R016","12101",28.1420293,-82.54149319,"centroid"
"C840S25R017","12081",27.39602977,-82.24215329,"centroid"
"C840S25R018","12109",29.8932281,-81.48909399,"centroid"
"C840S25R019","12089",30.72378239,-81.96558055,"centroid"
"C840S25R020","12105",28.30096542,-82.15922737,"centroid"
"C840S25R020","12101",28.30096542,-82.15922737,"centroid"
"C840S25R021","12019",29.76626026,-81.7614532,"centroid"
"C840S25R021","12107",29.76626026,-81.7614532,"centroid"
"C840S25R022","12105",28.18830773,-81.95157323,"centroid"
"C840S25R023","12069",28.68701121,-81.91706183,"centroid"
"C840S25R023","12119",28.68701121,-81.91706183,"centroid"
"C840S25R024","12055",27.20903714,-81.36569982,"centroid"
"C840S25R025","12009",28.66378844,-80.79376912,"centroid"
"C840S25R026","12021",26.32375732,-81.54193305,"centroid"
"C840S25R027","12081",27.54157284,-82.08664578,"centroid"
"C840S25R027","12049",27.54157284,-82.08664578,"centroid"
"C840S25R027","12057",27.54157284,-82.08664578,"centroid"
"C840S25R028","12021",25.90976157,-81.17270653,"centroid"
"C840S25R028","12087",25.90976157,-81.17270653,"centroid"
"C840S25R029","12105",27.75681445,-81.68704577,"centroid"
"C840S25R029","12049",27.75681445,-81.68704577,"centroid"
"C840S25R030","12097",27.82391864,-80.94930488,"centroid"
"C840S25R031","12085",27.01908005,-80.54796872,"centroid"
"C840S25R031","12099",27.01908005,-80.54796872,"centroid"
"C840S25R032","12015",26.72272927,-81.82264141,"centroid"
"C840S25R032","12071",26.72272927,-81.82264141,"centroid"
"C840S25R033","12011",26.0749331,-80.30912327,"centroid"
"C840S25R035","12086",25.79991359,-80.81428072,"centroid"
"C840S25R036","12087",24.86363016,-80.74203313,"centroid"
"C840S25R037","12003",30.13875817,-82.2160936,"centroid"
"C840S25R037","12125",30.13875817,-82.2160936,"centroid"
"C840S25R038","12019",30.07878376,-81.76093459,"centroid"
"C840S25R039","12099",26.3338519,-80.13506295,"centroid"
"C840S25R039","12011",26.3338519,-80.13506295,"centroid"
"C840S25R040","12011",25.93955613,-80.56127295,"centroid"
"C840S25R040","12086",25.93955613,-80.56127295,"centroid"
"C840S25R051","12033",30.3808586,-86.96385778,"centroid"
"C840S25R051","12113",30.3808586,-86.96385778,"centroid"
"C840S25R052","12091",30.84858449,-86.81229375,"centroid"
"C840S25R052","12113",30.84858449,-86.81229375,"centroid"
"C840S25R053","12131",30.83406224,-86.24533567,"centroid"
"C840S25R054","12013",30.60212391,-85.32042764,"centroid"
"C840S25R054","12063",30.60212391,-85.32042764,"centroid"
"C840S25R055","12059",30.89153058,-85.85876766,"centroid"
"C840S25R056","12079",30.35951237,-83.54137709,"centroid"
"C840S25R056","12123",30.35951237,-83.54137709,"centroid"
"C840S25R057","12073",30.30285368,-84.53819515,"centroid"
"C840S25R057","12077",30.30285368,-84.53819515,"centroid"
"C840S25R057","12129",30.30285368,-84.53819515,"centroid"
"C840S25R058","12067",30.22622045,-83.21580426,"centroid"
"C840S25R058","12079",30.22622045,-83.21580426,"centroid"
"C840S25R058","12121",30.22622045,-83.21580426,"centroid"
"C840S25R059","12041",29.87404535,-82.8514887,"centroid"
"C840S25R059","12121",29.87404535,-82.8514887,"centroid"
"C840S25R060","12089",30.57830423,-81.91597359,"centroid"
"C840S25R061","12047",30.57928645,-83.29836621,"centroid"
"C840S25R061","12079",30.57928645,-83.29836621,"centroid"
"C840S25R062","12037",30.00340837,-84.41206889,"centroid"
"C840S25R062","12129",30.00340837,-84.41206889,"centroid"
"C840S25R063","12107",29.39521549,-81.96239131,"centroid"
"C840S25R063","12083",29.39521549,-81.96239131,"centroid"
"C840S25R064","12035",29.34707416,-81.37035133,"centroid"
"C840S25R064","12127",29.34707416,-81.37035133,"centroid"
"C840S25R065","12083",29.29293053,-82.24972493,"centroid"
"C840S25R066","12053",28.66331128,-82.32643744,"centroid"
"C840S25R066","12119",28.66331128,-82.32643744,"centroid"
"C840S25R066","12017",28.66331128,-82.32643744,"centroid"
"C840S25R067","12097",28.23898316,-80.98337456,"centroid"
"C840S25R068","12095",28.5300727,-81.55755268,"centroid"
"C840S25R069","12097",28.16619412,-81.2843152,"centroid"
"C840S25R070","12057",27.85125946,-82.25643119,"centroid"
"C840S25R071","12081",27.26721596,-82.22649495,"centroid"
"C840S25R071","12115",27.26721596,-82.22649495,"centroid"
"C840S25R072","12027",27.35374124,-81.73257227,"centroid"
"C840S25R072","12049",27.35374124,-81.73257227,"centroid"
"C840S25R073","12105",27.63018004,-81.44284902,"centroid"
"C840S25R073","12055",27.63018004,-81.44284902,"centroid"
"C840S25R074","12111",27.3721278,-80.52007465,"centroid"
"C840S25R075","12111",27.69313272,-80.37463165,"centroid"
"C840S25R075","12061",27.69313272,-80.37463165,"centroid"
"C840S25R075","12009",27.69313272,-80.37463165,"centroid"
"C840S25R076","12099",26.49260935,-80.50325879,"centroid"
"C840S25R077","12011",26.08355811,-80.26674418,"centroid"
"C840S25R078","12086",25.63411665,-80.48118377,"centroid"
"C840S25R079","12086",25.42556251,-80.62601287,"centroid"
"C840S25R080","12087",25.22907108,-80.37535302,"centroid"
"C840S25R080","12086",25.22907108,-80.37535302,"centroid"
"C840S25R081","12051",26.59673359,-81.27068127,"centroid"
"C840S25R082","12015",26.93659732,-81.48505857,"centroid"
"C840S25R082","12043",26.93659732,-81.48505857,"centroid"
"C840S25R083","12087",24.64474082,-81.44486523,"centroid"
"C840S25R084","12029",29.58679036,-83.17122187,"centroid"
"C840S25R085","12053",28.40956496,-82.65814489,"centroid"
"C840S25R085","12101",28.40956496,-82.65814489,"centroid"
"C840S25R086","12015",26.79384142,-81.72764922,"centroid"
"C840S25R086","12071",26.79384142,-81.72764922,"centroid"
"C840S25R087","12021",25.94031594,-81.49636911,"centroid"
"C840S25R088","12051",26.750328,-80.902032,"start"
"C840S25R105","12013",30.31264973,-85.40324834,"centroid"
"C840S25R105","12005",30.31264973,-85.40324834,"centroid"
"C840S25R107","12005",30.51375814,-85.85437993,"centroid"
"C840S25R107","12133",30.51375814,-85.85437993,"centroid"
"C840S25R108","12077",30.45719541,-84.95862169,"centroid"
"C840S25R109","12045",29.7818335,-85.3003555,"start"
"C840S25R113","12001",29.53100788,-82.21050737,"centroid"
"C840S25R116","12057",28.10393402,-82.55836113,"centroid"
"C840S25R117","12081",27.4438745,-82.118665,"start"
"C840S25R123","12119",28.5723877,-81.981682,"start"
"C840S25R129","12105",27.74909203,-81.68544471,"centroid"
"C840S25R129","12049",27.74909203,-81.68544471,"centroid"
"C840S25R132","12015",26.75816149,-82.03793484,"centroid"
"C840S25R132","12071",26.75816149,-82.03793484,"centroid"
"C840S25R135","12087",25.26079124,-80.84444741,"centroid"
"C840S25R135","12086",25.26079124,-80.84444741,"centroid"
"C840S25R137","12003",30.02728454,-82.17783894,"centroid"
"C840S25R137","12125",30.02728454,-82.17783894,"centroid"
"C840S25R137","12001",30.02728454,-82.17783894,"centroid"
"C840S25R137","12007",30.02728454,-82.17783894,"centroid"
"C840S25R138","12019",30.08323046,-81.75722477,"centroid"
"C840S25R151","12091",30.84299604,-86.46275279,"centroid"
"C840S25R159","12041",29.91500345,-82.84451884,"centroid"
"C840S25R159","12121",29.91500345,-82.84451884,"centroid"
"C840S25R165","12083",29.34093328,-82.3107103,"centroid"
"C840S25R170","12057",27.8378585,-82.21365426,"centroid"
"C840S25R172","12049",27.37964013,-81.69974637,"centroid"
"C840S25R172","12027",27.37964013,-81.69974637,"centroid"
"C840S25R175","12111",27.68082093,-80.37178556,"centroid"
"C840S25R175","12061",27.68082093,-80.37178556,"centroid"
"C840S25R176","12099",26.61391958,-80.50203497,"centroid"
"C840S25R178","12086",25.56852229,-80.48276656,"centroid"
"C840S25R180","12087",25.24525487,-80.3481749,"centroid"
"C840S25R180","12086",25.24525487,-80.3481749,"centroid"
"C840S25R183","12087",24.64479891,-81.44304773,"centroid"
"C840S25R207","12059",30.8137132,-85.780054,"start"
"C840S25R283","12087",24.6775431,-81.4443557,"centroid"
"C840S25R901","12077",30.16270435,-84.72952087,"centroid"
"C840S25R901","12129",30.16270435,-84.72952087,"centroid"
"C840S25R902","12003",30.34223927,-82.50639103,"centroid"
"C840S25R902","12023",30.34223927,-82.50639103,"centroid"
"C840S25R903","12083",29.2255339,-81.77427828,"centroid"
"C840S25R904","12063",30.86701616,-85.01820481,"centroid"
"C840S25R905","12053",28.5927277,-82.26848551,"centroid"
"C840S25R905","12119",28.5927277,-82.26848551,"centroid"
"C840S25R906","12105",28.36627898,-81.97100293,"centroid"
"C840S25R906","12069",28.36627898,-81.97100293,"centroid"
"C840S25R906","12101",28.36627898,-81.97100293,"centroid"
"C840S25R906","12119",28.36627898,-81.97100293,"centroid"
"C840S25R907","12086",25.41258319,-80.67873888,"centroid"
"C840S25R908","12017",28.77970318,-82.41489295,"centroid"
"C840S25R909","12075",29.19535983,-82.61056333,"centroid"
"C840S25R910","12015",26.85679334,-81.89570129,"centroid"
"C840S25R911","12099",26.87278803,-80.36311619,"centroid"
"C840S25R912","12099",26.35197262,-80.70481038,"centroid"
"C840S25R912","12011",26.35197262,-80.70481038,"centroid"
"C840S25R913","12015",26.8333333,-81.6833333,"start"
"C840S25R915","12009",28.70745512,-80.76656493,"centroid"
"C840S25R915","12127",28.70745512,-80.76656493,"centroid"
"C840S25R916","12015",26.94238884,-81.97022948,"centroid"
"C840S25R917","12003",30.32708804,-82.34098492,"centroid"
"C840S25R918","12095",28.58217863,-81.03739714,"centroid"
"C840S25R918","12117",28.58217863,-81.03739714,"centroid"
"C840S25R919","12085",26.95267434,-80.53607171,"centroid"
"C840S25R919","12099",26.95267434,-80.53607171,"centroid"
"C840S25R920","12091",30.4919478,-86.66682877,"centroid"
"C840S25R921","12037",29.66083703,-85.13810954,"centroid"
"C840S25R922","12053",28.61392635,-82.5715982,"centroid"
"C840S25R923","12033",30.330894,-87.295368,"start"
"C840S25R925","12009",28.7856862,-80.800827,"start"
"C840S27R001","13039",30.87733936,-81.72596462,"centroid"
"C840S27R002","13049",30.82511519,-82.0722376,"centroid"
"C840S27R003","13127",31.27539601,-81.55601299,"centroid"
"C840S27R003","13191",31.27539601,-81.55601299,"centroid"
"C840S27R004","13185",30.93031084,-83.19059798,"centroid"
"C840S27R004","13173",30.93031084,-83.19059798,"centroid"
"C840S27R005","13267",31.93649427,-82.17824595,"centroid"
"C840S27R005","13279",31.93649427,-82.17824595,"centroid"
"C840S27R006","13131",30.83194415,-84.33567605,"centroid"
"C840S27R006","13087",30.83194415,-84.33567605,"centroid"
"C840S27R007","13017",31.66599312,-83.08118501,"centroid"
"C840S27R007","13069",31.66599312,-83.08118501,"centroid"
"C840S27R007","13155",31.66599312,-83.08118501,"centroid"
"C840S27R008","13127",31.30462543,-81.55694641,"centroid"
"C840S27R009","13061",31.75232091,-84.93808093,"centroid"
"C840S27R009","13239",31.75232091,-84.93808093,"centroid"
"C840S27R009","13243",31.75232091,-84.93808093,"centroid"
"C840S27R010","13037",31.57468746,-84.72218217,"centroid"
"C840S27R010","13099",31.57468746,-84.72218217,"centroid"
"C840S27R010","13243",31.57468746,-84.72218217,"centroid"
"C840S27R011","13051",32.22922449,-81.2891475,"centroid"
"C840S27R011","13103",32.22922449,-81.2891475,"centroid"
"C840S27R012","13107",32.27168234,-82.4023579,"centroid"
"C840S27R012","13209",32.27168234,-82.4023579,"centroid"
"C840S27R012","13279",32.27168234,-82.4023579,"centroid"
"C840S27R012","13283",32.27168234,-82.4023579,"centroid"
"C840S27R013","13167",32.61473889,-82.72635217,"centroid"
"C840S27R013","13175",32.61473889,-82.72635217,"centroid"
"C840S27R014","13023",32.24918455,-83.40671191,"centroid"
"C840S27R014","13091",32.24918455,-83.40671191,"centroid"
"C840S27R014","13235",32.24918455,-83.40671191,"centroid"
"C840S27R015","13079",32.86779631,-84.0637482,"centroid"
"C840S27R015","13207",32.86779631,-84.0637482,"centroid"
"C840S27R016","13293",32.96468339,-84.38051082,"centroid"
"C840S27R017","13025",31.10909594,-82.37412149,"centroid"
"C840S27R017","13299",31.10909594,-82.37412149,"centroid"
"C840S27R018","13019",31.23474862,-83.45557025,"centroid"
"C840S27R018","13075",31.23474862,-83.45557025,"centroid"
"C840S27R018","13071",31.23474862,-83.45557025,"centroid"
"C840S27R019","13317",33.79949764,-82.62529921,"centroid"
"C840S27R019","13181",33.79949764,-82.62529921,"centroid"
"C840S27R020","13221",33.88726364,-83.20090091,"centroid"
"C840S27R021","13007",31.41678865,-84.35344109,"centroid"
"C840S27R021","13095",31.41678865,-84.35344109,"centroid"
"C840S27R022","13113",33.34353381,-84.45768767,"centroid"
"C840S27R022","13231",33.34353381,-84.45768767,"centroid"
"C840S27R022","13255",33.34353381,-84.45768767,"centroid"
"C840S27R023","13045",33.51875977,-84.87770812,"centroid"
"C840S27R023","13077",33.51875977,-84.87770812,"centroid"
"C840S27R023","13097",33.51875977,-84.87770812,"centroid"
"C840S27R024","13195",34.16509954,-83.31856747,"centroid"
"C840S27R024","13011",34.16509954,-83.31856747,"centroid"
"C840S27R024","13119",34.16509954,-83.31856747,"centroid"
"C840S27R025","13205",31.12628156,-84.26323428,"centroid"
"C840S27R026","13129",34.54177922,-84.87489623,"centroid"
"C840S27R027","13015",34.15914798,-84.76457241,"centroid"
"C840S27R027","13223",34.15914798,-84.76457241,"centroid"
"C840S27R028","13093",32.19475599,-83.82124196,"centroid"
"C840S27R028","13153",32.19475599,-83.82124196,"centroid"
"C840S27R029","13081",31.76102904,-83.89833097,"centroid"
"C840S27R029","13321",31.76102904,-83.89833097,"centroid"
"C840S27R030","13137",34.53112239,-83.69179382,"centroid"
"C840S27R030","13311",34.53112239,-83.69179382,"centroid"
"C840S27R031","13133",33.47507834,-83.23461878,"centroid"
"C840S27R031","13237",33.47507834,-83.23461878,"centroid"
"C840S27R032","13073",33.55759056,-82.28126042,"centroid"
"C840S27R033","13249",32.07250798,-84.25244129,"centroid"
"C840S27R033","13261",32.07250798,-84.25244129,"centroid"
"C840S27R034","13251",32.92082693,-81.55625192,"centroid"
"C840S27R035","13021",32.82398928,-83.56396574,"centroid"
"C840S27R035","13289",32.82398928,-83.56396574,"centroid"
"C840S27R035","13169",32.82398928,-83.56396574,"centroid"
"C840S27R036","13045",33.65179435,-85.30057354,"centroid"
"C840S27R036","13143",33.65179435,-85.30057354,"centroid"
"C840S27R037","13055",34.51278809,-85.38483864,"centroid"
"C840S27R037","13295",34.51278809,-85.38483864,"centroid"
"C840S27R038","13269",32.41210421,-84.41878588,"centroid"
"C840S27R038","13197",32.41210421,-84.41878588,"centroid"
"C840S27R039","13015",34.29713961,-85.06068717,"centroid"
"C840S27R039","13115",34.29713961,-85.06068717,"centroid"
"C840S27R040","13291",34.86698326,-84.04867822,"centroid"
"C840S27R041","13241",34.94400298,-83.45115638,"centroid"
"C840S27R042","13057",34.11272949,-84.30465155,"centroid"
"C840S27R042","13121",34.11272949,-84.30465155,"centroid"
"C840S27R042","13117",34.11272949,-84.30465155,"centroid"
"C840S27R043","13223",33.7681583,-84.77490887,"centroid"
"C840S27R043","13097",33.7681583,-84.77490887,"centroid"
"C840S27R044","13151",33.48751802,-84.23484993,"centroid"
"C840S27R045","13159",33.48280818,-83.63735563,"centroid"
"C840S27R045","13211",33.48280818,-83.63735563,"centroid"
"C840S27R046","13035",33.12984709,-83.93195076,"centroid"
"C840S27R046","13207",33.12984709,-83.93195076,"centroid"
"C840S27R047","13317",33.69674112,-82.51999718,"centroid"
"C840S27R047","13181",33.69674112,-82.51999718,"centroid"
"C840S27R048","13141",33.06028972,-82.93571549,"centroid"
"C840S27R048","13303",33.06028972,-82.93571549,"centroid"
"C840S27R049","13093",32.09993245,-83.75139364,"centroid"
"C840S27R049","13235",32.09993245,-83.75139364,"centroid"
"C840S27R050","13175",32.31739697,-82.93835159,"centroid"
"C840S27R051","13163",32.91717456,-82.54477376,"centroid"
"C840S27R051","13303",32.91717456,-82.54477376,"centroid"
"C840S27R052","13315",31.9196933,-83.40161668,"centroid"
"C840S27R053","13271",31.95008577,-82.88473147,"centroid"
"C840S27R054","13103",32.59603746,-81.52086055,"centroid"
"C840S27R054","13251",32.59603746,-81.52086055,"centroid"
"C840S27R055","13069",31.60700658,-82.81034587,"centroid"
"C840S27R055","13161",31.60700658,-82.81034587,"centroid"
"C840S27R056","13029",31.88134119,-81.29193853,"centroid"
"C840S27R057","13275",30.83498891,-83.80342227,"centroid"
"C840S27R058","13101",30.72057331,-82.81557257,"centroid"
"C840S27R102","13049",30.90093584,-82.06040263,"centroid"
"C840S27R111","13051",32.23774887,-81.33186473,"centroid"
"C840S27R111","13103",32.23774887,-81.33186473,"centroid"
"C840S27R112","13107",32.24919018,-82.39247846,"centroid"
