"fips","imid_mean"
"01001",0.0215399206285454
"01003",0.0292347993265123
"01005",0.011868297569377
"01007",0.0008837313116987
"01009",0.0216097564367315
"01011",0.0110969308370999
"01013",0.00580274382457401
"01015",0.020759091736979
"01017",0.00109222648320037
"01019",0.133012348609355
"01021",0.0157775087446273
"01023",0.00249899012999453
"01025",0.000681971558542228
"01027",0.000535399373883413
"01029",0.000706578195857882
"01031",0.0319016345151199
"01033",0.110073953087903
"01035",0.0130853172755941
"01037",0.000244677634247211
"01039",0.0143365888002496
"01041",0.00711844462830957
"01043",0.0212401993186281
"01045",0.0195407537378598
"01047",0.0220134832813083
"01049",0.0347425280597046
"01051",0.0294421543913757
"01053",0.0410530480766179
"01055",0.0302120798083519
"01057",0.017762311382755
"01059",0.0137899844928616
"01061",0.0401539711341938
"01063",0.00176013445163882
"01065",0.0115196263547395
"01067",0.0288846147708055
"01069",0.0603800287371685
"01071",0.0418343207575046
"01073",0.000712252307257603
"01075",0.0030640677461701
"01077",0.1409940373665
"01079",0.143003964645971
"01081",0.00676035487814714
"01083",0.333240576998978
"01085",0.017959206200212
"01087",0.0190868015963606
"01089",0.216588150855546
"01091",0.00665977775719074
"01093",0.00823784823391603
"01095",0.010277886527953
"01097",0.0216536262632835
"01099",0.0393141269712628
"01101",0.011840339453004
"01103",0.035547030642355
"01105",0.0144922874754747
"01107",0.0100094716805384
"01109",0.00981635934296393
"01111",0.00213651253767979
"01113",0.00775347344183798
"01115",0.00119911786756491
"01117",0.0108155065117272
"01119",0.00288865101362228
"01121",0.0301521333802721
"01123",0.00323313817738768
"01125",0.0100340836728441
"01127",0.00140910074450955
"01129",0.0015056875707619
"01131",0.00560033701398315
"01133",0.000787347323480902
"04001",0.00293088635422072
"04003",0.0622273069686848
"04005",0.000405151321964232
"04007",0.000232289250132358
"04009",0.010322632184084
"04011",0.000683435342320601
"04012",0.0178232896320452
"04013",0.0667646890310564
"04015",0.000433277795501103
"04017",0.00189211009329554
"04019",0.00265662030210288
"04021",0.113304204477048
"04023",0.00428034102861472
"04025",0.00137299440010395
"04027",0.379219277037399
"05001",0.0621460171576808
"05003",0.1443372173715
"05005",0
"05007",0.000825873502844728
"05009",0
"05011",3.71691566638069e-05
"05013",0
"05015",0.000237450520721742
"05017",0.372234258143283
"05019",0.00878239899823803
"05021",0.176970540827098
"05023",0.000174330629664145
"05025",0.00016147243230403
"05027",0
"05029",0.0291280586849253
"05031",0.276914661292113
"05033",0.0429169200118362
"05035",0.315398445929546
"05037",0.110050889881826
"05039",0
"05041",0.386792021107151
"05043",0.101762644705296
"05045",0.0089763906328139
"05047",0.00448655586204971
"05049",0
"05051",0
"05053",0.000129859900302148
"05055",0.0883718402273502
"05057",0.00276632416119144
"05059",0.000933557719659559
"05061",1.6400444988905e-05
"05063",0.0211383579454495
"05065",0
"05067",0.0916168115927741
"05069",0.231928253239177
"05071",0.00941402949398609
"05073",0.367469509363618
"05075",0.0460521990903042
"05077",0.502864822979534
"05079",0.269059838740412
"05081",0.0535715633636635
"05083",0.0189745399752868
"05085",0.123548620379044
"05087",5.78513014605846e-06
"05089",0
"05091",0.117737138612211
"05093",0.472877013052231
"05095",0.15923502934542
"05097",0
"05099",8.59272125981448e-05
"05101",0
"05103",3.29311252444448e-05
"05105",0.00523413354050221
"05107",0.414289337301251
"05109",0
"05111",0.177767782671558
"05113",0
"05115",0.0146116086988092
"05117",0.0636319894904454
"05119",0.0279630056313614
"05121",0.0215860699223847
"05123",0.238549553943469
"05125",0.000106716353143432
"05127",0
"05129",0
"05131",0.00822962918843566
"05133",1.708034579899e-05
"05135",1.59694319856925e-05
"05137",0
"05139",0
"05141",5.45231542216756e-05
"05143",0.000384271333837952
"05145",0.014748210391759
"05147",0.160055773137284
"05149",0.0181325705415362
"06001",0.0376623551504904
"06003",0
"06005",0.00288967806849506
"06007",0.0229065034221651
"06009",0.00349664151132536
"06011",0.0341986408270048
"06013",0.121442699017162
"06015",0.00233551110398431
"06017",0.00176900137041003
"06019",0.736514950299312
"06021",0.0293077561357117
"06023",1.21739411466466e-05
"06025",0.574635388908462
"06027",0
"06029",0.588607909940751
"06031",0.786232930443998
"06033",0.0184221823347107
"06035",2.97578043523451e-05
"06037",0.00649032250644671
"06039",0.5637840695697
"06041",4.63791859982395e-05
"06043",3.99742168777816e-05
"06045",0.0134381920483107
"06047",0.294486774403583
"06049",0.00218414642992059
"06051",0.00096399411795478
"06053",1.80408406163287
"06055",0.179317685316398
"06057",0.000342656305467272
"06059",0.0244681105104178
"06061",0.000775217406214175
"06063",0
"06065",0.130683787637307
"06067",0.390196891042188
"06069",0.16213619060765
"06071",0.00130468849594589
"06073",0.0252027764424848
"06075",0.000102964899835726
"06077",0.82655178519153
"06079",0.302234041985126
"06081",0.0376709561939127
"06083",0.856576089560288
"06085",0.0973036045558484
"06087",0.228352773089494
"06089",0.000464039954222093
"06091",0
"06093",0.0018096930396326
"06095",0.0459096966940062
"06097",0.143806725093109
"06099",0.246268535793774
"06101",0.0974612310033864
"06103",0.00131385767926599
"06105",0
"06107",0.531613771192049
"06109",4.12895051024727e-05
"06111",0.501862209971418
"06113",0.131937970699643
"06115",0.0047511189915469
"08001",0.0512447978573258
"08003",0.0578837885252469
"08005",0.0278534229952387
"08007",1.78727711222619e-05
"08009",0.0334046682383765
"08011",0.0030466060208109
"08013",0.00166792380340333
"08014",0.0127107167236786
"08015",1.90497709203545e-05
"08017",0.0174782783718613
"08019",0
"08021",0.000569829686552104
"08023",0.00604979577644439
"08025",0.00101132071503046
"08027",0
"08029",0.00232851174313734
"08031",0.00429002111111111
"08033",0.000303041130414573
"08035",0.000304425013507917
"08037",0
"08039",0.00674326074359469
"08041",0.000156579242134078
"08043",0.000248701053214861
"08045",3.92970633706557e-05
"08047",0
"08049",7.84194659134608e-06
"08051",0
"08053",0
"08055",3.94352729822294e-05
"08057",0
"08059",6.31539286424638e-05
"08061",0.0285328252882026
"08063",0.0268515699222333
"08065",0
"08067",0.00010553421813297
"08069",0.00177545758102266
"08071",0.000162808186640523
