"route_uniq","fips","lat","lon"
"C840S34R008","17073",41.4846401,-90.217325
"C840S34R009","17155",41.1849333,-89.4568609
"C840S34R010","17011",41.3504896,-89.7704347
"C840S34R011","17011",41.3356226,-89.7085965
"C840S34R012","17103",41.6502254,-89.0175725
"C840S34R013","17105",41.0834818,-88.8325718
"C840S34R014","17043",41.9335847,-88.1879809
"C840S34R015","17091",41.1663407,-88.1852819
"C840S34R016","17093",41.530722,-88.5743214
"C840S34R017","17091",41.2187664,-87.5816027
"C840S34R018","17197",41.4686591,-87.964599
"C840S34R019","17071",40.8036571,-91.0568488
"C840S34R020","17067",40.2137205,-91.1829978
"C840S34R021","17017",40.0810774,-90.0013197
"C840S34R022","17071",40.6514497,-90.9814019
"C840S34R023","17095",40.9170762,-90.0331516
"C840S34R024","17187",40.8602881,-90.5087794
"C840S34R025","17143",40.6004653,-89.6657014
"C840S34R026","17143",40.9305488,-89.7938841
"C840S34R027","17179",40.6045464,-89.3175167
"C840S34R028","17179",40.4972564,-89.4243639
"C840S34R029","17099",40.9275498,-88.95069
"C840S34R030","17147",40.0787817,-88.5584799
"C840S34R031","17105",40.7143846,-88.5637682
"C840S34R032","17105",40.8985328,-88.6754284
"C840S34R033","17019",40.2509834,-87.9675978
"C840S34R034","17075",40.6463646,-87.724604
"C840S34R035","17001",39.9203767,-91.2963699
"C840S34R036","17017",39.9897988,-90.3451209
"C840S34R037","17061",39.4187241,-90.1660041
"C840S34R038","17137",39.799577,-90.4109104
"C840S34R039","17013",39.3609974,-90.8395322
"C840S34R040","17021",39.5753678,-89.5158088
"C840S34R041","17021",39.4800841,-89.2690071
"C840S34R042","17021",39.3998674,-89.2049844
"C840S34R043","17021",39.5535471,-89.4517437
"C840S34R044","17019",39.8947071,-88.103613
"C840S34R045","17035",39.3671938,-88.2670255
"C840S34R046","17035",39.3149204,-88.195176
"C840S34R047","17029",39.6153298,-88.3865649
"C840S34R048","17023",39.318607,-87.7777573
"C840S34R049","17133",38.3851828,-90.2587326
"C840S34R050","17163",38.5256201,-89.8193422
"C840S34R051","17027",38.6981367,-89.5364836
"C840S34R052","17119",38.6699717,-89.6602444
"C840S34R053","17189",38.3511978,-89.2943026
"C840S34R054","17193",38.248185,-88.233672
"C840S34R055","17081",38.4401577,-88.9703208
"C840S34R056","17159",38.70688,-88.1676148
"C840S34R057","17025",38.6772904,-88.4287356
"C840S34R058","17101",38.8352107,-87.7451035
"C840S34R059","17153",37.2325914,-89.2352685
"C840S34R060","17157",37.9708433,-89.7475091
"C840S34R061","17087",37.3198861,-88.9437782
"C840S34R062","17151",37.5997248,-88.5063589
"C840S34R063","17127",37.0730417,-88.5193033
"C840S34R064","17033",39.0052343,-87.7771751
"C840S34R065","17015",42.1401616,-89.7648861
"C840S34R066","17007",42.3994754,-88.9154674
"C840S34R067","17161",41.3410603,-90.5307719
"C840S34R068","17099",41.4844552,-89.0833869
"C840S34R069","17063",41.311436,-88.5903464
"C840S34R070","17001",40.0572405,-91.1273048
"C840S34R071","17057",40.3045239,-90.1357207
"C840S34R072","17129",40.0839936,-89.8249757
"C840S34R073","17039",40.2822428,-88.7460735
"C840S34R074","17061",39.2888385,-90.550608
"C840S34R075","17117",39.3988002,-89.8313118
"C840S34R076","17079",39.1055838,-88.0246848
"C840S34R077","17033",39.1467916,-87.6692368
"C840S34R078","17189",38.320123,-89.7037028
"C840S34R079","17193",38.0393916,-88.2081104
"C840S34R080","17003",37.2026548,-89.274296
"C840S34R081","17069",37.4674888,-88.1644941
"C840S34R082","17111",42.221331,-88.399331
"C840S34R104","17201",42.1740585,-88.9445833
"C840S34R135","17001",39.9258337,-91.3130559
"C840S34R301","17085",42.3972257,-90.2808839
"C840S34R302","17201",42.4617907,-89.3817229
"C840S34R303","17111",42.2186307,-88.5617669
"C840S34R304","17131",41.0847167,-90.9006359
"C840S34R305","17195",41.8306867,-89.6694319
"C840S34R306","17093",41.5971421,-88.4356718
"C840S34R307","17001",40.0179525,-90.9316336
"C840S34R308","17039",40.2639127,-89.1297627
"C840S34R309","17113",40.7542777,-88.8718234
"C840S34R310","17183",40.0813067,-87.5396719
"C840S34R311","17001",39.9614287,-91.3007819
"C840S34R312","17137",39.8173797,-90.4058819
"C840S34R313","17115",39.8529571,-89.0850451
"C840S34R314","17147",39.9526337,-88.6689458
"C840S34R315","17023",39.4014967,-87.706176
"C840S34R316","17005",38.8433817,-89.3901378
"C840S34R317","17121",38.4982149,-88.8800235
"C840S34R318","17199",37.8620527,-89.0775209
"C840S34R319","17153",37.2950124,-88.9472487
"C840S34R900","17129",39.9548261,-89.7510457
"C840S35R001","18089",41.6518167,-87.4486549
"C840S35R002","18127",41.3297597,-87.2001879
"C840S35R003","18141",41.7272707,-86.2170269
"C840S35R004","18149",41.2735266,-86.6205339
"C840S35R005","18049",41.0254887,-86.2808379
"C840S35R006","18039",41.7259077,-85.6760109
"C840S35R007","18183",41.0188097,-85.4900279
"C840S35R008","18085",41.1015477,-85.8354799
"C840S35R009","18151",41.6024567,-84.9394079
"C840S35R010","18007",40.6790779,-87.3633993
"C840S35R011","18157",40.4076491,-87.0361216
"C840S35R012","18181",40.7078507,-86.8139639
"C840S35R013","18017",40.5842651,-86.1842198
"C840S35R014","18107",40.1495187,-86.6959256
"C840S35R015","18159",40.2183267,-86.0561139
"C840S35R016","18065",40.0330447,-85.5449749
"C840S35R017","18035",40.1346197,-85.3574209
"C840S35R018","18053",40.5079491,-85.84451
"C840S35R019","18169",40.8532797,-85.9044039
"C840S35R020","18001",40.7030618,-84.8534885
"C840S35R021","18167",39.3319867,-87.3743359
"C840S35R022","18021",39.5330205,-87.1438756
"C840S35R023","18013",39.0791429,-86.3429849
"C840S35R024","18097",39.6400767,-86.2882699
"C840S35R025","18063",39.9080857,-86.5765829
"C840S35R026","18119",39.2638847,-86.7031329
"C840S35R027","18005",39.0836543,-85.9287299
"C840S35R028","18139",39.6847217,-85.4688349
"C840S35R029","18139",39.4677041,-85.4421615
"C840S35R030","18145",39.5621707,-85.7760939
"C840S35R031","18047",39.493804,-84.9764184
"C840S35R032","18027",38.6841567,-87.1287007
"C840S35R033","18027",38.5758877,-87.1850279
"C840S35R034","18173",38.0976637,-87.3919892
"C840S35R035","18101",38.7744667,-86.7647789
"C840S35R036","18037",38.4150437,-86.8202889
"C840S35R037","18071",38.9190517,-86.1929939
"C840S35R038","18175",38.6631267,-85.9410399
"C840S35R039","18061",38.2672943,-86.1463592
"C840S35R040","18155",38.7795826,-85.0940693
"C840S35R041","18143",38.6347156,-85.7471699
"C840S35R042","18173",37.9911389,-87.4410458
"C840S35R101","18127",41.5363017,-87.1973579
"C840S35R103","18141",41.6368887,-86.3655159
"C840S35R108","18085",41.1013504,-85.8354611
"C840S35R115","18159",40.2178547,-86.0560979
"C840S35R117","18035",40.1346467,-85.3574289
"C840S35R201","18127",41.5361624,-87.1967394
"C840S35R301","18089",41.3911052,-87.3693435
"C840S35R302","18091",41.6367797,-86.8508149
"C840S35R303","18087",41.750602,-85.4765733
"C840S35R304","18003",41.0798684,-84.9237731
"C840S35R305","18073",40.9699502,-87.0748779
"C840S35R306","18023",40.1985767,-86.4502189
"C840S35R307","18009",40.4066967,-85.2388079
"C840S35R308","18001",40.8100197,-84.9562309
"C840S35R309","18045",39.9820787,-87.3561447
"C840S35R310","18011",39.9455667,-86.3794639
"C840S35R311","18177",39.9464269,-85.0906911
"C840S35R312","18161",39.6830387,-84.8521349
"C840S35R313","18055",39.125475,-87.0543672
"C840S35R314","18093",38.7671667,-86.5484989
"C840S35R315","18137",38.9509067,-85.1623379
"C840S35R316","18163",37.9142237,-87.6297459
"C840S35R410","18011",39.9443431,-86.4873841
"C840S35R900","18105",39.0147985,-86.4011865
"C840S35R901","18091",41.70464,-86.9325362
"C840S35R903","18111",41.0474227,-87.4511851
"C840S36R001","19111",40.7698922,-91.6797963
"C840S36R002","19007",40.6527332,-92.8864804
"C840S36R003","19185",40.8887105,-93.1717427
"C840S36R004","29147",40.5712567,-94.6426839
"C840S36R005","19145",40.6203037,-95.1210189
"C840S36R006","19045",41.9751747,-90.2964159
"C840S36R007","19139",41.5687389,-91.2703838
"C840S36R008","19031",41.7290747,-91.2514429
"C840S36R009","19157",41.8190707,-92.3572989
"C840S36R010","19095",41.6735997,-92.2602299
"C840S36R011","19125",41.4022592,-93.103781
"C840S36R012","19153",41.6803757,-93.6007149
"C840S36R013","19049",41.6586017,-94.1444549
"C840S36R014","19049",41.7176327,-94.0861889
"C840S36R015","19155",41.4483667,-95.7265309
"C840S36R016","19137",41.1311292,-95.3466186
"C840S36R017","19097",42.0435847,-90.6070319
"C840S36R018","19113",42.2103447,-91.6954359
"C840S36R019","19113",42.1986127,-91.4172439
"C840S36R020","19013",42.4283168,-92.4757027
"C840S36R021","19171",42.2393377,-92.5335079
"C840S36R022","19081",42.9663334,-93.8524963
"C840S36R023","19169",42.1521897,-93.3290179
"C840S36R024","19073",42.0345317,-94.5711599
"C840S36R025","19187",42.6019638,-94.295246
"C840S36R026","19193",42.5326167,-95.8791569
"C840S36R027","19035",42.6484757,-95.7210459
"C840S36R028","19193",42.4902437,-96.3743819
"C840S36R029","19191",43.0864727,-91.8768028
"C840S36R030","19089",43.3492727,-92.2585749
"C840S36R031","19081",43.0675927,-93.5770949
"C840S36R032","19109",43.2388517,-94.0095139
"C840S36R033","19141",43.0405217,-95.5844739
"C840S36R034","19167",43.2574697,-96.2756889
"C840S36R105","19145",40.6242636,-95.1259581
"C840S36R108","19031",41.7287592,-91.251362
"C840S36R118","19113",42.2119974,-91.6956394
"C840S36R123","19169",42.1663807,-93.3469609
"C840S36R131","19081",43.0675537,-93.5769729
"C840S38R001","20021",37.0321381,-94.9950424
"C840S38R002","20133",37.5148587,-95.3249979
"C840S38R003","20001",37.8493327,-95.5008159
"C840S38R004","20073",37.9847547,-96.3936159
"C840S38R005","20073",38.0573017,-96.2857509
"C840S38R006","20191",37.3190352,-97.349158
"C840S38R007","20191",37.2322087,-97.2582029
"C840S38R008","20185",37.9271847,-98.8303289
"C840S38R009","20151",37.5142707,-98.8298029
"C840S38R010","20033",37.1645227,-99.2722929
"C840S38R011","20025",37.1334087,-99.7413179
"C840S38R012","20093",37.9589257,-101.4316489
"C840S38R013","20091",38.8545319,-94.8714265
"C840S38R014","20177",38.9715017,-95.9097289
"C840S38R015","20139",38.5354618,-95.8576087
"C840S38R016","20061",38.9939527,-96.9002609
"C840S38R017","20017",38.3623234,-96.5605733
"C840S38R018","20041",38.9447217,-97.2984479
"C840S38R019","20041",39.0607981,-97.1112208
"C840S38R020","20009",38.4636553,-98.9776363
"C840S38R021","20053",38.5515107,-98.0351929
"C840S38R022","20083",38.2040337,-99.6617889
"C840S38R023","20051",38.8417547,-99.4663929
"C840S38R024","20199",38.7278307,-101.6508259
"C840S38R025","20039",39.5831024,-100.3295925
"C840S38R026","20087",39.0805438,-95.5671042
"C840S38R027","20087",39.251508,-95.5347369
"C840S38R028","20201",39.9000807,-96.8711409
"C840S38R029","20131",39.7690906,-96.0269519
"C840S38R030","20201",39.9367553,-97.0124144
"C840S38R031","20143",39.1902871,-97.6123773
"C840S38R032","20141",39.3447742,-98.7508415
"C840S38R033","20089",39.7262207,-98.1009369
"C840S38R034","20147",39.7702227,-99.2540059
"C840S38R035","20137",39.7266067,-99.6464549
"C840S38R036","20063",38.9009177,-100.2439639
"C840S38R037","20119",37.3143937,-100.4350879
"C840S38R038","20181",39.1767667,-101.9689869
"C840S38R105","20019",37.3003447,-96.1012279
"C840S38R118","20041",38.9147327,-97.3687519
"C840S38R133","20089",39.7262207,-98.100936
"C840S38R301","20021",37.3099157,-94.7416989
"C840S38R302","20099",37.3690207,-95.4488589
"C840S38R303","20073",37.7958024,-96.4347911
"C840S38R304","20173",37.7959759,-97.4634159
"C840S38R305","20185",37.8545464,-98.8762205
"C840S38R306","20047",37.8256648,-99.3855484
"C840S38R307","20055",37.8296057,-100.8706786
"C840S38R308","20067",37.3880114,-101.2492122
"C840S38R309","29013",38.215197,-94.6125164
"C840S38R310","20059",38.680958,-95.1212223
"C840S38R311","20127",38.5224225,-96.9117521
"C840S38R312","20115",38.2039494,-97.2078887
"C840S38R313","20009",38.6813229,-98.7751403
"C840S38R314","20145",38.3193226,-99.2348417
"C840S38R315","20171",38.4682058,-100.7232236
"C840S38R316","20093",38.1914654,-101.3590971
"C840S38R317","20043",39.7839097,-95.2272709
"C840S38R318","20117",39.6529209,-96.5297375
"C840S38R319","20029",39.5668011,-97.8192021
"C840S38R320","20123",39.5666667,-98.169444
"C840S38R321","20163",39.3355726,-99.269502
"C840S38R322","20179",39.4951963,-100.6458939
"C840S38R323","20199",39.1195241,-101.727883
"C840S38R420","20123",39.5671077,-98.1535799
"C840S39R001","21013",36.6082857,-83.7017979
"C840S39R002","21039",36.9068375,-88.8622638
"C840S39R003","21035",36.6896267,-88.1808759
"C840S39R004","21221",36.792622,-87.9605863
"C840S39R005","21141",36.664255,-87.0088713
"C840S39R006","21227",36.9907469,-86.6314152
"C840S39R007","21003",36.9336087,-86.2041469
"C840S39R008","21171",36.8194377,-85.7169959
"C840S39R009","21057",36.7007807,-85.2699359
"C840S39R010","21053",36.6171577,-84.9933879
"C840S39R011","21231",36.8211687,-84.8339909
"C840S39R012","21039",36.8458967,-89.0589229
"C840S39R013","21195",37.4455887,-82.2017749
"C840S39R014","21115",37.8092597,-82.7330699
"C840S39R015","21119",37.3539197,-82.8572619
"C840S39R016","21109",37.4310467,-83.9929579
"C840S39R017","21237",37.7613187,-83.6101219
"C840S39R018","21129",37.5931367,-83.7306599
"C840S39R019","21173",37.9925897,-83.9410399
"C840S39R020","21113",37.8823347,-84.5585649
"C840S39R021","21137",37.390468,-84.6612332
"C840S39R022","21137",37.470864,-84.8112865
"C840S39R023","21239",37.9849668,-84.8137054
"C840S39R024","21123",37.5833107,-85.7375639
"C840S39R025","21217",37.4126457,-85.1284099
"C840S39R026","21005",37.9353872,-85.0956126
"C840S39R027","21093",37.7896507,-85.9128109
"C840S39R028","21061",37.2573275,-86.1387677
"C840S39R029","21059",37.8199855,-86.8961593
"C840S39R030","21027",37.5961302,-86.2962376
"C840S39R031","21093",37.6179677,-86.0179129
"C840S39R032","21177",37.2448427,-87.0823369
"C840S39R033","21233",37.5933277,-87.6776119
"C840S39R034","21107",37.1865197,-87.5068449
"C840S39R035","21101",37.7163597,-87.6947489
"C840S39R036","21139",37.3299427,-88.3261579
"C840S39R037","21211",38.2768507,-85.2054969
"C840S39R038","21185",38.4108577,-85.5587469
"C840S39R039","21077",38.7213307,-84.8237459
"C840S39R040","21097",38.4344957,-84.1633637
"C840S39R041","21209",38.3791569,-84.5727271
"C840S39R042","21049",38.0304392,-84.027055
"C840S39R043","21017",38.1661827,-84.0681929
"C840S39R044","21011",38.2051493,-83.9295763
"C840S39R045","21043",38.4189637,-83.0920869
"C840S39R046","21089",38.4666117,-83.0511849
"C840S39R107","21227",36.9261037,-86.3369279
"C840S39R112","21039",36.8621049,-89.0413978
"C840S39R113","21195",37.4455887,-82.201774
"C840S39R114","21115",37.731563,-82.8436466
"C840S39R117","21237",37.7389457,-83.5630719
"C840S39R118","21129",37.6333333,-83.8
"C840S39R119","21173",37.9925553,-83.9410257
"C840S39R120","21177",37.2448,-87.3322
"C840S39R124","21123",37.5839876,-85.7373309
"C840S39R127","21029",37.8249387,-85.7117159
"C840S39R132","21177",37.2446037,-87.331989
"C840S39R133","21233",37.592793,-87.6771392
"C840S39R134","21047",37.1070839,-87.3525878
"C840S39R137","21211",38.2698117,-85.2042619
"C840S39R145","21043",38.4235754,-83.0919895
"C840S39R146","21089",38.4390546,-82.9964384
"C840S39R214","21115",37.8092597,-82.733069
"C840S39R900","21099",37.2174545,-86.0487853
"C840S39R901","21099",37.25567,-86.06173
"C840S42R001","22075",29.6873267,-89.9627919
"C840S42R002","22075",29.3825447,-89.6019899
"C840S42R003","22007",29.9029097,-90.9214239
"C840S42R004","22051",29.6921337,-90.0971379
"C840S42R005","22099",29.9075617,-91.2167209
"C840S42R006","22023",29.7375687,-92.8109049
"C840S42R007","22023",29.8271777,-93.1346739
"C840S42R008","22103",30.2797337,-89.8977049
"C840S42R009","22105",30.7018587,-90.5110779
"C840S42R010","22117",30.8801251,-90.2491541
"C840S42R011","22099",30.0641124,-91.8208203
"C840S42R012","22125",30.8692521,-91.5109166
"C840S42R013","22039",30.6522117,-92.4323199
"C840S42R014","22039",30.7607257,-92.4607919
"C840S42R015","22023",30.0082047,-93.3426979
"C840S42R016","22011",30.8315727,-93.3184289
"C840S42R017","22029",31.1887275,-91.6715765
"C840S42R018","22107",31.9792958,-91.4440435
"C840S42R019","22069",31.5639297,-92.963258
"C840S42R020","22043",31.46457,-92.29532
"C840S42R021","22069",31.5890857,-93.0409919
"C840S42R022","22115",31.0143597,-93.1721339
"C840S42R023","22067",32.7618191,-91.7299813
"C840S42R024","22083",32.3944346,-91.6538661
"C840S42R025","22049",32.2555287,-92.3123249
"C840S42R026","22049",32.4602687,-92.6215889
"C840S42R027","22031",32.0735964,-93.9744951
"C840S42R028","22015",32.5629047,-93.5151899
"C840S42R029","22109",29.5476317,-90.5866389
"C840S42R030","22101",29.7156229,-91.8769586
"C840S42R031","22113",29.8458497,-92.2329247
"C840S42R032","22091",30.8571966,-90.7326251
"C840S42R033","22047",30.3986037,-91.5101169
"C840S42R034","22001",30.0808747,-92.4508969
"C840S42R036","22059",31.8183596,-92.0510279
"C840S42R037","22085",31.6692857,-93.5736839
"C840S42R038","22065",32.4856776,-91.4269719
"C840S42R039","22111",32.9513707,-92.2805719
"C840S42R040","22015",32.7507567,-93.5492639
"C840S42R050","22109",29.6872546,-90.99072
"C840S42R051","22045",29.9842321,-91.9569658
"C840S42R052","22113",29.9956057,-92.5966809
"C840S42R053","22005",30.2694157,-90.9416869
"C840S42R054","22037",30.9782167,-91.1039109
"C840S42R055","22001",30.4219427,-92.2865819
"C840S42R056","22011",30.4099932,-93.1678412
"C840S42R057","22029",31.7369095,-91.5965299
"C840S42R058","22127",32.0001519,-92.3835537
"C840S42R059","22085",31.4575093,-93.6603126
"C840S42R060","22035",32.8550727,-91.2622069
"C840S42R061","22111",32.9745407,-92.5649569
"C840S42R062","22081",32.1111307,-93.2537839
"C840S42R101","22075",29.6924898,-89.9669461
"C840S42R102","22051",29.2604957,-89.9634259
"C840S42R104","22057",29.7559597,-90.5588309
"C840S42R105","22101",29.6995057,-91.2072539
"C840S42R106","22023",29.7706489,-93.0158239
"C840S42R107","22023",29.8912193,-93.4015838
"C840S42R108","22103",30.2696907,-89.8451159
"C840S42R113","22039",30.6521557,-92.4323269
"C840S42R114","22039",30.7653597,-92.4280699
"C840S42R119","22069",31.5639297,-92.963258
"C840S42R121","22069",31.5880367,-93.0419379
"C840S42R122","22115",31.0660928,-93.4958419
"C840S42R123","22083",32.551556,-91.627441
"C840S42R124","22041",32.385442,-91.65069
"C840S42R125","22049",32.3059287,-92.3460469
"C840S42R128","22015",32.5540378,-93.482775
"C840S42R137","22085",31.6696396,-93.5734938
"C840S42R139","22111",32.9487841,-92.2696438
"C840S42R140","22015",32.7507357,-93.5489809
"C840S42R206","22023",29.7708689,-93.015843
"C840S42R207","22023",29.8912193,-93.401584
"C840S42R208","22103",30.2700817,-89.8453979
"C840S42R214","22039",30.7662977,-92.4277339
"C840S42R221","22069",31.4823534,-93.1474655
"C840S42R240","22015",32.7507357,-93.5489809
"C840S42R301","22119",32.5862893,-93.4321508
"C840S42R302","22021",32.0511467,-92.1260979
"C840S42R303","22067",32.9737057,-91.5183169
"C840S42R304","22031",31.9877557,-93.4428329
"C840S42R305","22127",31.9552681,-92.8142323
"C840S42R306","22025",31.9003707,-91.9109869
"C840S42R307","22019",30.161849,-93.5869866
"C840S42R308","22053",30.2754072,-92.962092
"C840S42R309","22121",30.4743657,-91.2112109
"C840S42R310","22103",30.576773,-90.0539617
"C840S42R311","22113",29.5532551,-92.3067829
"C840S42R312","22101",29.7220402,-91.2220645
"C840S42R313","22057",29.8179575,-90.8848668
"C840S42R314","22039",30.7543807,-92.4290319
"C840S42R405","22127",31.9552681,-92.814232
"C840S42R407","22019",30.161849,-93.586986
"C840S42R410","22117",30.832203,-90.146244
"C840S42R411","22113",29.55323,-92.30674
"C840S42R414","22039",30.7662177,-92.4277429
"C840S42R901","22039",30.8788377,-92.4192879
"C840S42R902","22039",30.8024577,-92.3128589
"C840S42R903","22033",30.4128796,-91.1957095
"C840S42R904","22065",32.3123624,-91.366531
"C840S42R905","22047",30.3686157,-91.6352162
"C840S42R906","22033",30.4157544,-91.1801812
"C840S44R001","23031",43.2540347,-70.6441649
"C840S44R002","23005",43.6886091,-70.3607588
"C840S44R003","23031",43.4994247,-70.5150099
"C840S44R004","23031",43.0811777,-70.7139509
"C840S44R005","23015",43.9954934,-69.5672329
"C840S44R006","23017",44.9258167,-70.9579919
"C840S44R007","23017",44.6261727,-70.9614079
"C840S44R008","23001",44.2435971,-70.2385185
"C840S44R009","23017",44.3180457,-70.6509909
"C840S44R010","23007",44.8937287,-70.4462749
"C840S44R011","23017",44.7523767,-70.8427189
"C840S44R012","23017",44.1485557,-70.5624489
"C840S44R013","23017",44.3340297,-70.2908259
"C840S44R014","23023",44.0133537,-69.9697909
"C840S44R015","23011",44.3246967,-69.8599649
"C840S44R016","23027",44.6821857,-69.2114429
"C840S44R017","23013",44.1600057,-69.2435129
"C840S44R018","23027",44.4996857,-69.2750259
"C840S44R019","23025",44.9876199,-69.4360208
"C840S44R020","23011",44.5994187,-69.5427879
"C840S44R021","23027",44.5892047,-69.1551509
"C840S44R022","23019",44.8325017,-68.9653549
"C840S44R023","23009",44.6528838,-68.2155718
"C840S44R024","23009",44.5388577,-68.3278119
"C840S44R025","23009",44.4079994,-68.7864764
"C840S44R026","23009",44.8325837,-68.2555749
"C840S44R027","23029",44.9940547,-67.4026869
"C840S44R028","23029",44.7196649,-67.948462
"C840S44R029","23029",44.8150721,-67.5684352
"C840S44R030","23025",45.7752824,-70.3366096
"C840S44R031","23025",45.233007,-70.190779
"C840S44R032","23007",45.0776834,-70.2128823
"C840S44R033","23019",45.0524467,-69.0300449
"C840S44R034","23021",45.9035867,-69.0375039
"C840S44R035","23025",45.8641277,-69.9283749
"C840S44R036","23021",45.4006104,-69.5938347
"C840S44R037","23025",45.0210757,-69.4418239
"C840S44R038","23019",45.4493167,-68.3382089
"C840S44R039","23003",45.6408892,-68.0765701
"C840S44R040","23003",45.8165007,-68.4164439
"C840S44R041","23019",45.6133217,-68.5330449
"C840S44R042","23019",45.0214735,-68.9142989
"C840S44R043","23029",45.2262561,-67.6794181
"C840S44R044","23029",45.5724217,-67.7278259
"C840S44R045","23029",45.5726168,-67.7273933
"C840S44R046","23003",46.600227,-69.5096093
"C840S44R047","23021",46.3095757,-69.2147299
"C840S44R048","23003",46.1524544,-68.0411592
"C840S44R049","23003",46.7536067,-68.2336538
"C840S44R050","23021",46.1086984,-68.9008541
"C840S44R051","23003",46.5228437,-68.3580069
"C840S44R052","23003",46.4662437,-67.8046179
"C840S44R053","23003",46.7743885,-67.831967
"C840S44R054","23003",47.3393607,-68.2314969
"C840S44R055","23003",47.2593135,-69.3742611
"C840S44R056","23003",46.5514025,-68.7805811
"C840S44R057","23021",46.1244497,-69.2124176
"C840S44R058","23003",46.7135253,-69.1934195
"C840S44R059","23025",46.2895057,-69.9316329
"C840S44R060","23003",47.3177807,-69.1455809
"C840S44R108","23001",44.2435971,-70.238518
"C840S44R115","23011",44.324762,-69.8609276
"C840S44R117","23013",44.1209917,-69.2527839
"C840S44R120","23011",44.5995807,-69.5425659
"C840S44R129","23029",44.8150721,-67.568435
"C840S44R134","23021",45.9036347,-69.0378239
"C840S44R144","23029",45.3408447,-67.6955009
"C840S44R146","23003",46.619,-69.381667
"C840S44R147","23021",46.4922497,-69.2876059
"C840S44R155","23003",47.2593135,-69.374261
"C840S44R159","23025",46.289506,-69.931633
"C840S44R301","23025",46.4717284,-69.8725532
"C840S44R302","23003",46.7780197,-68.7350293
"C840S44R303","23003",46.1446791,-67.8087039
"C840S44R304","23025",45.4140603,-69.8804671
"C840S44R305","23019",45.802425,-68.7066038
"C840S44R306","23017",44.6251205,-70.6298834
"C840S44R307","23025",44.9036271,-69.69907
"C840S44R308","23027",44.4594758,-68.9269629
"C840S44R309","23029",44.4731549,-67.9699061
"C840S44R310","23017",43.9167261,-70.979445
"C840S44R410","23017",43.9167261,-70.979445
"C840S46R001","24023",39.5041468,-79.1557785
"C840S46R002","24023",39.5398737,-79.1657189
"C840S46R003","24023",39.4387843,-79.1698659
"C840S46R004","24001",39.5429312,-78.6014791
"C840S46R005","24001",39.6151476,-78.8123259
"C840S46R006","24043",39.6129717,-77.8655019
"C840S46R007","24043",39.6486494,-77.5681548
"C840S46R008","24021",39.5780009,-77.5489971
"C840S46R009","24021",39.7148359,-77.3304347
"C840S46R010","24031",39.0309157,-77.0157189
"C840S46R011","24031",39.1514457,-77.0930269
"C840S46R012","24031",39.1152852,-77.0002244
"C840S46R013","24013",39.516536,-77.0384304
"C840S46R014","24013",39.6423121,-77.0236228
"C840S46R015","24013",39.6359624,-76.9692792
"C840S46R016","24005",39.5515705,-76.8137896
"C840S46R017","24005",39.7002158,-76.7644397
"C840S46R018","24005",39.3456735,-76.8160804
"C840S46R019","24025",39.5386386,-76.4856444
"C840S46R020","24025",39.4890766,-76.3159492
"C840S46R021","24003",39.0573627,-76.5302869
"C840S46R022","24033",39.0164522,-76.8497577
"C840S46R023","24033",38.9314667,-76.8054449
"C840S46R024","24033",38.7216347,-76.8203729
"C840S46R025","24009",38.4066787,-76.5513069
"C840S46R026","24009",38.5016307,-76.5747889
"C840S46R027","24037",38.168955,-76.5442846
"C840S46R028","24017",38.5584741,-76.972877
"C840S46R029","24017",38.5217447,-76.8406989
"C840S46R030","24017",38.6021387,-77.0780349
"C840S46R031","24017",38.5960742,-77.0558732
"C840S46R032","24015",39.628083,-76.00685
"C840S46R033","24015",39.52083,-75.94228
"C840S46R034","24015",39.5231571,-75.9042529
"C840S46R035","24029",39.276509,-75.7640082
"C840S46R036","24029",39.2640947,-76.1481269
"C840S46R037","24029",39.10312,-76.192383
"C840S46R038","24011",38.783977,-75.8845056
"C840S46R039","24041",38.8211117,-75.9331139
"C840S46R040","24041",38.7863193,-76.075195
"C840S46R041","24019",38.4607494,-76.1997997
"C840S46R042","24019",38.3676908,-76.2432656
"C840S46R043","24019",38.5258637,-76.2101023
"C840S46R044","24019",38.5203297,-75.7964256
"C840S46R045","24045",38.3007427,-75.5667709
"C840S46R046","24045",38.4485307,-75.7898657
"C840S46R047","24039",38.1651924,-75.5797027
"C840S46R048","24047",38.2256736,-75.2663372
"C840S46R049","24047",38.2475487,-75.1522729
"C840S46R050","24047",38.2159987,-75.3924539
"C840S46R051","24023",39.6733819,-79.1632229
"C840S46R052","24023",39.3377737,-79.3101889
"C840S46R053","24001",39.7216828,-78.9262269
"C840S46R054","24001",39.6399863,-78.4762746
"C840S46R055","24001",39.6919359,-78.4102428
"C840S46R056","24017",38.558592,-76.972531
"C840S46R057","24005",39.231288,-76.664268
"C840S46R058","24037",38.114027,-76.470555
"C840S46R059","24047",38.2504,-75.432624
"C840S46R102","24023",39.5399409,-79.1662387
"C840S46R110","24031",39.0308897,-77.0169099
"C840S46R112","24021",39.2945828,-77.3066703
"C840S46R121","24003",39.0378914,-76.5142379
"C840S46R123","24003",38.9888945,-76.6695275
"C840S46R124","24033",38.7166667,-76.8166667
"C840S46R125","24009",38.4092014,-76.5507449
"C840S46R126","24009",38.5019497,-76.5743599
"C840S46R145","24045",38.3003961,-75.5666203
"C840S46R149","24047",38.3112181,-75.1181628
