"fips","neonic_mean"
"01001",0.0253626543749734
"01003",0.0175049559068769
"01005",0.00748222712113524
"01007",0.000342381283041163
"01009",0.0070635285154586
"01011",0.00895813690480969
"01013",0.00422987304128922
"01015",0.00741490965406931
"01017",0.000497569842346835
"01019",0.0460662033027813
"01021",0.00400416686241498
"01023",0.00145466233077905
"01025",0.000428667836797972
"01027",0.00023040818826326
"01029",0.000453818516038803
"01031",0.0256002087135037
"01033",0.0538357403734524
"01035",0.00948709156344051
"01037",0.000111217106476005
"01039",0.0126739004552354
"01041",0.0047773377460964
"01043",0.00818016952731952
"01045",0.0185072382269298
"01047",0.0344872973404636
"01049",0.0165876835942309
"01051",0.0393511469838261
"01053",0.0325869314531133
"01055",0.0109262060300236
"01057",0.010586901467023
"01059",0.00687722491872048
"01061",0.0404648514296458
"01063",0.00234063077149428
"01065",0.02179885052229
"01067",0.0286913060758789
"01069",0.0414797091085686
"01071",0.0229999958212261
"01073",0.000196158917954076
"01075",0.00170890931155754
"01077",0.0682297609307315
"01079",0.0747629245903421
"01081",0.00331927334107224
"01083",0.137045927116745
"01085",0.0253242335176789
"01087",0.0309922733562167
"01089",0.0947150445927152
"01091",0.00769398656814914
"01093",0.00391194845099143
"01095",0.00723005959628895
"01097",0.0112717148073438
"01099",0.0267427035651319
"01101",0.0190046474120505
"01103",0.0158574578925996
"01105",0.0153015128443042
"01107",0.00451922900820808
"01109",0.00864347076016648
"01111",0.00100175004198605
"01113",0.00584897947991078
"01115",0.000328420817231153
"01117",0.00636489586359081
"01119",0.00464622518241587
"01121",0.0178895234111499
"01123",0.00189273297467904
"01125",0.0050334731961483
"01127",0.000533750282011193
"01129",0.00133590677643267
"01131",0.00388655784045096
"01133",0.000228330723809462
"04001",0.000591133916884371
"04003",0.0124041836936877
"04005",8.33372680815742e-05
"04007",5.10562980640263e-05
"04009",0.00601379198749101
"04011",0.000351318933951522
"04012",0.00558553173008819
"04013",0.0171601091583124
"04015",0.000335926257348763
"04017",0.000392552619543841
"04019",0.00130291894784763
"04021",0.0366269247757758
"04023",0.000849955290853758
"04025",0.000252101813260107
"04027",0.0774857011519512
"05001",0.0544924705897226
"05003",0.0798286238593043
"05005",0
"05007",0.0006369668050676
"05009",0
"05011",1.23897188879356e-05
"05013",2.55934862279749e-06
"05015",0.000182556045501124
"05017",0.172296828299413
"05019",0.00715613200945685
"05021",0.147480482263819
"05023",0.000469239944845991
"05025",0.000106302684600153
"05027",0
"05029",0.0248079355696394
"05031",0.231267225135192
"05033",0.0151532912176794
"05035",0.185693394236735
"05037",0.0838359927402856
"05039",7.71371490162115e-05
"05041",0.184467914293004
"05043",0.0509123961019377
"05045",0.00702095283935859
"05047",0.00219307500912913
"05049",5.20470246125542e-06
"05051",0
"05053",6.49299501510741e-05
"05055",0.0725181537581278
"05057",0.000997291923818818
"05059",0.00279675064755154
"05061",5.46681499630167e-06
"05063",0.0147418883041561
"05065",2.77096391463435e-06
"05067",0.0628428595057797
"05069",0.107461642620236
"05071",0.00424618812840631
"05073",0.112140234018292
"05075",0.0315228000907058
"05077",0.271330286160373
"05079",0.131316798478868
"05081",0.0253002014858692
"05083",0.00833771093262724
"05085",0.0842025907432108
"05087",2.89256507302923e-06
"05089",1.3473481276385e-06
"05091",0.0547655265903426
"05093",0.36918719603229
"05095",0.101417501134108
"05097",0
"05099",0.000266895130039692
"05101",0
"05103",1.09770417481483e-05
"05105",0.00270605287559409
"05107",0.236834386967001
"05109",0.000156692503596296
"05111",0.136485488471286
"05113",1.87571097889381e-06
"05115",0.00587137203202149
"05117",0.055423812922674
"05119",0.0260329526529435
"05121",0.0167501094512574
"05123",0.144573068047046
"05125",4.44651471430967e-05
"05127",0
"05129",1.20760395789389e-06
"05131",0.00345547642329575
"05133",0.000175073544439647
"05135",2.39541479785388e-05
"05137",0
"05139",0
"05141",3.97564666199718e-05
"05143",0.000335596964885145
"05145",0.0103947761724191
"05147",0.104617475970292
"05149",0.00691691311871136
"06001",0.00715543386969898
"06003",0
"06005",0.000572253662440736
"06007",0.00800366068458681
"06009",0.000622203462434756
"06011",0.0169182753645654
"06013",0.0223212332442775
"06015",0.000740937300956007
"06017",0.000781356036610822
"06019",0.176708202217129
"06021",0.00954274350677767
"06023",6.53785728245833e-06
"06025",0.104229842945132
"06027",0
"06029",0.116692437127543
"06031",0.306912411981258
"06033",0.00431105698644503
"06035",4.95963405872419e-06
"06037",0.00140165751765575
"06039",0.103633185150238
"06041",9.2758371996479e-06
"06043",6.66236947963026e-06
"06045",0.00281344510363076
"06047",0.0672532895866839
"06049",0.000374084865135864
"06051",0.000160665686325797
"06053",0.438780980414567
"06055",0.0444000176529986
"06057",5.71093842445453e-05
"06059",0.00898629208366643
"06061",0.00069861037639655
"06063",0
"06065",0.0236390850056708
"06067",0.0770854412862845
"06069",0.0305125438479476
"06071",0.000234011354169565
"06073",0.00576098426927651
"06075",1.71608166392877e-05
"06077",0.173181271186535
"06079",0.0584396206679168
"06081",0.00882397302465983
"06083",0.157373984499111
"06085",0.0191333827566662
"06087",0.0553797665924441
"06089",0.000100350238034254
"06091",0
"06093",0.000338004123375163
"06095",0.0116854283214585
"06097",0.0314054327479452
"06099",0.0543742390274649
"06101",0.0437327063683095
"06103",0.00175671879822156
"06105",0
